UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	0
0	0
0	4
0	5
0	1
0	2
0	1
3	1
0	0
0	0
0	0
0	0
2	0
4	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	2
0	3
2	3
0	5
0	5
0	6
3	5
0	4
1	1
1	3
0	2
3	0
2	0
2	1
0	0
0	2
1	0
0	2
1	0
0	0
0	0
0	0
0	1
0	2
0	1
0	5
0	0
0	1
2	3
0	2
0	1
0	1
1	2
0	0
1	1
0	2
0	1
0	4
0	2
1	0
1	2
0	1
0	0
0	4
0	2
0	2
1	1
0	0
0	0
4	2
0	2
0	4
0	1
0	4
0	3
0	1
7	5
0	3
0	1
0	0
0	0
0	3
0	3
0	7
0	7
0	0
0	4
0	2
0	2
0	4
0	0
0	1
2	0
2	7
0	4
0	2
0	1
0	2
0	2
0	2
1	2
2	4
2	4
6	0
3	0
1	0
4	0
0	0
0	0
4	0
7	0
1	0
0	0
0	0
1	0
3	0
7	0
1	0
0	1
0	1
0	4
0	4
0	1
0	1
0	0
0	0
0	0
0	1
0	1
13	3
0	3
1	0
0	0
6	1
1	0
0	1
4	1
0	2
0	2
0	2
0	4
0	4
1	1
1	2
0	1
0	2
1	3
1	3
0	0
1	7
0	4
0	4
4	4
0	0
0	0
3	0
0	4
1	4
1	0
0	2
0	2
3	0
0	1
26	0
6	0
0	10
0	10
3	0
8	5
3	1
0	6
0	6
0	6
2	1
6	0
5	0
35	24
2	12
3	0
0	5
0	2
1	5
15	2
0	2
1	3
24	304
6	8
47	143
0	706
0	706
5	9
10	51
0	27
10	3
0	24
0	24
1	24
0	3
3	0
0	0
5	0
7	0
2	0
5	257
0	32
0	26
39	25
0	23
1	1
0	18
1	3
7	12
0	11
0	9
6	1
0	35
0	1430
13	1436
1	1436
0	28
0	32
11	0
1	12
0	12
5	0
27	0
4	2
9	9
16	40
1	17
0	2
0	8
8	8
0	8
0	27
2	26
4	22
0	14
0	1
0	1
10	1
2	2
0	3
0	0
0	3
0	1
8	35
13	0
4	22
7	49
1	3
0	0
0	19
0	0
4	10
0	8
14	5
0	16
0	14
0	9
0	6
0	9
0	3
20	21
0	3
0	3
0	0
0	4
0	1
2	0
1	13
2	12
0	4
6	2
8	3
0	9
0	1
1	1
0	9
0	10
0	10
0	28
8	0
0	0
2	4
6	0
2	27
8	1
0	1
5	4
14	0
6	2
4	2
13	0
0	13
0	13
4	0
0	0
2	3
0	721
0	722
10	0
10	4
0	4
7	0
6	2
0	2
0	13
0	13
