gs_name,gene_symbol
HIV-EC_vs_HIV-CP_up,BUB1B
HIV-EC_vs_HIV-CP_up,NUDT1
HIV-EC_vs_HIV-CP_up,ARHGAP19
HIV-EC_vs_HIV-CP_up,ARHGAP11B
HIV-EC_vs_HIV-CP_up,RPL13A
HIV-EC_vs_HIV-CP_up,TROAP
HIV-EC_vs_HIV-CP_up,LMNB1
HIV-EC_vs_HIV-CP_up,ELL2
HIV-EC_vs_HIV-CP_up,DIAPH3
HIV-EC_vs_HIV-CP_up,LOC399942
HIV-EC_vs_HIV-CP_up,SNORD46
HIV-EC_vs_HIV-CP_up,INSRR
HIV-EC_vs_HIV-CP_up,UBASH3A
HIV-EC_vs_HIV-CP_up,LOC285053
HIV-EC_vs_HIV-CP_up,MLF1IP
HIV-EC_vs_HIV-CP_up,CD8A
HIV-EC_vs_HIV-CP_up,CKS1B
HIV-EC_vs_HIV-CP_up,SNORD43
HIV-EC_vs_HIV-CP_up,LOC387825
HIV-EC_vs_HIV-CP_up,SHMT1
HIV-EC_vs_HIV-CP_up,BRP44
HIV-EC_vs_HIV-CP_up,G3BP2
HIV-EC_vs_HIV-CP_up,ACYP1
HIV-EC_vs_HIV-CP_up,CKS2
HIV-EC_vs_HIV-CP_up,ASPM
HIV-EC_vs_HIV-CP_up,CD8A
HIV-EC_vs_HIV-CP_up,LOC643446
HIV-EC_vs_HIV-CP_up,RAD51
HIV-EC_vs_HIV-CP_up,CCNB2
HIV-EC_vs_HIV-CP_up,CORO1A
HIV-EC_vs_HIV-CP_up,ZNF783
HIV-EC_vs_HIV-CP_up,NUSAP1
HIV-EC_vs_HIV-CP_up,SOS1
HIV-EC_vs_HIV-CP_up,RAD51
HIV-EC_vs_HIV-CP_up,FIBP
HIV-EC_vs_HIV-CP_up,PRIM1
HIV-EC_vs_HIV-CP_up,BRCA1
HIV-EC_vs_HIV-CP_up,VNN2
HIV-EC_vs_HIV-CP_up,LOC441876
HIV-EC_vs_HIV-CP_up,TOX
HIV-EC_vs_HIV-CP_up,FAM54A
HIV-EC_vs_HIV-CP_up,SPC25
HIV-EC_vs_HIV-CP_up,INVS
HIV-EC_vs_HIV-CP_up,C1orf57
HIV-EC_vs_HIV-CP_up,SNORA9
HIV-EC_vs_HIV-CP_up,POLR1D
HIV-EC_vs_HIV-CP_up,RPA3
