gs_name,gene_symbol
Cir_CD44hi_vs_CD44lo_up,SCPEP1
Cir_CD44hi_vs_CD44lo_up,PPARG
Cir_CD44hi_vs_CD44lo_up,GM2A
Cir_CD44hi_vs_CD44lo_up,HK2
Cir_CD44hi_vs_CD44lo_up,IL12RB1
Cir_CD44hi_vs_CD44lo_up,IL4
Cir_CD44hi_vs_CD44lo_up,HIP1R
Cir_CD44hi_vs_CD44lo_up,S100A4
Cir_CD44hi_vs_CD44lo_up,S100A6
Cir_CD44hi_vs_CD44lo_up,LUZP1
Cir_CD44hi_vs_CD44lo_up,UHRF1
Cir_CD44hi_vs_CD44lo_up,RARG
Cir_CD44hi_vs_CD44lo_up,COL18A1
Cir_CD44hi_vs_CD44lo_up,TBX21
Cir_CD44hi_vs_CD44lo_up,ITGA3
Cir_CD44hi_vs_CD44lo_up,FOXM1
Cir_CD44hi_vs_CD44lo_up,ELL2
Cir_CD44hi_vs_CD44lo_up,CAPNS1
Cir_CD44hi_vs_CD44lo_up,CIAO3
Cir_CD44hi_vs_CD44lo_up,DHRS1
Cir_CD44hi_vs_CD44lo_up,TIAM1
Cir_CD44hi_vs_CD44lo_up,AXL
Cir_CD44hi_vs_CD44lo_up,CHAF1A
Cir_CD44hi_vs_CD44lo_up,BCAM
Cir_CD44hi_vs_CD44lo_up,PPP5C
Cir_CD44hi_vs_CD44lo_up,EBI3
Cir_CD44hi_vs_CD44lo_up,DUSP3
Cir_CD44hi_vs_CD44lo_up,MMD
Cir_CD44hi_vs_CD44lo_up,HLF
Cir_CD44hi_vs_CD44lo_up,ANGPTL2
Cir_CD44hi_vs_CD44lo_up,NKG7
Cir_CD44hi_vs_CD44lo_up,RAB11A
Cir_CD44hi_vs_CD44lo_up,AP1S1
Cir_CD44hi_vs_CD44lo_up,JKAMP
Cir_CD44hi_vs_CD44lo_up,CD44
Cir_CD44hi_vs_CD44lo_up,CCN4
Cir_CD44hi_vs_CD44lo_up,PRDX2
Cir_CD44hi_vs_CD44lo_up,SPC25
Cir_CD44hi_vs_CD44lo_up,MCM5
Cir_CD44hi_vs_CD44lo_up,ASF1B
Cir_CD44hi_vs_CD44lo_up,IGF1R
Cir_CD44hi_vs_CD44lo_up,SH2D1A
Cir_CD44hi_vs_CD44lo_up,TNFSF14
Cir_CD44hi_vs_CD44lo_up,REEP5
Cir_CD44hi_vs_CD44lo_up,ITGAE
Cir_CD44hi_vs_CD44lo_up,MOB1B
Cir_CD44hi_vs_CD44lo_up,ZBTB32
Cir_CD44hi_vs_CD44lo_up,CRIP1
Cir_CD44hi_vs_CD44lo_up,NSMF
Cir_CD44hi_vs_CD44lo_up,KIAA0319
Cir_CD44hi_vs_CD44lo_up,GMNN
Cir_CD44hi_vs_CD44lo_up,ACOT13
Cir_CD44hi_vs_CD44lo_up,PSMD2
Cir_CD44hi_vs_CD44lo_up,CLIC1
Cir_CD44hi_vs_CD44lo_up,POLE
Cir_CD44hi_vs_CD44lo_up,GATAD1
Cir_CD44hi_vs_CD44lo_up,BCL2L1
Cir_CD44hi_vs_CD44lo_up,MID1IP1
Cir_CD44hi_vs_CD44lo_up,AP2S1
Cir_CD44hi_vs_CD44lo_up,CERS4
Cir_CD44hi_vs_CD44lo_up,POU2F2
Cir_CD44hi_vs_CD44lo_up,ZMAT5
Cir_CD44hi_vs_CD44lo_up,ST6GALNAC1
Cir_CD44hi_vs_CD44lo_up,VAV2
Cir_CD44hi_vs_CD44lo_up,PSEN2
Cir_CD44hi_vs_CD44lo_up,ADAM19
Cir_CD44hi_vs_CD44lo_up,KIF11
