gs_name,gene_symbol
DP,XBP1
DP,SCRN1
DP,CSRNP1
DP,USP22
DP,HIPK2
DP,CXCR4
DP,CREB3L2
DP,RBSN
DP,NADK2
DP,IL4I1
DP,RAB6B
DP,ZFP36L1
DP,SIK1B
DP,TES
DP,RNF168
DP,MYBL1
DP,GIGYF1
DP,H1-10
DP,GPR65
DP,IER5
DP,SPCS3
DP,BTBD11
DP,TLE1
DP,GGACT
DP,ADAM12
DP,FKBP2
DP,FERMT2
DP,EHD1
DP,LTK
DP,MPPED2
DP,PDE4D
DP,ID2
DP,AP001453.5
DP,COPS4
DP,ZNF358
DP,CREM
DP,SELENOK
DP,H3-3B
DP,THUMPD2
DP,IL17RE
DP,PLEKHB2
DP,PLD1
DP,PRR12
DP,WHRN
DP,BCL2L15
DP,GTF3C1
DP,PLXNA3
DP,NR1D1
DP,SYAP1
DP,ABHD4
DP,MYLIP
DP,VLDLR
DP,BTG1
DP,NFIX
DP,TNFSF14
DP,FKBP14
DP,PRNP
DP,KLRB1
DP,CYTH1
DP,AQP3
DP,TOB2
DP,RNF125
DP,FLT4
DP,CEBPD
DP,CARS2
DP,SLC4A10
DP,GAB1
DP,THUMPD1
DP,RBM24
DP,SRSF3
DP,ZFAND5
DP,TP53I11
DP,VEGFA
DP,CERK
DP,GPN2
DP,TPM4
DP,ZFP36L2
DP,DDIT4
DP,IER5L
DP,NAA40
DP,MATN2
DP,PRDM8
DP,NEO1
DP,GALC
DP,IL1R1
DP,GADD45A
DP,APOL3
DP,SRSF2
DP,CA2
DP,MAFF
DP,RALGPS1
DP,TIMM22
DP,ESPN
DP,EVA1B
DP,IFI44
DP,PRR29
DP,ZFP36
DP,COL5A1
DP,FOSL2
DP,PLXND1
DP,GADD45B
DP,CDKN1A
DP,PLXDC2
DP,CFH
DP,SIK1
DP,IGFBP4
DP,PRR7
DP,B4GALT1
DP,SCART1
DP,FKBP11
DP,CCDC85B
DP,DUSP2
DP,SRSF5
DP,SLC7A5
DP,ARMCX2
DP,ERGIC1
DP,SPOCK2
DP,NR4A3
DP,TLNRD1
DP,ARL4C
DP,DCUN1D1
DP,CTSH
DP,CCR1
DP,NT5DC3
DP,ABHD15
DP,SETD7
DP,NINJ1
DP,ATP11A
DP,RORC
DP,SLC10A3
DP,PHACTR2
DP,CCT2
DP,DAB2IP
DP,NTN4
DP,RBAK
DP,TCEAL3
DP,TGFA
DP,PACSIN1
DP,JOSD1
DP,ETS2
DP,KIF5C
DP,ZBTB16
DP,LATS2
DP,RPSAP58
DP,NRIP1
DP,H2AC18
DP,LUZP1
DP,CAMK2N1
DP,PPP1CB
DP,GPR35
DP,FAM20B
DP,IER2
DP,NFKBIA
DP,PRSS22
DP,ST3GAL5
DP,NR1D2
DP,ELL
DP,FGFR1
DP,ME1
EE,FLII
EE,CCR10
EE,SELPLG
EE,SDAD1
EE,NDC80
EE,PRDX1
EE,AMY2B
EE,PSME3
EE,PHEX
EE,TPP2
EE,SLC16A3
EE,XRCC1
EE,ZYX
EE,DOCK2
EE,TOX2
EE,LMNB1
EE,TIMMDC1
EE,PIP5K1B
EE,ILF3
EE,AHCYL2
EE,RNASEH2B
EE,GTF2I
EE,ACSS1
EE,PSMA2
EE,ACSL5
EE,EVL
EE,DPP8
EE,TECR
EE,GSDMD
EE,SLC46A3
EE,MRC2
EE,UBA5
EE,TOP2B
EE,WASHC3
EE,CSK
EE,HK1
EE,SEPTIN1
EE,RNF135
EE,ST8SIA1
EE,EIPR1
EE,GPD2
EE,VAMP7
EE,HMGN2
EE,QARS1
EE,CNN2
EE,AFF1
EE,DYNLRB1
EE,ZDHHC8
EE,CDT1
EE,MTA1
EE,SKA2
EE,MAPKBP1
EE,HDHD2
EE,IPO5
EE,FAM160B1
EE,MTA2
EE,SLC27A1
EE,UQCRC1
EE,ADA
EE,FOXP3
EE,LRRC32
EE,RNF10
EE,SPIN1
EE,MAP3K12
EE,IFT80
EE,SPA17
EE,ELAC2
EE,ARMC1
EE,CIT
EE,TALDO1
EE,NAB1
EE,CD2
EE,TUBB
EE,HNRNPH1
EE,PRPF31
EE,SIT1
EE,PPP4C
EE,SHKBP1
EE,ANXA5
EE,AKTIP
EE,TFDP1
EE,ADARB1
EE,SHCBP1
EE,UCP2
EE,ERI1
EE,ICOS
EE,NSMF
EE,IFNAR1
EE,HIGD1A
EE,CCDC167
EE,CCT6A
EE,PPP2R5D
EE,FCGRT
EE,RAB31
EE,MTMR12
EE,MPZ
EE,SERINC3
EE,RRAGB
EE,CD27
EE,TBL1XR1
EE,LY9
EE,AKR1A1
EE,MRPL37
EE,PARP3
EE,GRPEL2
EE,M6PR
EE,DNAJC7
EE,EPSTI1
EE,TMSB4X
EE,HACD4
EE,DYM
EE,SLC35F2
EE,ATP5F1C
EE,LAMTOR2
EE,ATP6V1D
EE,CAND1
EE,TRAF3IP3
EE,OGDH
EE,UBE2L6
EE,JAK3
EE,LIMD2
EE,NCAPD2
EE,AC091057.6
EE,PRMT9
EE,TWF2
EE,TRAC
EE,TAF15
EE,ECE1
EE,MRPL52
EE,PLXNB2
EE,HDAC10
EE,MAN2B2
EE,PSMD13
EE,IFT88
EE,MYO18A
EE,RAB15
EE,KCNQ5
EE,SLC12A6
EE,IDH3B
EE,HAPLN3
EE,CHFR
EE,PIN4
EE,FEN1
EE,ARHGAP45
EE,RPL4P3
EE,SPAG9
EE,RUFY1
EE,AC133555.4
EE,CORO1A
EE,PHGDH
EE,STARD3
EE,ACTG1
EE,TTC37
EE,DUSP4
EE,PSME2
EE,GMFG
EE,NOP10
EE,PELI1
EE,DCUN1D5
EE,CCDC117
EE,XRN2
EE,PCMTD1
EE,PYM1
EE,NUP214
