gs_name,gene_symbol
d5_KLRG1lo_Runx3_promoted,Ccr2
d5_KLRG1lo_Runx3_promoted,Gzma
d5_KLRG1lo_Runx3_promoted,Clec12a
d5_KLRG1lo_Runx3_promoted,Efhd2
d5_KLRG1lo_Runx3_promoted,Mt1
d5_KLRG1lo_Runx3_promoted,P2ry12
d5_KLRG1lo_Runx3_promoted,Cd244
d5_KLRG1lo_Runx3_promoted,Atp8b4
d5_KLRG1lo_Runx3_promoted,Tcrg-C1
d5_KLRG1lo_Runx3_promoted,H2-Q10
d5_KLRG1lo_Runx3_promoted,Chst11
d5_KLRG1lo_Runx3_promoted,Gcnt1
d5_KLRG1lo_Runx3_promoted,Slc2a3
d5_KLRG1lo_Runx3_promoted,Ncald
d5_KLRG1lo_Runx3_promoted,1500009L16Rik
d5_KLRG1lo_Runx3_promoted,Prf1
d5_KLRG1lo_Runx3_promoted,Gm13139
d5_KLRG1lo_Runx3_promoted,Mt2
d5_KLRG1lo_Runx3_promoted,Tmem171
d5_KLRG1lo_Runx3_promoted,Anxa1
d5_KLRG1lo_Runx3_promoted,Gm15518
d5_KLRG1lo_Runx3_promoted,Klrk1
d5_KLRG1lo_Runx3_promoted,Gm13157
d5_KLRG1lo_Runx3_promoted,Wdr95
d5_KLRG1lo_Runx3_promoted,Nebl
d5_KLRG1lo_Runx3_promoted,Galnt3
d5_KLRG1lo_Runx3_promoted,Adam8
d5_KLRG1lo_Runx3_promoted,Dusp22
d5_KLRG1lo_Runx3_promoted,AA467197
d5_KLRG1lo_Runx3_promoted,Gsto1
d5_KLRG1lo_Runx3_promoted,G6pc3
d5_KLRG1lo_Runx3_promoted,Epas1
d5_KLRG1lo_Runx3_promoted,Dancr
d5_KLRG1lo_Runx3_promoted,Tmem41a
d5_KLRG1lo_Runx3_promoted,Tle1
d5_KLRG1lo_Runx3_promoted,Epb41l4aos
d5_KLRG1lo_Runx3_promoted,Lilr4b
d5_KLRG1lo_Runx3_promoted,1700017B05Rik
d5_KLRG1lo_Runx3_promoted,Il15
d5_KLRG1lo_Runx3_promoted,Serpinb9
d5_KLRG1lo_Runx3_promoted,Slc7a3
d5_KLRG1lo_Runx3_promoted,Gzmb
d5_KLRG1lo_Runx3_promoted,St3gal6
d5_KLRG1lo_Runx3_promoted,Bag2
d5_KLRG1lo_Runx3_promoted,Bspry
d5_KLRG1lo_Runx3_promoted,Magohb
d5_KLRG1lo_Runx3_promoted,Amica1
d5_KLRG1lo_Runx3_promoted,Aunip
d5_KLRG1lo_Runx3_promoted,Slc19a1
d5_KLRG1lo_Runx3_promoted,Trim36
d5_KLRG1lo_Runx3_promoted,5730508B09Rik
d5_KLRG1lo_Runx3_promoted,Ccbl2
d5_KLRG1lo_Runx3_promoted,Prss30
d5_KLRG1lo_Runx3_promoted,Il7r
d5_KLRG1lo_Runx3_promoted,Asns
d5_KLRG1lo_Runx3_promoted,Cdh17
d5_KLRG1lo_Runx3_promoted,Ptprk
d5_KLRG1lo_Runx3_promoted,Maoa
d5_KLRG1lo_Runx3_promoted,Pls1
d5_KLRG1lo_Runx3_promoted,Bco1
d5_KLRG1lo_Runx3_promoted,Mdn1
d5_KLRG1lo_Runx3_promoted,Timm8a1
d5_KLRG1lo_Runx3_promoted,Slc30a4
d5_KLRG1lo_Runx3_promoted,Tnfsf9
d5_KLRG1lo_Runx3_promoted,Tspan2
d5_KLRG1lo_Runx3_promoted,Srm
d5_KLRG1lo_Runx3_promoted,Smpdl3b
d5_KLRG1lo_Runx3_promoted,Gpx8
d5_KLRG1lo_Runx3_promoted,Lztfl1
d5_KLRG1lo_Runx3_promoted,Sema4f
d5_KLRG1lo_Runx3_promoted,Tmem163
d5_KLRG1lo_Runx3_promoted,Tspan4
d5_KLRG1lo_Runx3_promoted,Il2ra
d5_KLRG1lo_Runx3_promoted,Dgkh
d5_KLRG1lo_Runx3_promoted,Dcbld2
d5_KLRG1lo_Runx3_promoted,Srgap3
d5_KLRG1lo_Runx3_promoted,Fasl
d5_KLRG1lo_Runx3_promoted,Esm1
d5_KLRG1lo_Runx3_promoted,Mmachc
d5_KLRG1lo_Runx3_promoted,Filip1
d5_KLRG1lo_Runx3_promoted,Cd96
d5_KLRG1lo_Runx3_promoted,Socs2
d5_KLRG1lo_Runx3_promoted,Celf4
d5_KLRG1lo_Runx3_promoted,Trbv14
d5_KLRG1lo_Runx3_promoted,2010204K13Rik
d5_KLRG1lo_Runx3_promoted,Spats2
d5_KLRG1lo_Runx3_promoted,Ifitm2
d5_KLRG1lo_Runx3_promoted,Tnfrsf9
d5_KLRG1lo_Runx3_promoted,Dpagt1
d5_KLRG1lo_Runx3_promoted,Arxes2
d5_KLRG1lo_Runx3_promoted,Dusp14
d5_KLRG1lo_Runx3_promoted,Cst7
d5_KLRG1lo_Runx3_promoted,Swap70
d5_KLRG1lo_Runx3_promoted,Slco4a1
d5_KLRG1lo_Runx3_promoted,Prkce
