gs_name,gene_symbol
Tcf7_promoted,NA
Tcf7_promoted,Car12
Tcf7_promoted,Bbs2
Tcf7_promoted,Dpy19l3
Tcf7_promoted,Arxes2
Tcf7_promoted,Tlr6
Tcf7_promoted,Erc1
Tcf7_promoted,Wdr19
Tcf7_promoted,Rhox3g
Tcf7_promoted,Sdhaf1
Tcf7_promoted,Fam168a
Tcf7_promoted,Snhg4
Tcf7_promoted,Trip13
Tcf7_promoted,Ldlrad4
Tcf7_promoted,Slc15a3
Tcf7_promoted,Gm15859
Tcf7_promoted,Emb
Tcf7_promoted,NA
Tcf7_promoted,Fgfr1op
Tcf7_promoted,Igk-V28
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Cep112
Tcf7_promoted,Slc36a4
Tcf7_promoted,Marcksl1
Tcf7_promoted,Gm10242
Tcf7_promoted,Lrig1
Tcf7_promoted,Ntrk3
Tcf7_promoted,Tnp2
Tcf7_promoted,Mir1930
Tcf7_promoted,Tnfrsf22
Tcf7_promoted,Gm22843
Tcf7_promoted,Ttc27
Tcf7_promoted,2610204G07Rik
Tcf7_promoted,F8
Tcf7_promoted,Mid2
Tcf7_promoted,Bri3bp
Tcf7_promoted,NA
Tcf7_promoted,Mpc1
Tcf7_promoted,NA
Tcf7_promoted,Tbc1d32
Tcf7_promoted,Haus1
Tcf7_promoted,NA
Tcf7_promoted,Tspan32
Tcf7_promoted,Zfp109
Tcf7_promoted,Rcl1
Tcf7_promoted,Gm7072
Tcf7_promoted,NA
Tcf7_promoted,Tnfrsf9
Tcf7_promoted,Clec2i
Tcf7_promoted,Akr1e1
Tcf7_promoted,NA
Tcf7_promoted,Dleu2
Tcf7_promoted,Slc22a15
Tcf7_promoted,BC035044
Tcf7_promoted,NA
Tcf7_promoted,Gm10272
Tcf7_promoted,Synpo
Tcf7_promoted,Gyk
Tcf7_promoted,Lysmd2
Tcf7_promoted,Slc22a13b-ps
Tcf7_promoted,Cd9
Tcf7_promoted,Celsr1
Tcf7_promoted,Gm15133
Tcf7_promoted,NA
Tcf7_promoted,Agpat5
Tcf7_promoted,Tnfrsf4
Tcf7_promoted,Gstt3
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,N4bp2
Tcf7_promoted,Gm20038
Tcf7_promoted,NA
Tcf7_promoted,Rpap3
Tcf7_promoted,Rab37
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Slfn5
Tcf7_promoted,Ptprs
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,Mir669a-2
Tcf7_promoted,NA
Tcf7_promoted,9130004J05Rik
Tcf7_promoted,Gm24640
Tcf7_promoted,Gm24640
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Gm22054
Tcf7_promoted,Gm25160
Tcf7_promoted,NA
Tcf7_promoted,Wnt3
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Fmnl3
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Tbc1d4
Tcf7_promoted,Gm24186
Tcf7_promoted,Smyd5
Tcf7_promoted,NA
Tcf7_promoted,Slc35g1
Tcf7_promoted,NA
Tcf7_promoted,Bace2
Tcf7_promoted,Ifnar2
Tcf7_promoted,Rcsd1
Tcf7_promoted,Spo11
Tcf7_promoted,Pex11a
Tcf7_promoted,1700040L02Rik
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Bach2
Tcf7_promoted,NA
Tcf7_promoted,Clybl
Tcf7_promoted,Maged1
Tcf7_promoted,Tpmt
Tcf7_promoted,Arl14ep
Tcf7_promoted,Trav12-2
Tcf7_promoted,Trav12-2
Tcf7_promoted,Ccdc125
Tcf7_promoted,Rpp40
Tcf7_promoted,Zhx2
Tcf7_promoted,Tnfrsf25
Tcf7_promoted,Gzf1
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Smyd2
Tcf7_promoted,Evl
Tcf7_promoted,Igkj3
Tcf7_promoted,9230110C19Rik
Tcf7_promoted,Fam162a
Tcf7_promoted,NA
Tcf7_promoted,Erlin1
Tcf7_promoted,Bphl
Tcf7_promoted,Gm25753
Tcf7_promoted,Cxx1c
Tcf7_promoted,NA
Tcf7_promoted,Gm22379
Tcf7_promoted,Decr1
Tcf7_promoted,3110082I17Rik
Tcf7_promoted,Gab2
Tcf7_promoted,Ispd
Tcf7_promoted,NA
Tcf7_promoted,Sfmbt2
Tcf7_promoted,Bzw2
Tcf7_promoted,Sestd1
Tcf7_promoted,Slc12a2
Tcf7_promoted,Slamf6
Tcf7_promoted,Id3
Tcf7_promoted,H2-Oa
Tcf7_promoted,Psmg1
Tcf7_promoted,NA
Tcf7_promoted,Tmem141
Tcf7_promoted,Gm15856
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,Gm22091
Tcf7_promoted,Btla
Tcf7_promoted,Myb
Tcf7_promoted,NA
Tcf7_promoted,Gm25426
Tcf7_promoted,NA
Tcf7_promoted,Prkar2b
Tcf7_promoted,Rasgef1a
Tcf7_promoted,Olfr38
Tcf7_promoted,Nsg2
Tcf7_promoted,NA
Tcf7_promoted,Treml2
Tcf7_promoted,Ddit4
Tcf7_promoted,Cables1
Tcf7_promoted,Mir342
Tcf7_promoted,NA
Tcf7_promoted,E330033B04Rik
Tcf7_promoted,NA
Tcf7_promoted,NA
Tcf7_promoted,1700018G05Rik
Tcf7_promoted,Igf2bp3
Tcf7_promoted,Gm22775
Tcf7_promoted,Gm22775
Tcf7_promoted,NA
Tcf7_promoted,Mir3094
Tcf7_promoted,NA
Tcf7_promoted,Trav12n-1
Tcf7_promoted,NA
Tcf7_promoted,Ppic
Tcf7_promoted,C430002N11Rik
Tcf7_promoted,Mir187
Tcf7_promoted,NA
Tcf7_promoted,Camsap2
Tcf7_promoted,NA
