gs_name,gene_symbol
D5KLRG1lo_vs_Naive_up,Cav2
D5KLRG1lo_vs_Naive_up,Cox5a
D5KLRG1lo_vs_Naive_up,Sdhd
D5KLRG1lo_vs_Naive_up,Hddc2
D5KLRG1lo_vs_Naive_up,Adora3
D5KLRG1lo_vs_Naive_up,Hk2
D5KLRG1lo_vs_Naive_up,Fasl
D5KLRG1lo_vs_Naive_up,Ccl3
D5KLRG1lo_vs_Naive_up,S100a4
D5KLRG1lo_vs_Naive_up,S100a3
D5KLRG1lo_vs_Naive_up,S100a5
D5KLRG1lo_vs_Naive_up,S100a6
D5KLRG1lo_vs_Naive_up,B9d1
D5KLRG1lo_vs_Naive_up,Snrnp27
D5KLRG1lo_vs_Naive_up,Calm1
D5KLRG1lo_vs_Naive_up,Ramp2
D5KLRG1lo_vs_Naive_up,Ube2c
D5KLRG1lo_vs_Naive_up,Gstt1
D5KLRG1lo_vs_Naive_up,Rapsn
D5KLRG1lo_vs_Naive_up,Ndufa11
D5KLRG1lo_vs_Naive_up,Ndufb2
D5KLRG1lo_vs_Naive_up,Snrpd1
D5KLRG1lo_vs_Naive_up,Naa20
D5KLRG1lo_vs_Naive_up,Plekha3
D5KLRG1lo_vs_Naive_up,Pla1a
D5KLRG1lo_vs_Naive_up,Hmgn2
D5KLRG1lo_vs_Naive_up,Stard3nl
D5KLRG1lo_vs_Naive_up,Sult2b1
D5KLRG1lo_vs_Naive_up,Syce2
D5KLRG1lo_vs_Naive_up,Nkg7
D5KLRG1lo_vs_Naive_up,Cstb
D5KLRG1lo_vs_Naive_up,Spc25
D5KLRG1lo_vs_Naive_up,Asf1b
D5KLRG1lo_vs_Naive_up,Apoa2
D5KLRG1lo_vs_Naive_up,Sh2d1a
D5KLRG1lo_vs_Naive_up,Ranbp1
D5KLRG1lo_vs_Naive_up,Prg4
D5KLRG1lo_vs_Naive_up,Atp5g1
D5KLRG1lo_vs_Naive_up,Snf8
D5KLRG1lo_vs_Naive_up,Upk1a
D5KLRG1lo_vs_Naive_up,Crip1
D5KLRG1lo_vs_Naive_up,Pola1
D5KLRG1lo_vs_Naive_up,Gmnn
D5KLRG1lo_vs_Naive_up,Arpp19
D5KLRG1lo_vs_Naive_up,0610009B22Rik
D5KLRG1lo_vs_Naive_up,Snrpb2
D5KLRG1lo_vs_Naive_up,2610028H24Rik
D5KLRG1lo_vs_Naive_up,Brms1l
D5KLRG1lo_vs_Naive_up,Tmem167
D5KLRG1lo_vs_Naive_up,Rpa3
D5KLRG1lo_vs_Naive_up,Cox6c
D5KLRG1lo_vs_Naive_up,Srp19
D5KLRG1lo_vs_Naive_up,Cmc2
D5KLRG1lo_vs_Naive_up,Aldh1a3
D5KLRG1lo_vs_Naive_up,Cd48
D5KLRG1lo_vs_Naive_up,Gzmb
D5KLRG1lo_vs_Naive_up,Atp6v0e
D5KLRG1lo_vs_Naive_up,Mrpl32
D5KLRG1lo_vs_Naive_up,Ncapg
D5KLRG1lo_vs_Naive_up,Ndufa1
D5KLRG1lo_vs_Naive_up,Mrps18c
D5KLRG1lo_vs_Naive_up,Birc5
D5KLRG1lo_vs_Naive_up,Cox7c
D5KLRG1lo_vs_Naive_up,Uchl5
D5KLRG1lo_vs_Naive_up,Zcchc10
D5KLRG1lo_vs_Naive_up,Derl2
D5KLRG1lo_vs_Naive_up,Pcgf2
D5KLRG1lo_vs_Naive_up,Dusp14
D5KLRG1lo_vs_Naive_up,Csf2
D5KLRG1lo_vs_Naive_up,Ccl4
D5KLRG1lo_vs_Naive_up,Cd70
D5KLRG1lo_vs_Naive_up,Plagl1
D5KLRG1lo_vs_Naive_up,Perp
D5KLRG1lo_vs_Naive_up,Ptprk
D5KLRG1lo_vs_Naive_up,Cdk1
D5KLRG1lo_vs_Naive_up,Mtfr2
D5KLRG1lo_vs_Naive_up,Ndufa12
D5KLRG1lo_vs_Naive_up,Rfx4
D5KLRG1lo_vs_Naive_up,Npffr1
D5KLRG1lo_vs_Naive_up,Tbata
D5KLRG1lo_vs_Naive_up,Uqcr11
D5KLRG1lo_vs_Naive_up,Tmbim4
D5KLRG1lo_vs_Naive_up,Sar1b
D5KLRG1lo_vs_Naive_up,Med7
D5KLRG1lo_vs_Naive_up,Pttg1
D5KLRG1lo_vs_Naive_up,Hormad2
D5KLRG1lo_vs_Naive_up,Mrps24
D5KLRG1lo_vs_Naive_up,Ska2
D5KLRG1lo_vs_Naive_up,Znhit3
D5KLRG1lo_vs_Naive_up,Id2
D5KLRG1lo_vs_Naive_up,Rrm2
D5KLRG1lo_vs_Naive_up,Bcap29
D5KLRG1lo_vs_Naive_up,Ccl1
D5KLRG1lo_vs_Naive_up,Tmem107
D5KLRG1lo_vs_Naive_up,Fkbp3
D5KLRG1lo_vs_Naive_up,Slirp
D5KLRG1lo_vs_Naive_up,Eif2s1
D5KLRG1lo_vs_Naive_up,Galnt16
D5KLRG1lo_vs_Naive_up,Erh
D5KLRG1lo_vs_Naive_up,Gtpbp4
D5KLRG1lo_vs_Naive_up,Fcf1
D5KLRG1lo_vs_Naive_up,Erg28
D5KLRG1lo_vs_Naive_up,Atp5mpl
D5KLRG1lo_vs_Naive_up,Aspn
D5KLRG1lo_vs_Naive_up,Cenpp
D5KLRG1lo_vs_Naive_up,Serpinb9b
D5KLRG1lo_vs_Naive_up,Uqcrb
D5KLRG1lo_vs_Naive_up,Cetn3
D5KLRG1lo_vs_Naive_up,Trip13
