gs_name,gene_symbol
Activation_module_100,SARS2
Activation_module_100,KIAA0141
Activation_module_100,ARPP19
Activation_module_100,ASRGL1
Activation_module_100,SDF2L1
Activation_module_100,TBCC
Activation_module_100,C12orf10
Activation_module_100,SEPHS1
Activation_module_100,DYNC1LI1
Activation_module_100,ZBTB38
Activation_module_100,TARDBP
Activation_module_100,SLC9A8
Activation_module_100,TYK2
Activation_module_100,THUMPD3
Activation_module_100,MRPL16
Activation_module_100,ACOT8
Activation_module_100,LRRK1
Activation_module_100,HSPA1A
Activation_module_100,HSPA1B
Activation_module_100,TCEA1
Activation_module_100,MAVS
Activation_module_100,POFUT2
Activation_module_100,VPS53
Activation_module_100,RIT1
Activation_module_100,SNAPC1
Activation_module_100,DNAAF2
Activation_module_100,COMMD10
Activation_module_100,PMPCB
Activation_module_100,EHBP1L1
Activation_module_100,ADAT3
Activation_module_100,DOHH
Activation_module_100,LSM4
Activation_module_100,PTCD1
Activation_module_100,ATP5J2-PTCD1
Activation_module_100,GMPPB
Activation_module_100,LAMTOR1
Activation_module_100,DRG2
Activation_module_100,CDCA7L
Activation_module_100,SSBP1
Activation_module_100,ANAPC15
Activation_module_100,NAGLU
Activation_module_100,AKR1B1
Activation_module_100,PAOX
Activation_module_100,EIF4E2
Activation_module_100,GPAA1
Activation_module_100,RAD50
Activation_module_100,STX18
Activation_module_100,GRPEL1
Activation_module_100,VMP1
Activation_module_100,REXO2
Activation_module_100,HIST1H1C
Activation_module_100,GGH
Activation_module_100,TAF6
Activation_module_100,COMMD3
Activation_module_100,PARL
Activation_module_100,RBM18
Activation_module_100,EXOSC4
Activation_module_100,ABHD10
Activation_module_100,DNAJC14
Activation_module_100,SERPINA3
Activation_module_100,CTCF
Activation_module_100,LMAN1
Activation_module_100,NEU3
Activation_module_100,EIF2D
Activation_module_100,HAUS5
Activation_module_100,USF1
Activation_module_100,AAR2
Activation_module_100,FARSB
Activation_module_100,COG4
Activation_module_100,COG2
Activation_module_100,FKBP2
Activation_module_100,SLC35A1
Activation_module_100,DPY30
Activation_module_100,ALDH3A2
Activation_module_100,C9orf16
Activation_module_100,ZDHHC6
Activation_module_100,RAD18
Activation_module_100,TSPAN4
Activation_module_100,NUDT16L1
Activation_module_100,TMEM167A
Activation_module_100,IPP
Activation_module_100,INIP
Activation_module_100,REEP4
Activation_module_100,ERP44
Activation_module_100,GIMAP7
Activation_module_100,CYB5B
Activation_module_100,ACAT2
Activation_module_100,ANAPC5
Activation_module_100,PEX19
Activation_module_100,PUF60
Activation_module_100,SLBP
Activation_module_100,MTG1
Activation_module_100,ACTR10
Activation_module_100,CCDC127
Activation_module_100,KPNB1
Dysfunction_module_100,NPEPPS
Dysfunction_module_100,NOTCH2
Dysfunction_module_100,CABLES1
Dysfunction_module_100,CERK
Dysfunction_module_100,MTMR3
Dysfunction_module_100,RELB
Dysfunction_module_100,KLF3
Dysfunction_module_100,CAMK2D
Dysfunction_module_100,CCNG2
Dysfunction_module_100,SLC25A33
Dysfunction_module_100,PIM3
Dysfunction_module_100,RNF149
Dysfunction_module_100,SWAP70
Dysfunction_module_100,PINK1
Dysfunction_module_100,RAB2A
