gs_name,gene_symbol
CD39pos_vs_CD39neg_up,Rcan3
CD39pos_vs_CD39neg_up,Cyp2A4
CD39pos_vs_CD39neg_up,Entpd1
CD39pos_vs_CD39neg_up,Hsf1
CD39pos_vs_CD39neg_up,Ints1
CD39pos_vs_CD39neg_up,Pou3F2
CD39pos_vs_CD39neg_up,Ctla4
CD39pos_vs_CD39neg_up,Dnase1L3
CD39pos_vs_CD39neg_up,Wnt8B
CD39pos_vs_CD39neg_up,Znrf4
CD39pos_vs_CD39neg_up,Gabra2
CD39pos_vs_CD39neg_up,Sned1
CD39pos_vs_CD39neg_up,Rhbg
CD39pos_vs_CD39neg_up,Gjb5
CD39pos_vs_CD39neg_up,Gypc
CD39pos_vs_CD39neg_up,Dnmt3L
CD39pos_vs_CD39neg_up,Tlr8
CD39pos_vs_CD39neg_up,Chn1
CD39pos_vs_CD39neg_up,Dsg3
CD39pos_vs_CD39neg_up,Npm1
CD39pos_vs_CD39neg_up,Epcam
CD39pos_vs_CD39neg_up,Cx3Cl1
CD39pos_vs_CD39neg_up,Ap2M1
CD39pos_vs_CD39neg_up,Ccin
CD39pos_vs_CD39neg_up,Gh
CD39pos_vs_CD39neg_up,Cd74
CD39pos_vs_CD39neg_up,Prodh2
CD39pos_vs_CD39neg_up,Pitx3
CD39pos_vs_CD39neg_up,Sh3Gl1
CD39pos_vs_CD39neg_up,Lmcd1
CD39pos_vs_CD39neg_up,Myo9B
CD39pos_vs_CD39neg_up,E130309D02Rik
CD39pos_vs_CD39neg_up,Spock3
CD39pos_vs_CD39neg_up,Fabp4
CD39pos_vs_CD39neg_up,Slc6A14
CD39pos_vs_CD39neg_up,Trib1
CD39pos_vs_CD39neg_up,Gtpbp10
CD39pos_vs_CD39neg_up,Cd79A
CD39pos_vs_CD39neg_up,Mras
CD39pos_vs_CD39neg_up,Folr2
CD39pos_vs_CD39neg_up,Polr1E
CD39pos_vs_CD39neg_up,Tiam1
CD39pos_vs_CD39neg_up,Slitrk5
CD39pos_vs_CD39neg_up,Agpat3
CD39pos_vs_CD39neg_up,Deaf1
