gs_name,gene_symbol
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SARS2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,KIAA0141
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ARPP19
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ASRGL1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SDF2L1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,TBCC
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,C12orf10
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SEPHS1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,DYNC1LI1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ZBTB38
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,TARDBP
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SLC9A8
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,TYK2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,THUMPD3
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,MRPL16
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ACOT8
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,LRRK1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,HSPA1A
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,HSPA1B
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,TCEA1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,MAVS
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,POFUT2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,VPS53
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,RIT1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SNAPC1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,DNAAF2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,COMMD10
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,PMPCB
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,EHBP1L1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ADAT3
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,DOHH
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,LSM4
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,PTCD1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ATP5J2-PTCD1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,GMPPB
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,LAMTOR1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,DRG2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,CDCA7L
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SSBP1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ANAPC15
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,NAGLU
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,AKR1B1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,PAOX
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,EIF4E2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,GPAA1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,RAD50
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,STX18
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,GRPEL1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,VMP1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,REXO2
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,HIST1H1C
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,GGH
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,TAF6
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,COMMD3
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,PARL
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,RBM18
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,EXOSC4
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,ABHD10
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,DNAJC14
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,SERPINA3
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,CTCF
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,LMAN1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,NEU3
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,EIF2D
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,HAUS5
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,USF1
2017_IMMUNITY_WOLSKI_curated_mouse---Activation_module_100,AAR2
