,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Description,T.8Nve.Sp.OT1#3,T.8Nve.Sp.OT1#4,T.8Nve.Sp.OT1#5,T.8Eff.Sp.OT1.d5.VSVOva#1,T.8Eff.Sp.OT1.d5.VSVOva#2,T.8Eff.Sp.OT1.d5.VSVOva#4,T.8Eff.Sp.OT1.d6.VSVOva#1,T.8Eff.Sp.OT1.d6.VSVOva#3,T.8Eff.Sp.OT1.d6.VSVOva#4,T.8Eff.Sp.OT1.d8.VSVOva#2,T.8Eff.Sp.OT1.d8.VSVOva#3,T.8Eff.Sp.OT1.d8.VSVOva#4,T.8Eff.Sp.OT1.d15.VSVOva#3,T.8Eff.Sp.OT1.d15.VSVOva#4,T.8Mem.Sp.OT1.d45.VSVOva#1,T.8Mem.Sp.OT1.d45.VSVOva#2,T.8Mem.Sp.OT1.d45.VSVOva#3,T.8Mem.Sp.OT1.d106.VSVOva#2,T.8Mem.Sp.OT1.d106.VSVOva#3,T.8Eff.Sp.OT1.12hr.LisOva#1,T.8Eff.Sp.OT1.24hr.LisOva#1,T.8Eff.Sp.OT1.24hr.LisOva#2,T.8Eff.Sp.OT1.48hr.LisOva#1,T.8Eff.Sp.OT1.d6.LisOva#1,T.8Eff.Sp.OT1.d6.LisOva#2,T.8Eff.Sp.OT1.d6.LisOva#3,T.8Eff.Sp.OT1.d8.LisOva#1,T.8Eff.Sp.OT1.d8.LisOva#2,T.8Eff.Sp.OT1.d8.LisOva#3,T.8Eff.Sp.OT1.d10.LisOva#1,T.8Eff.Sp.OT1.d10.LisOva#2,T.8Eff.Sp.OT1.d10.LisOva#3,T.8Eff.Sp.OT1.d15.LisOva#1,T.8Eff.Sp.OT1.d15.LisOva#2,T.8Eff.Sp.OT1.d15.LisOva#3,T.8Mem.Sp.OT1.d45.LisOva#1,T.8Mem.Sp.OT1.d45.LisOva#3,T.8Mem.Sp.OT1.d100.LisOva#1,T.8Mem.Sp.OT1.d100.LisOva#3,T.8Mem.Sp.OT1.d100.LisOva#4,T.8Eff.Sp.tet.d8.LisOva#1,T.8Eff.Sp.tet.d8.LisOva#2,T.8Eff.Sp.tet.d45.LisOva#1,T.8Eff.Sp.tet.d45.LisOva#2
,10424347,Gm7691,1097.4071,781.209,705.7301,401.5063,403.6853,277.6986,345.1473,428.4774,414.7701,254.5897,349.3479,339.4555,251.4503,325.8703,403.7814,503.851,421.402,634.0587,554.9041,724.9174,635.9224,1061.6255,764.624,433.2861,486.3731,359.0728,461.9708,444.0539,213.7233,491.6921,463.5373,191.9016,307.4516,425.8258,220.9796,323.6499,1058.6688,639.233,1128.5383,1332.1699,1173.6418,894.818,1469.7972,1339.786
,10426500,Rpl29,2856.893,2659.4428,3042.9375,1551.1752,1597.171,1526.6643,1461.1899,1271.4455,1449.438,1354.0781,1703.0531,1454.9741,1256.038,1579.7063,2042.8026,1570.0484,1883.3203,1575.9567,1565.4844,3266.1409,3521.799,3075.9062,3316.13,1867.6177,1502.8168,1611.1524,1707.0069,1435.0308,1542.8306,1966.0989,1413.3087,1398.776,1373.9877,1141.5055,1461.1639,1438.5031,2719.6844,1971.7162,3211.0735,3534.1382,2670.6295,2706.5885,2542.2793,2265.3426
,10426648,Rpl36,2738.3266,2383.1289,2751.7272,1001.5677,1010.2445,779.5449,1025.3344,675.9756,876.8922,705.9148,902.7937,835.197,880.0744,775.071,1192.8711,995.0557,1451.6703,1124.4547,934.4757,2854.9579,3348.7741,2953.4117,2836.5378,1019.9466,899.6179,716.253,837.0165,839.3946,613.0808,1206.9173,809.922,573.9236,899.0169,792.5351,641.8421,747.8559,2314.4193,1131.3341,2499.5963,2760.9959,1802.8753,1907.6794,2329.9246,2063.4344
,10427266,Rpl39,3055.2486,2509.4769,2409.9714,1393.5652,1407.0426,905.8969,535.8868,475.5652,788.7934,485.5334,566.0823,471.9425,226.9347,474.7279,1261.3856,732.2737,993.9289,1009.1425,649.126,2307.432,2576.9853,3255.2775,2923.3846,1532.8003,1156.7653,1086.7461,586.1172,624.9763,255.5254,1324.3012,588.3026,560.2218,564.8831,345.6144,451.6165,354.4967,2618.1914,1049.8912,1584.9613,1956.8761,1396.9621,1747.1806,1929.8631,1559.167
,10428074,Rpl30,749.0146,737.1104,656.8642,316.5898,284.2667,246.2673,170.0207,180.0721,210.42,172.9461,171.3684,214.1672,118.5016,291.7354,295.7954,269.0856,300.8667,301.6645,228.0369,729.1933,766.4234,672.0748,623.9844,262.5825,191.7343,288.404,161.8685,199.7946,146.849,270.71,197.105,174.5333,279.0004,166.4915,205.4627,235.4398,525.4702,373.5722,518.8064,472.008,361.9611,400.6372,529.0028,390.3936
,10429387,Ptplb,249.9139,334.0362,309.9188,258.7015,251.1068,193.3228,93.8355,92.1144,154.0123,94.024,141.531,111.1642,47.2215,136.4909,150.2163,156.5046,134.4889,97.4319,64.9668,423.9944,421.3089,571.271,404.5022,299.3085,205.06,248.4512,176.0176,161.5717,104.721,216.4936,142.2661,74.4091,133.107,88.6211,132.8963,107.243,375.514,164.5802,234.9358,263.3572,270.4085,328.1328,321.07,210.1257
,10429564,Ly6a,1815.292,3157.4604,2932.6441,2912.3729,4220.1914,2895.6355,1879.6923,2208.2582,3324.0441,1865.9986,2659.5993,3138.1816,1976.1279,3401.1429,2771.7485,2501.3897,2844.8715,2912.8909,2708.0023,8205.2129,7336.783,6926.5499,6665.7648,4415.3691,3165.0397,2896.3132,2085.406,1655.662,1318.978,1919.338,1758.1894,1839.2466,1813.0998,1543.9987,2106.0392,2461.2375,4452.846,3409.1224,6882.0238,6555.2424,4730.619,4799.3344,5013.1378,3886.4629
,10430743,Gm8580,2756.1071,2631.2214,2793.5088,1517.9708,1476.7303,1401.2618,1373.8614,1407.5171,1407.2501,1194.6419,1710.0111,1390.8338,1227.1793,1323.0254,1887.6751,1590.1181,2073.7337,1562.8384,1502.3718,3426.5507,3875.7952,3978.0605,4012.1863,2001.0907,1493.5116,1396.5688,1737.932,1503.6118,1485.7983,1922.6014,1366.2665,1381.1835,1429.702,1162.7489,1273.1175,1382.253,2503.575,1771.8344,2924.7608,3345.8157,2682.5902,2674.7001,2613.5451,2338.3986
,10433562,Rpl30,6396.5227,6793.1998,6580.2148,2442.4369,2627.7642,1941.1003,1968.5919,1554.8144,2195.4294,1586.9007,2109.6606,2183.1326,1431.2565,1980.0323,2924.7222,2293.789,2964.2434,2821.9183,2404.9442,5876.2437,6488.7073,6723.756,7029.323,2971.1744,2248.994,2396.37,1843.9602,1949.8427,1492.2731,3081.9734,2059.9414,1696.7884,2090.0444,1638.477,1866.2305,1992.6374,5846.9508,3048.18,6354.7401,6331.067,5100.9602,5531.5931,5913.938,5039.8822
,10433902,Rpl30,6623.0903,6594.7634,6051.7076,2356.9452,2424.517,1638.6362,1704.5939,1286.906,1817.9194,1402.0587,1560.4703,1883.3975,1161.5221,1900.5062,2476.4526,1966.6461,2665.0162,2602.761,2254.6788,6142.8156,6764.4136,6693.9232,6818.087,2495.2594,2017.4567,1945.4717,1602.2309,1656.2674,1204.1632,2499.3584,1752.1215,1192.3871,1773.1091,1360.5741,1570.6921,1859.3705,6295.4148,2679.3931,6494.2471,6673.3877,5279.7882,5737.555,6399.5425,5046.7232
,10435982,Btla,644.5402,653.2498,727.4462,358.2695,309.0789,375.2237,149.6495,191.8551,299.4211,267.0453,206.9923,270.3917,135.5882,291.9524,332.0985,275.2546,368.2554,341.4215,365.1951,661.3693,680.7698,673.2153,396.9151,227.3692,204.6057,275.2288,151.2829,189.4629,82.8929,137.8089,175.572,139.2319,123.1134,104.0062,173.0825,295.8752,351.1612,436.0191,437.8784,350.7379,204.32,215.7319,344.0837,264.8753
,10437236,B230307C23Rik,490.6862,529.9671,454.2069,219.4589,181.2381,246.7514,107.1878,112.1864,168.5591,140.234,108.8572,150.3832,73.6964,182.1634,223.1942,194.2714,158.0336,132.5547,167.0561,594.6856,673.2834,669.191,435.848,252.0113,146.8252,281.6212,162.6688,160.2711,106.395,195.0093,163.0003,170.5619,158.5409,92.4147,190.378,154.709,409.3088,305.9246,309.3571,335.4586,247.7356,303.0063,440.583,328.5939
,10438454,Sumo2,2511.2823,2718.57,2392.4431,2259.5159,2545.7082,1697.5558,1363.3876,1279.2936,1723.7572,1418.3055,1516.5937,1729.5154,759.162,1337.3421,1422.1753,1243.1274,1795.2914,1329.0632,1241.4095,3456.2743,3766.2198,3505.8277,3686.3508,2435.1195,2028.7318,1821.8147,1872.8794,1498.5205,1022.5065,1971.4152,1378.9402,1127.2001,1923.4836,1084.416,1245.9912,1226.6967,2840.7242,1473.7472,2734.6509,2967.7137,3477.9326,3834.7245,3420.8497,3023.0108
,10439402,Rpl9,7155.8613,6870.1151,6796.1821,3842.3164,3976.3779,3327.2867,2841.3495,2486.4175,3292.4462,2352.4235,2876.8769,2607.7225,2135.9318,3376.2515,4067.3621,3418.8129,4158.6023,4401.7626,3733.4876,7316.1854,7644.43,7254.8684,7464.3645,3443.4808,3534.9724,3682.0474,2892.6338,3399.5874,2577.1829,3840.0794,3202.2723,2517.5868,2937.2266,2813.3673,2832.4606,3157.3957,5990.703,4463.9067,7386.9804,7003.8499,5502.0757,5600.4844,6397.2458,5312.0093
,10443193,Rpl30,7319.828,8054.8458,7710.2473,2871.1869,2958.5997,2261.759,2205.7065,1781.3092,2488.6506,1776.5302,2424.174,2498.0469,1715.1825,2440.1356,3353.2021,2831.2907,3271.8717,3328.7254,2802.1458,6911.0181,7436.5922,7498.2157,8027.9486,3258.2182,2436.0597,2723.6821,2111.4101,2337.5146,1696.7043,3397.7115,2346.2612,1980.6607,2159.97,1905.0066,2126.4267,2305.424,6699.2618,3573.0547,7389.1928,7144.9804,5866.944,6414.5693,7220.0823,5747.2612
,10443360,Rpl10a,5008.2092,4659.2671,5012.4088,3722.7919,3637.5625,2981.4168,2278.2229,2099.9795,2746.5897,1777.383,2061.1904,2230.073,1696.8097,2283.3596,3196.9614,2638.5682,3362.2847,3226.9133,2687.5138,5247.8319,5256.7966,4926.0525,5210.6034,3527.034,3219.8072,2859.5211,2320.2985,2366.7156,1808.9875,3003.7924,2174.4364,1725.0635,2602.3188,1905.8392,2205.3129,2321.2052,3936.0856,3408.4802,3778.2214,4000.7954,2998.7294,3240.215,3376.3743,2732.0382
,10444605,Vars,863.5353,987.2309,1002.4699,1116.0696,1161.0446,911.3254,411.267,485.1125,566.3064,528.9752,593.298,671.6285,569.6182,662.2644,967.4077,852.4468,936.2107,967.5714,930.6217,1125.347,1194.424,1096.845,1220.3517,1044.0459,727.1058,549.0123,432.22,443.5871,307.7424,478.2325,458.6535,432.1705,585.4156,387.5229,512.3626,635.7572,647.9424,841.2393,944.0335,803.0252,284.2458,345.7033,504.4309,344.3394
,10446131,Rpl36,3017.8077,2664.7467,3135.7181,1108.6709,1135.9728,835.4057,889.1775,714.7985,926.2183,697.9088,949.7589,966.9576,818.7247,845.1963,1240.9968,1050.1543,1473.2855,1232.2028,983.905,3095.7784,3510.2384,2941.7658,2839.5207,1151.6808,1000.6089,840.5851,866.7957,923.5337,611.9075,1245.0353,897.7709,642.7265,968.2778,831.9196,742.5452,836.392,2538.1083,1234.0198,2635.3817,2903.2331,1941.3312,1989.9508,2339.402,2052.9487
,10446771,Lclat1,277.1521,255.6073,390.8031,448.8181,342.0181,459.1844,248.1001,254.1973,364.0488,283.9776,210.3934,237.2127,96.8593,237.6488,202.4983,233.4385,145.7603,140.9601,163.7263,196.8716,241.2338,249.5909,197.1071,111.0801,93.8522,152.5436,82.2652,83.673,87.612,82.5462,94.59,87.6548,73.5314,85.1322,84.6936,100.613,105.9562,94.3286,132.4325,122.7628,167.7064,168.3681,132.7907,115.5392
,10447354,Txndc14,602.5661,577.8629,593.3102,311.4031,385.6806,316.371,122.6353,115.6872,215.6697,128.6123,164.4243,200.3875,101.9288,207.6245,300.9194,275.7162,345.198,247.6965,243.3008,510.7111,565.7426,606.0439,544.1383,328.9562,253.0822,308.0301,154.5309,209.4476,106.0266,185.5307,198.7289,203.6617,194.3716,133.7153,220.0307,303.2502,608.0499,370.0384,424.6087,460.9251,283.7592,374.5551,647.9252,420.11
,10448380,Tceb2,1177.9204,1120.1503,1375.1398,1474.4634,1496.8068,1298.3851,600.7661,534.6208,807.4496,430.4177,529.7538,441.0609,259.5207,538.6036,711.2099,560.5325,722.1944,532.0535,394.2354,1871.0851,2340.9969,1865.9246,2482.1298,1529.9678,1053.2584,1046.3086,594.2243,537.721,551.4306,815.5863,627.2344,367.4209,728.2184,464.8396,641.0301,645.865,1412.6474,606.0054,1193.0517,1459.0819,1414.1049,1360.5409,1225.6884,914.2282
,10449242,Snrpg,528.5463,435.0161,605.3136,365.1809,499.1265,363.9326,138.1465,141.6661,230.6561,105.4395,99.1067,97.8219,140.1267,164.249,215.9944,210.7049,242.9682,194.9143,79.8048,604.5427,699.7561,680.6195,1017.1141,473.3688,336.5947,329.3504,134.9371,192.124,119.2085,220.2868,122.0613,158.1524,245.7163,257.0147,181.5621,112.5137,466.9779,165.8693,451.288,522.2424,360.5775,376.9759,385.3898,301.6501
,10450063,Rps18,6066.1141,5732.2325,5888.3094,3087.6199,3085.6754,2119.4914,2420.5295,1868.9749,2399.3452,1800.1125,2307.6715,2087.6832,1838.7639,2706.6833,3684.7306,2946.4287,3418.8852,3639.2413,2982.7987,5791.2366,6466.9286,6084.62,7066.8142,2801.1086,2562.0043,2243.4601,2038.2461,2292.5127,1332.5063,2655.6746,2218.7009,1554.0037,2231.288,1919.7795,1968.3134,2534.8085,4915.9618,3829.9492,5033.5596,4972.25,3577.3678,4184.4375,4610.5921,3695.2046
,10450374,D17H6S56E-5,310.959,578.0895,308.5512,862.9407,971.7545,844.2526,259.4987,327.7084,488.235,142.5211,197.8069,218.3323,170.838,243.6194,267.9179,287.4611,341.28,218.4712,210.537,328.3097,503.2375,511.5335,432.8599,874.8755,579.5752,587.5786,113.5915,118.1523,109.67,113.4322,139.4315,148.0171,122.5335,97.1442,162.3477,120.679,220.3668,286.6607,372.9051,370.1133,199.4896,270.3847,280.8599,204.3581
,10451301,Rpl11,3748.0622,3370.2064,2937.4868,2147.0556,2301.5975,1394.9588,1344.1336,1159.5712,1379.3441,1109.2295,1256.5986,1074.872,905.9263,1293.7783,1946.8688,1581.3225,2099.774,1774.2241,1479.5971,4849.8097,4724.9342,4160.8956,4690.0198,2421.4321,1681.9271,1771.5053,1288.7925,1188.5075,1390.8743,2254.7861,1228.7979,1013.3184,1486.0842,1125.3619,1295.9353,1104.8862,3063.8724,1777.0682,2161.8813,2774.1094,2309.7562,2835.3587,2819.5428,2904.1429
,10451549,Rpl29,2850.8656,2645.6084,3017.69,1629.0434,1482.8381,1411.7288,1420.3349,1416.1704,1412.5447,1245.6536,1708.2588,1484.7085,1370.4328,1461.9919,1953.8011,1585.1886,2068.1825,1616.9962,1510.5865,3458.2466,3829.8404,3935.4326,3857.7596,1961.2778,1484.3199,1410.1778,1649.2282,1496.5208,1556.2746,1929.8937,1394.5356,1433.3063,1382.3334,1217.3537,1310.4966,1441.7179,2617.4179,1835.5554,3165.883,3399.6031,2758.8687,2805.0183,2790.8601,2445.5161
,10453690,Rpl27,2462.1797,2234.8381,2570.787,1194.9618,1221.1603,1071.3833,962.2315,851.8452,934.338,771.7759,979.3006,773.29,622.7514,874.6529,1127.4258,766.35,1200.4096,1049.0254,815.2764,2825.6534,3055.5374,3148.1735,3577.5215,1656.9255,1019.5489,1099.6931,979.1485,882.0162,816.5428,1349.0891,792.8175,1101.8987,924.4762,714.5892,888.7426,836.0764,2117.0689,1129.1025,2525.1387,2674.403,2221.8858,2622.8512,2502.9329,1961.1197
,10454077,Taf4b,372.6572,357.8179,403.2551,141.615,123.7384,155.0448,76.9124,87.0268,137.8211,149.7192,171.4621,151.6849,116.7915,267.1407,293.5148,260.3788,273.0072,297.8141,220.3917,599.8304,488.3018,495.2827,286.3452,147.7677,113.9194,136.764,142.4107,172.3671,118.434,186.7946,165.5426,183.241,251.3102,169.2707,218.0955,236.6284,265.7271,314.3264,317.1436,310.1338,96.6969,124.7454,276.7717,231.6233
,10454733,Rpl29,3382.4572,3175.4551,3415.8265,1958.2827,1931.1673,1779.2168,1753.7136,1730.2827,1741.0815,1691.4041,1986.0098,1774.82,1541.7448,1658.3127,2387.6039,1912.8845,2478.621,2018.6307,1881.6404,4075.6004,4359.3063,4424.8739,4661.0323,2328.2634,1884.8634,1891.4561,1997.7138,1804.5923,1811.9316,2326.5095,1670.85,1726.0856,1733.1972,1318.8141,1697.5053,1668.1672,3074.339,2347.5225,3732.6189,3922.089,3241.3032,3297.046,3155.5366,2602.5149
,10457357,Mpp7,170.1202,150.243,130.2636,118.0907,150.883,90.8343,50.0647,51.4839,86.5994,61.6681,42.3256,80.9688,40.9844,50.8284,84.0903,56.742,72.7739,86.1726,80.783,128.6085,123.4119,147.7483,179.0799,89.2608,53.2106,72.3547,70.4516,59.9782,57.5964,52.4756,73.8162,23.6448,47.9256,32.2867,66.9712,44.4067,107.1412,71.3649,85.6144,66.4711,87.7544,59.127,96.886,72.4683
,10457922,Rpl29,3487.1732,3405.2079,3583.9147,2086.607,1994.3097,1818.1382,1874.0794,1872.6639,1851.232,1570.2342,2159.5303,1912.4458,1722.9905,1752.5744,2479.2978,2059.6309,2668.0586,2125.4079,2009.1588,4493.6521,5012.1438,4940.7897,5209.5357,2519.4398,2004.7397,1842.5882,2146.1134,1938.0654,1923.0565,2470.2152,1781.0761,1727.4051,1876.756,1526.0004,1673.8691,1853.0832,3121.671,2407.357,3868.8353,4291.9686,3620.7408,3698.1883,3554.0048,2888.9305
,10457927,Gm5502,807.1049,666.0515,633.1344,231.9077,260.2432,241.8398,296.5849,269.7827,285.1359,254.6307,251.352,266.1805,290.6492,253.9592,287.763,223.3564,291.6658,320.6068,270.8668,746.4128,891.3308,1445.7759,1022.1382,324.6109,330.6991,296.5022,264.5818,299.6308,153.1127,228.0219,229.683,183.0221,206.6384,239.0214,197.3015,323.259,781.286,395.4119,532.349,781.4001,792.74,702.9974,1060.2264,835.6664
,10458086,LOC669999,995.4129,963.6312,1041.9995,497.5242,522.7744,463.8668,512.2299,454.6205,589.9979,565.5743,580.5925,520.3919,452.4338,604.1416,521.0159,525.2059,466.1569,582.8386,525.7655,1030.7267,1019.5664,1375.5726,1200.9834,484.8124,512.2272,445.7075,530.259,532.0022,503.6679,538.3907,530.035,474.5569,555.9516,327.8343,459.2354,521.2047,1195.9646,665.5295,1300.6735,1521.4919,903.1954,804.2455,912.0262,864.7486
,10459802,Gm9028,335.1277,286.6368,278.8848,184.7103,200.7735,162.6996,177.6005,160.0302,183.2752,178.6369,201.803,190.3901,277.1609,235.3606,230.6846,175.2596,228.6837,260.3511,249.9129,368.1794,317.4173,567.2138,480.3311,119.6002,205.1218,171.5336,145.7501,178.8476,208.5259,166.7356,201.5385,173.9578,165.6688,155.4758,188.1747,182.369,357.7053,222.5811,410.4221,485.3415,447.9606,332.7518,414.5067,369.3796
,10461594,Ms4a4c,1308.6804,1598.319,1578.2711,298.4442,315.5948,304.7622,212.2168,224.6351,264.2513,282.7359,250.6137,250.0776,230.254,575.3906,1017.8291,923.1107,1137.6952,1294.0554,1575.3203,1316.1439,1336.8515,1957.5255,572.0419,387.1913,304.8241,285.8444,216.972,218.9411,199.4982,296.5318,309.7052,226.0251,240.153,181.4344,347.3976,927.8606,1609.6844,2103.9131,2133.3199,1953.4072,275.5142,349.4895,1506.9123,1289.3421
,10462193,Ndufb4,329.5029,306.6405,370.0778,211.5276,217.4038,204.6976,125.0254,109.862,129.4721,115.7091,117.4015,120.5689,100.6575,135.6661,162.1149,131.728,157.7892,123.0545,119.5541,378.9134,487.5354,549.3819,596.5113,253.2353,185.0274,203.4228,123.1844,164.9724,120.4651,159.0399,159.7324,161.7036,141.4398,122.6122,169.2778,121.2933,277.5856,153.6767,314.0805,271.1092,201.6094,190.9992,231.286,161.016
,10464285,Gm4483,162.6761,158.1317,90.7453,57.8848,77.2343,57.6281,60.1536,57.5412,62.0623,59.7656,57.0591,50.0255,73.0612,65.3355,62.6683,66.0186,58.6166,86.7561,74.4971,188.2598,187.7125,353.8903,253.005,60.3226,63.5597,64.2854,43.1598,57.9388,52.8042,62.9027,57.5471,40.3224,61.303,59.3212,55.862,49.0483,178.5279,75.3608,182.3741,165.698,135.8076,151.3513,157.3928,133.3558
,10465804,Polr2g,497.2701,485.3745,472.995,303.0039,371.8535,295.9284,118.3186,145.2944,248.5929,155.1425,170.9532,169.4509,120.0121,194.0039,190.5301,187.5681,194.542,193.2142,125.0721,556.7235,649.3917,741.0178,737.2575,389.933,301.9556,371.0846,169.6027,201.7226,163.7386,174.8248,176.51,182.8654,149.3176,155.2811,217.9266,183.5255,455.9968,226.6901,356.4607,436.1422,335.5244,307.2765,333.7636,233.9133
,10467088,Rpl9,5587.6676,5447.4147,5395.6395,3433.2097,3425.8373,2818.4695,2375.3061,2115.9426,2797.7037,2111.0779,2518.2343,2204.0319,1773.0669,2868.3869,3590.8843,2967.702,3575.6254,3721.6404,3067.6824,5940.1965,6030.0841,6089.2835,6243.1522,3142.5451,3035.9135,3139.5116,2513.438,2874.3943,2160.09,3392.6236,2687.7821,2148.7907,2681.3262,2178.0558,2389.0627,2426.8789,4858.4316,3729.0947,5584.6691,5449.0029,4432.465,4569.8175,5229.1396,4155.6097
,10467256,Rpl10,6908.9124,6227.8229,5980.0599,3960.041,4086.2264,3077.1305,1716.7081,1573.6987,2418.3464,1413.9021,1598.188,1627.642,1618.2012,2384.057,3040.0605,2717.0088,3644.7135,3255.101,2713.1196,8503.4751,8982.4992,7960.7979,11532.9198,3959.0543,3417.796,3125.2203,1879.4202,2104.8938,1910.8321,2778.7602,1873.1295,1854.821,2796.086,1917.3242,2310.2296,2489.9522,5805.7561,3488.575,4880.0229,5036.1822,4135.6158,4630.3166,5388.5357,4339.2702
,10471358,Rpl36,2912.9544,2621.4472,3067.796,1114.1848,1119.2436,816.362,921.5517,722.9644,917.694,734.3062,941.7977,969.15,821.6275,889.4726,1227.2458,1042.231,1471.6483,1236.0665,987.2263,3065.175,3511.5891,2956.8987,2829.3037,1111.826,981.9979,803.3491,874.0743,903.963,602.2002,1243.3345,877.9083,603.2756,957.6614,832.6926,720.3269,833.0658,2608.5483,1232.8326,2612.583,2825.5881,1947.2961,1982.8353,2355.1495,2037.5564
,10472197,Rpl29,3541.0344,3413.2602,3802.3142,2067.2202,1983.3203,1755.5415,1704.8981,1669.3365,1823.3243,1671.7725,1965.6778,1880.336,1495.876,1866.9449,2270.9996,1778.2068,2276.6497,2107.7899,2030.3176,4178.1853,4259.1779,4079.4252,4246.1707,2057.3653,1829.4502,1816.0817,1882.1504,1663.7621,1793.3545,2247.7292,1729.791,1717.9523,1774.488,1408.3714,1710.0247,1745.5482,3224.1244,2353.6181,3800.4271,4035.0095,3091.0446,3094.4567,2931.8455,2528.3707
,10472686,Rpl9,7491.2995,7028.0407,7218.7795,4169.5191,4193.7446,3422.9081,2879.3673,2568.7179,3413.039,2533.3478,3092.0889,2748.4749,2150.2627,3589.1519,4304.4788,3648.3943,4265.134,4584.4435,3980.6726,7704.266,7933.255,7487.3736,7885.1342,3670.8075,3774.437,4000.5098,3028.8516,3611.9245,2751.5434,4058.8479,3347.1143,2620.1634,3078.9027,2749.2708,2938.7551,3119.7381,6220.9393,4645.6583,7684.2214,7038.1665,5864.792,5965.7906,6916.0086,5666.985
,10476441,Rpl29,3324.8901,3188.0852,3415.7656,2040.5366,1997.4814,1758.3649,1762.4821,1687.7687,1753.2024,1601.5839,2059.2797,1835.5967,1507.1444,1727.0831,2410.953,1929.1935,2498.0155,2055.9025,1916.3574,4120.245,4484.376,4505.9905,4719.5713,2405.5388,1931.6997,1862.7216,2054.4529,1844.4356,1812.7798,2359.3053,1701.4001,1706.1518,1772.7986,1305.5128,1655.2451,1721.1236,2946.1483,2349.9026,3621.0687,3918.9686,3210.112,3194.9396,3056.598,2565.5955
,10477100,Gm14165,2332.5907,2145.2425,2336.9321,1741.7688,1926.8955,1549.0233,1375.4553,1402.0716,1633.0812,1182.31,1528.9255,921.6224,945.9925,1184.9977,1774.9045,1448.936,1379.6377,1505.1293,1388.3059,2578.0417,2583.2549,2569.2019,3215.2748,1510.258,1666.558,1441.5588,1110.2712,1423.0367,1184.9562,1296.6731,1259.8057,992.7942,918.9779,855.0739,1117.9207,1100.557,1974.946,1764.0417,1897.639,2549.6423,1915.1936,2084.3365,1695.8162,1526.2092
,10479228,Etohi1,325.6317,301.5828,265.6272,143.9701,108.1531,175.5776,78.2496,98.6227,87.5729,114.1504,78.6972,83.6614,52.1291,128.8299,219.0801,253.649,103.5835,119.1318,96.678,250.4682,279.1414,361.0364,221.375,168.9048,95.0691,219.2003,105.8324,150.8856,51.6786,122.0892,135.2884,132.6504,71.4663,73.105,159.0178,89.3791,300.4541,201.8004,209.9426,173.2273,144.9742,223.0223,289.532,303.6881
,10484256,4930401B11Rik,60.9902,56.8132,54.9095,34.0777,29.4838,26.3442,23.4217,17.0177,28.3199,28.6961,18.8843,29.4446,20.2401,27.5365,21.045,24.2635,32.4311,39.7757,32.1997,79.7175,65.1824,143.1639,92.5499,30.6384,28.8977,29.345,25.7043,24.3765,19.584,22.9991,22.0164,23.4914,25.8365,27.3916,24.3591,23.6672,62.2075,26.6185,63.3504,72.7561,69.6048,69.7783,71.6041,74.6419
,10484351,Sumo2,2524.0773,2657.45,2322.9351,2316.7245,2629.5957,1653.0276,1258.0397,1178.0614,1652.82,1358.6643,1403.3438,1683.1016,640.0499,1266.9838,1338.7599,1191.4337,1645.7063,1208.2384,1147.37,3464.926,3641.1351,3760.1923,3665.5312,2379.7947,1961.226,1770.5722,1808.7149,1422.5693,908.4756,1862.8595,1340.6976,1031.2358,1879.8774,1048.3641,1251.7006,1119.2295,2949.5623,1410.9517,2630.7623,2844.1307,3272.9836,3707.2372,3278.0372,2793.9372
,10484431,Txndc14,643.541,612.0746,626.0067,344.8558,414.1596,352.7654,130.2693,129.5359,228.5434,142.7954,176.3182,219.8364,116.0997,235.0955,325.7755,309.7977,394.0142,270.2344,275.9653,507.521,605.981,641.7988,585.9259,351.0751,276.5596,336.2861,172.1869,223.0338,122.0616,204.4795,211.825,222.5453,227.2022,180.8147,247.2096,354.1746,618.8734,396.738,439.5064,487.2906,288.3794,368.2087,673.6743,444.6581
,10485624,Prrg4,108.3722,130.7259,146.9032,54.8384,52.7256,56.8803,49.0043,64.2548,57.5516,35.4424,46.0638,43.3186,71.1214,43.4856,82.0421,103.7289,89.4011,127.2437,121.2188,165.6736,157.0929,156.709,48.4669,58.0043,41.8298,37.3054,49.1253,44.4406,42.0642,44.682,33.9595,44.4604,46.4983,47.675,41.397,72.4161,81.2383,120.2927,116.0055,159.165,47.274,34.597,62.325,56.5192
,10485654,Rpl10,7940.6317,7276.0966,6850.1076,4383.8548,4372.189,3236.8604,1929.5404,1756.1544,2700.8532,1600.1987,1723.6057,1913.4094,1828.5072,2739.3658,3393.126,2928.4791,3919.8159,3630.584,3068.1326,9762.5687,10166.5295,8780.3884,12498.8071,4330.1067,3765.8613,3449.0553,2095.1362,2351.4984,2233.757,2994.9674,2191.1929,2086.0774,3015.1497,2150.0993,2589.105,2818.8477,6501.1839,3896.7966,5489.1611,5605.1955,4669.9236,5288.7585,5931.8699,4918.0225
