Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,3689.9318917009323,-0.8825364698484885,0.22464793338974814,-3.9285314426523157,8.546617765655698e-5,3.6114297322849384e-4
ENSMUSG00000000003,0,NA,NA,NA,NA,NA
ENSMUSG00000000028,522.0579433942929,-3.0723942277243625,0.33458606524611434,-9.182672402881977,4.205231080305055e-20,1.235337076469652e-18
ENSMUSG00000000037,4.902093174342754,-3.0627625010725756,2.4991526060779847,-1.2255203998442838,0.22037920871350977,0.3489090503113962
ENSMUSG00000000049,0.46557179988909686,0,5.2013942960585675,0,1,NA
ENSMUSG00000000056,409.28390200778784,1.834281445113391,0.2600574554138056,7.0533699647051735,1.7463570869091658e-12,2.2199331574040517e-11
ENSMUSG00000000058,39.0022033584392,-0.9233274441958016,0.6827727582479142,-1.3523202749992294,0.1762728811355021,0.2931178233136527
ENSMUSG00000000078,2037.2978560851066,0.4278665501376336,0.15394966133357232,2.7792626916570375,0.0054482445851028105,0.015605019993959137
ENSMUSG00000000085,34.639978357180674,-2.130418613611197,0.8745087874664789,-2.4361317394913646,0.014845276812109193,0.03769193125569529
ENSMUSG00000000088,14560.347456516023,-0.19346076007699275,0.23350282509957027,-0.8285157149361992,0.4073784988827218,0.5512312203568718
ENSMUSG00000000093,2.018358423031882,3.3438704223425537,3.4678200963540853,0.9642571786979818,0.33491700383674816,NA
ENSMUSG00000000094,1.6863356617807448,2.3973596633794396,3.8844825170289483,0.6171632007274583,0.5371270854665673,NA
ENSMUSG00000000103,0,NA,NA,NA,NA,NA
ENSMUSG00000000120,1.5651105926395679,3.596242116102102,4.1354656680470026,0.8696099556305706,0.3845135952754002,NA
ENSMUSG00000000125,2.4405970088677833,-2.4181681973064766,2.8662322780653713,-0.8436748883934397,0.3988511036750419,NA
ENSMUSG00000000126,1.2695375911118798,2.8477800124614796,5.073013652168742,0.5613586336878943,0.5745530778361325,NA
ENSMUSG00000000127,7.29857056830136,4.333782201837921,2.358428974779998,1.83757164119907,0.06612555080235373,0.1331997308541753
ENSMUSG00000000131,719.7250731481057,0.18102856718097446,0.2875140702574913,0.6296337672060683,0.5289342255190721,0.6647742648110028
ENSMUSG00000000134,140.92069215473353,0.5014666285039948,0.3898687250122558,1.286244821223428,0.19835763303416842,0.32101761378745347
ENSMUSG00000000142,121.3838269406327,-0.8564248955304735,0.5502662107188513,-1.5563828540583398,0.11961707988710153,0.2153335623188892
ENSMUSG00000000148,195.18504707892544,-0.014949412018375617,0.3410664646116493,-0.04383137473042846,0.9650388176909654,0.9919148936024224
ENSMUSG00000000149,159.2410760001667,-0.2360336798264757,0.34033257205179696,-0.6935383187200563,0.4879717871844127,0.6274391500342297
ENSMUSG00000000154,1.037221884583655,0,5.201394295990366,0,1,NA
ENSMUSG00000000157,2.3349611343649195,0.6258133958671689,3.2918393941920967,0.19011054943060485,0.8492225035863183,NA
ENSMUSG00000000159,0.7440737253444262,-1.1086671578962641,5.094880888227388,-0.2176041368225179,0.8277375610108983,NA
ENSMUSG00000000167,46.869642373437586,-2.419400075031943,0.6718174231476918,-3.6012761677067493,3.1665898384940054e-4,0.0011940048651921842
ENSMUSG00000000168,570.2810567221773,-1.3759733506767358,0.24498775344792204,-5.616498503747582,1.9486593664992958e-8,1.4867513262348814e-7
ENSMUSG00000000171,11097.591821617802,-1.099120699410561,0.2955735178450766,-3.718603437222206,2.003272598905241e-4,7.898013170078494e-4
ENSMUSG00000000182,0.6581844169602749,-1.5346014079297021,5.194633958674654,-0.2954205089594487,0.7676726681766739,NA
ENSMUSG00000000183,2.500060369093666,2.513860891321278,4.106193082175184,0.6122120516528667,0.5403974689750093,NA
ENSMUSG00000000184,3164.0020816340284,1.4803265838317188,0.19862920694639968,7.452713559044651,9.143967166476992e-14,1.3547765487214943e-12
ENSMUSG00000000194,400.0789749291341,1.133444509071234,0.35032195425139545,3.2354367041977046,0.0012145681084360027,0.004041079326002831
ENSMUSG00000000197,6.446529895677608,-0.3803823666447649,1.8259703365666635,-0.2083179332255695,0.8349807301030534,0.900971108209072
ENSMUSG00000000202,1.3561872635212409,1.2470302424924633,4.91460272041553,0.25373978598763053,0.7996965949245104,NA
ENSMUSG00000000204,9.020636335428428,-3.046161014255437,1.664900511208841,-1.8296354609463712,0.06730446746930398,0.13521854484348875
ENSMUSG00000000214,0.9109537438736575,2.523511755522016,5.100645888968738,0.49474356982508083,0.620781142045145,NA
ENSMUSG00000000215,1.4452115864084973,4.1902185609597895,5.0456951892975015,0.8304541601814799,0.40628205490078756,NA
ENSMUSG00000000216,1.5356756221938255,0.3540374061733645,4.965650925046606,0.07129728036008524,0.9431611596813305,NA
ENSMUSG00000000223,5.196235695071048,-1.0303768436615337,1.588673320238376,-0.648576916686011,0.5166118797314536,0.6536120376365957
ENSMUSG00000000244,1325.441593262342,1.719813939883849,0.2654958141006679,6.4777440868869895,9.310408609472809e-11,9.615101468824652e-10
ENSMUSG00000000247,2.590304796117188,-2.196953259279043,2.5137844011009234,-0.8739624839412947,0.38213868478499047,NA
ENSMUSG00000000248,6.662973903676757,4.07529319803808,2.015909714076944,2.0215653357789876,0.0432212762084469,0.09356458732252898
ENSMUSG00000000253,2.9793092128001817,-0.7491994701743093,2.5525481444056872,-0.2935104169597343,0.7691320383614642,NA
