Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,3689.9318917009323,1.8169502712387386,0.27532534485605265,6.599284465397431,4.131469099073393e-11,2.2884324986291281e-10
ENSMUSG00000000003,0,NA,NA,NA,NA,NA
ENSMUSG00000000028,522.0579433942929,3.9575847839955776,0.4103723260024588,9.643888082189697,5.217353464090919e-22,5.671513620991404e-21
ENSMUSG00000000037,4.902093174342754,-1.593939499879698,2.6757111833092084,-0.5957068572357573,0.5513710764583153,0.6410047376010255
ENSMUSG00000000049,0.46557179988909686,0,6.3706251571552155,0,1,NA
ENSMUSG00000000056,409.28390200778784,-2.8464168186457726,0.3210731974409239,-8.865320560335782,7.628427736010299e-19,7.093837130888318e-18
ENSMUSG00000000058,39.0022033584392,5.665434064719535,1.308554736155936,4.32953540893715,1.4942424417230673e-5,4.8623901852881706e-5
ENSMUSG00000000078,2037.2978560851066,-0.8202473726442848,0.18819243917939632,-4.358556466035152,1.3092314465910784e-5,4.292451464988477e-5
ENSMUSG00000000085,34.639978357180674,-1.4745037787581723,1.000184454995237,-1.474231849329426,0.14041917729862738,0.20906714790234174
ENSMUSG00000000088,14560.347456516023,5.100272193170367,0.289534363035108,17.615429615005404,1.8755979402608365e-69,8.404101990317797e-68
ENSMUSG00000000093,2.018358423031882,-4.285037272745428,4.300501723974548,-0.9964040355703362,0.3190538730067509,NA
ENSMUSG00000000094,1.6863356617807448,0,4.918925029930716,0,1,NA
ENSMUSG00000000103,0,NA,NA,NA,NA,NA
ENSMUSG00000000120,1.5651105926395679,-4.440574247507219,5.120321388460726,-0.8672452197072236,0.38580766452162096,NA
ENSMUSG00000000125,2.4405970088677833,0.5881705122869425,3.129823946393612,0.18792447190669337,0.8509358586925293,NA
ENSMUSG00000000126,1.2695375911118798,3.779909968147125,6.120718095762349,0.6175598857859714,0.5368654940865296,NA
ENSMUSG00000000127,7.29857056830136,-3.213201730093873,2.4361833078123447,-1.3189490789916294,0.18718613669320752,0.265545738660274
ENSMUSG00000000131,719.7250731481057,0.23665029632032464,0.3509617831940713,0.6742907850723568,0.5001264613947334,0.593532221698286
ENSMUSG00000000134,140.92069215473353,-1.5227496507853793,0.46774140639436673,-3.255537418685366,0.0011317798175849575,0.002786198962301504
ENSMUSG00000000142,121.3838269406327,-2.5265495782129683,0.6462480524302019,-3.9095662551120007,9.24619934649101e-5,2.705302778178771e-4
ENSMUSG00000000148,195.18504707892544,-2.04843082268143,0.404643597100304,-5.062308751109832,4.1420950028600135e-7,1.6125594249420171e-6
ENSMUSG00000000149,159.2410760001667,-1.127372476428965,0.40147114561580405,-2.8081033686735406,0.004983422793057786,0.010948168012279753
ENSMUSG00000000154,1.037221884583655,-3.7406870020896403,6.239277594799683,-0.5995384794559279,0.5488138580795533,NA
ENSMUSG00000000157,2.3349611343649195,-2.210381962540397,4.109468431917246,-0.5378753965775466,0.5906630751649695,NA
ENSMUSG00000000159,0.7440737253444262,1.4124995560980957,6.203200871499412,0.22770495190439838,0.8198756225016204,NA
ENSMUSG00000000167,46.869642373437586,2.7558769337946334,0.8387899636013912,3.2855387562842586,0.0010178753825924895,0.002523171150792237
ENSMUSG00000000168,570.2810567221773,0.11940304794541717,0.29759512917121284,0.40122648605825145,0.6882533821748152,0.7626043037715048
ENSMUSG00000000171,11097.591821617802,4.293196592674754,0.36401208423076853,11.794104587893422,4.186295151685661e-32,6.826055625046422e-31
ENSMUSG00000000182,0.6581844169602749,0,6.370625157152188,0,1,NA
ENSMUSG00000000183,2.500060369093666,0,5.193530491237358,0,1,NA
ENSMUSG00000000184,3164.0020816340284,0.5232551791704935,0.2434613841214994,2.1492327461235616,0.03161595470605867,0.057780280215538195
ENSMUSG00000000194,400.0789749291341,-2.563451275503287,0.4313830384278315,-5.942401641116312,2.8087619144973216e-9,1.329137650094411e-8
ENSMUSG00000000197,6.446529895677608,-1.6690159580182318,2.1845296286329363,-0.7640161690380416,0.44485760711376876,0.5405625875304649
ENSMUSG00000000202,1.3561872635212409,-3.2821484058803727,5.987319402242358,-0.5481832829314484,0.5835660595381129,NA
ENSMUSG00000000204,9.020636335428428,1.351042187684451,1.8593649650577568,0.7266148459683835,0.46746193112274115,0.5616200820508213
ENSMUSG00000000214,0.9109537438736575,0,6.370625157155215,0,1,NA
ENSMUSG00000000215,1.4452115864084973,1.1953457014935926,6.205138597432727,0.19263803422346554,0.8472424557852565,NA
ENSMUSG00000000216,1.5356756221938255,0,6.370625157108799,0,1,NA
ENSMUSG00000000223,5.196235695071048,1.4775334693757782,1.995806375775459,0.7403190446276088,0.459106427741512,0.5544420185726506
ENSMUSG00000000244,1325.441593262342,-0.2626459216724683,0.3266440740810909,-0.8040737380934859,0.42135439050103335,0.5164707163276807
ENSMUSG00000000247,2.590304796117188,0.28301458298280163,2.5754552562736737,0.10988914767336493,0.91249728932005,NA
ENSMUSG00000000248,6.662973903676757,-6.272198816712976,2.683872370876672,-2.336995933478087,0.019439395528086555,0.037491072630512434
ENSMUSG00000000253,2.9793092128001817,-5.255957262665602,3.551783218687029,-1.4798080116523966,0.1389244899932489,0.2072149316687756
ENSMUSG00000000263,0.3165568951437092,0,6.3706251571552155,0,1,NA
ENSMUSG00000000266,4.682943621624215,-0.8085967444711635,2.2931609532505095,-0.35261229410216227,0.7243791195482165,0.7943284495695856
ENSMUSG00000000275,836.1225907757299,-0.16652980731627873,0.34621540086917557,-0.4810005762256814,0.6305160891851531,0.7119896884706544
ENSMUSG00000000276,259.46396982174804,-0.5172254502159537,0.4272583126882059,-1.2105684894968956,0.22606082694340637,0.30912990759095865
ENSMUSG00000000278,348.5320822124378,0.14405277497478972,0.5216199479552621,0.27616423708386384,0.7824219241399266,0.842553347253455
ENSMUSG00000000282,119.60405254446053,-1.8876841379693095,0.5305277254884467,-3.5581253293244095,3.7351109635426315e-4,9.955880166244377e-4
ENSMUSG00000000290,5203.241224902944,0.611957155210328,0.19010504545527282,3.219047415310747,0.0012861721590596764,0.0031343997031060156
ENSMUSG00000000295,2446.8889917577744,4.9217642502631085,0.23701905869158718,20.765267896314548,8.922842476052029e-96,7.025251309478298e-94
ENSMUSG00000000296,0.36244118240045536,0,6.370625157152506,0,1,NA
ENSMUSG00000000301,31.373140016800065,-0.5262659387600673,1.0114073882609427,-0.520330328676906,0.6028333607294484,0.6875385794509692
ENSMUSG00000000303,3.1840717213037677,-4.3763332372286445,3.2896698629781387,-1.3303259656781332,0.18341089559359983,0.26097381650125473
ENSMUSG00000000305,4.530397651781128,0,3.875845567011608,0,1,1
ENSMUSG00000000308,2.3733999577693936,0,5.05928947655972,0,1,NA
ENSMUSG00000000317,2.1178055110488248,-2.4586125590384134,4.035541117439816,-0.6092398732882145,0.54236545452482,NA
ENSMUSG00000000318,4.766319569192295,-5.758920033380372,3.8379451217507823,-1.5005217246965963,0.1334793103548314,0.2006554286963188
ENSMUSG00000000320,17.21071809890588,-3.6067024051107444,1.2434134752533168,-2.9006460657634117,0.0037239423473196804,0.008387367221166545
ENSMUSG00000000325,11.18955263393148,-6.961158309032717,2.7436521956041733,-2.5371868636213257,0.011174728880594323,0.022756862583045514
ENSMUSG00000000326,1725.8000677425412,3.6262548652752318,0.2934571352612067,12.357017191105257,4.464158908045072e-35,8.04911705404768e-34
ENSMUSG00000000339,744.1030049457218,2.6490306929683625,0.32136844503426226,8.24297075179842,1.6798664905264494e-16,1.3535532433900738e-15
ENSMUSG00000000340,262.95378186374097,0.4087634503827241,0.38962524917493263,1.049119509704051,0.2941231178754121,0.38400439284207705
ENSMUSG00000000346,22701.66264117854,2.495218336008523,0.4096369198450123,6.091292593823327,1.1200262637000097e-9,5.467527087102439e-9
ENSMUSG00000000355,5131.744068448095,4.494388628577071,0.2095914150981457,21.44357213520638,5.243070015154345e-102,4.78944307351171e-100
ENSMUSG00000000359,0.5877384277266904,-3.0424941551145896,6.247307793660886,-0.4870088453464378,0.6262520625952934,NA
ENSMUSG00000000365,15.409376245672147,3.3020966775060243,1.5630176764938846,2.112641927961551,0.034631427199525625,0.06270901514806228
ENSMUSG00000000374,406.60658328509436,-2.686748765092756,0.3275056759651256,-8.203670843795862,2.33155927307849e-16,1.8611649564910334e-15
ENSMUSG00000000378,883.3292441029562,-2.28876998289189,0.35609184788267795,-6.4274708800578155,1.297444399804046e-10,6.873420604408874e-10
ENSMUSG00000000381,0.08487538347867571,0,6.3706251571552155,0,1,NA
ENSMUSG00000000384,404.06724128678377,-2.062958399097337,0.4175759385588464,-4.940319133849273,7.799481047535344e-7,2.9401874062915954e-6
ENSMUSG00000000385,2.2072128765956465,-1.0707695484866881,5.893661109528903,-0.1816815606780414,0.8558326375754641,NA
ENSMUSG00000000386,452.4156280095509,0.09338506501022181,0.345286201604371,0.27045698489052983,0.7868087052563325,0.8459105026140901
ENSMUSG00000000392,5.224328198057444,-1.5724036516115973,2.654621282355652,-0.5923269213815243,0.5536316917703752,0.6428550125422023
ENSMUSG00000000394,0.48223926944054213,0,6.370625157090553,0,1,NA
ENSMUSG00000000399,2639.1952154319624,2.6457836296275494,0.30302082949761044,8.731358943258432,2.5163071023625255e-18,2.2648133712826346e-17
ENSMUSG00000000402,1.4145062458779265,-2.0981785429892565,5.101549345958737,-0.411282612536397,0.680865317632597,NA
ENSMUSG00000000409,13789.922716749177,0.9678959227568364,0.20420127048351763,4.739911365218275,2.138117289233244e-6,7.687876943233158e-6
ENSMUSG00000000411,0.3113789026631618,-1.081234776454474,6.368355227163483,-0.1697824222874051,0.8651812512006685,NA
ENSMUSG00000000416,2.3455121294737773,-4.647550378817189,4.2694962469060656,-1.0885477138397965,0.2763533847337624,NA
ENSMUSG00000000420,1748.304050655145,0.19610617045059692,0.21583484652727186,0.9085936474387507,0.3635646610400087,0.45869348383330816
ENSMUSG00000000435,0.7777958249356288,0,6.370625157155215,0,1,NA
ENSMUSG00000000439,454.5037663303262,-0.6593181660701336,0.3355514819687533,-1.964879315095767,0.049428207343823215,0.08585418428645582
ENSMUSG00000000440,5.980026809076522,-1.6893366485436117,2.067056617282414,-0.817266752356597,0.4137760025557032,0.5089411259570579
ENSMUSG00000000441,820.4296718270132,0.9584660138770698,0.2300893792657865,4.165624753891413,3.1050106984042586e-5,9.721311662074609e-5
ENSMUSG00000000486,1575.197841915165,-3.679934032870852,0.3852025024607145,-9.553245395248064,1.2569570977360573e-21,1.3477645041483768e-20
ENSMUSG00000000489,127.79773171636687,-4.267922285799159,0.960120253519097,-4.4451955576982,8.781195284290479e-6,2.938439239636891e-5
ENSMUSG00000000530,13.815825051163037,-8.20034600423608,4.902838697354453,-1.6725710369914768,0.09441177256070411,0.14985161251019313
ENSMUSG00000000531,18.37922191188243,-1.1946417061140964,1.04140733604545,-1.147141627262321,0.25132309196552155,0.3375884314369919
ENSMUSG00000000532,85.32335474443653,-6.614413211380463,1.0123330917208093,-6.533830875899736,6.410833593552191e-11,3.487881626712469e-10
ENSMUSG00000000538,93.11702152087139,-4.565178640016069,0.6992096866879881,-6.529055198935211,6.61858577209416e-11,3.5938159985485994e-10
ENSMUSG00000000544,0.8904181743574958,0,6.370625157155215,0,1,NA
ENSMUSG00000000552,7.910141528495675,-7.34127507509596,2.95195915871688,-2.4869162072984006,0.012885574486450746,0.02590904640143216
ENSMUSG00000000555,28.255848488459314,-9.193997787570716,3.7183949894425616,-2.472571583620013,0.013414484544246933,0.026871224552287232
ENSMUSG00000000560,34.00111417999946,4.682975936643623,1.2459669505968145,3.7585073459616978,1.7093002114516756e-4,4.8203257199628185e-4
ENSMUSG00000000561,734.1214196948908,-0.23736943401271576,0.2792644230817738,-0.8499809298773786,0.39533568874304587,0.4905426099570372
