gs_name,gene_symbol
Treg,LRRC32
Treg,RGS1
Treg,FOXP3
Treg,RNF207
Treg,CTLA4
Treg,P2RY14
Treg,GNG8
Treg,FAS
Treg,MAF
Treg,TNFRSF4
Treg,FRMD4B
Treg,WNT10A
Treg,GPC1
Treg,RAB11FIP1
Treg,ZC3H12D
Treg,RHEBL1
Treg,ARID5A
Treg,ZC2HC1A
Treg,MB21D2
Treg,CD109
Treg,ETV7
Treg,CMTM6
Treg,MAPK11
Treg,HRH1
Treg,TMEM173
Treg,IRF4
Treg,DUSP5
Treg,BATF
Treg,PLEKHG1
Treg,HMMR
Treg,PLAT
Treg,SNX10
Treg,GNA15
Treg,MAST4
Treg,SLC41A2
Treg,GRAMD4
Treg,SPATS2L
Treg,DDIT4
Treg,SMCO4
Treg,IRF5
Treg,TNFRSF18
Treg,TOX2
Treg,SPATA24
Treg,TYMP
Treg,PRDM1
Treg,RTKN2
Treg,SGPP2
Treg,COL9A2
Treg,SPPL2A
Treg,TTC7A
Treg,CREM
Treg,P2RX7
Treg,ETV6
Treg,TNS4
Treg,SOCS2
Treg,LRRC3
Treg,STX1A
Treg,CCDC50
Treg,MYO1C
Treg,S1PR2
Treg,PLEKHG2
Treg,ACOT4
Treg,IKZF4
Treg,TIFA
Treg,MAP3K8
Treg,NTRK2
Treg,FAM46C
Treg,KLHL5
Treg,IZUMO4
Treg,TFEB
CD4-NV-CM,CTB-133G6.1
CD4-NV-CM,TMEM45B
CD4-NV-CM,AK5
CD4-NV-CM,NOG
CD4-NV-CM,NGFRAP1
CD4-NV-CM,TCEA3
CD4-NV-CM,VSIG1
CD4-NV-CM,FBLN5
CD4-NV-CM,EPHX2
CD4-NV-CM,NUAK2
CD4-NV-CM,PIK3IP1
CD4-NV-CM,HPCAL4
CD4-NV-CM,PASK
CD4-NV-CM,ANKRD55
CD4-NV-CM,C16orf74
CD4-NV-CM,SGK223
CD4-NV-CM,GPR146
CD4-NV-CM,PABPC3
CD4-NV-CM,CYSLTR1
CD4-NV-CM,LEF1
CD4-NV-CM,ZBTB18
CD4-NV-CM,VIPR1
CD4-NV-CM,GAL3ST4
CD4-NV-CM,APBA2
CD4-NV-CM,TCP11L2
CD4-NV-CM,HEMGN
CD4-NV-CM,SLC22A17
CD4-NV-CM,FHIT
CD4-NV-CM,SLC16A10
CD4-NV-CM,ZNF563
CD4-NV-CM,FCMR
CD4-NV-CM,LDLRAP1
CD4-NV-CM,SULT1B1
CD4-NV-CM,ATM
CD4-NV-CM,SELL
CD4-NV-CM,GIMAP2
CD4-NV-CM,SESN3
CD4-NV-CM,CACNA1I
CD4-NV-CM,C1orf162
CD4-NV-CM,EVI2B
CD4-NV-CM,ATG9B
CD4-NV-CM,RASA3
CD4-NV-CM,C14orf132
CD4-NV-CM,TXK
CD4-NV-CM,MFGE8
CD4-NV-CM,DBP
CD4-NV-CM,SERINC5
CD4-NV-CM,EVI2A
CD4-NV-CM,MMP28
CD4-NV-CM,ACACB
CD4-NV-CM,SH3YL1
CD4-NV-CM,RASGRP2
CD4-NV-CM,ACTN1
CD4-NV-CM,DPEP2
CD4-NV-CM,CSGALNACT1
CD4-NV-CM,TMEM143
CD4-NV-CM,EDAR
CD4-NV-CM,ADPRM
CD4-NV-CM,TMEM204
CD4-NV-CM,KLF2
CD4-NV-CM,ADD3
CD4-NV-CM,PPP1R3E
CD4-NV-CM,TTC28
CD4-NV-CM,GCNT4
CD4-NV-CM,TMEM63A
CD4-NV-CM,IL24
CD4-NV-CM,PLCL1
CD4-NV-CM,LETMD1
CD4-NV-CM,SLC8B1
CD4-NV-CM,ITGA6
CD4-CD8,WDR86
CD4-CD8,IL7R
CD4-CD8,TSPAN2
CD4-CD8,LRRC2
CD4-CD8,SNAI3
CD4-CD8,CD52
CD4-CD8,TIMP1
CD4-CD8,YPEL4
CD4-CD8,CALHM2
CD4-CD8,S100A4
CD4-CD8,TSC22D3
CD4-CD8,EPHA4
CD4-CD8,ZNF831
CD4-CD8,ZCCHC18
CD4-CD8,GLIPR1
CD4-CD8,AIM1L
CD4-CD8,KLRB1
CD4-CD8,CNPY4
CD4-CD8,GDPD5
CD4-CD8,TC2N
CD4-CD8,AHNAK
CD4-CD8,PBXIP1
CD4-CD8,HIST1H2BD
CD4-CD8,BCL9L
CD4-CD8,EEPD1
CD4-CD8,ADAM23
CD4-CD8,THRA
CD4-CD8,KCTD7
CD4-CD8,CTSF
CD4-CD8,CAMK2N1
CD4-CD8,DCP1B
CD4-CD8,4-Sep
CD4-CD8,FXYD2
CD4-CD8,CECR1
CD4-CD8,DPYSL2
CD4-CD8,CCDC65
CD4-CD8,CDC25B
CD4-CD8,FAM229A
CD4-CD8,RP11-111M22.2
CD4-CD8,BCO2
CD4-CD8,HHAT
CD4-CD8,TGFB3
CD4-CD8,ANTXR2
CD4-CD8,AQP3
CD4-CD8,CRIP2
CD4-CD8,MYO1F
CD4-CD8,MPP7
CD4-CD8,NMT2
CD4-CD8,UTRN
CD4-CD8,NLRP3
CD4-CD8,BTD
CD4-CD8,KLF2
CD4-CD8,ZFP36L2
CD4-CD8,SUN2
CD4-CD8,FXYD1
CD4-CD8,BEST4
