gs_name,gene_symbol
GC-Tfh,CXCR5
GC-Tfh,CXCL13
GC-Tfh,TOX2
GC-Tfh,C20ORF100
GC-Tfh,ICA1
GC-Tfh,PDCD1
GC-Tfh,ICA1
GC-Tfh,CXCR5
GC-Tfh,FAM43A
GC-Tfh,PVALB
GC-Tfh,SCGB3A1
GC-Tfh,TOX2
GC-Tfh,ASCL2
GC-Tfh,CHI3L2
GC-Tfh,CDK5R1
GC-Tfh,CEBPA
GC-Tfh,GNG4
GC-Tfh,CXXC5
GC-Tfh,GFOD1
GC-Tfh,C3ORF21
GC-Tfh,TIGIT
GC-Tfh,POU2AF1
GC-Tfh,HEYL
GC-Tfh,C11ORF75
GC-Tfh,CXXC5
GC-Tfh,ATP9A
GC-Tfh,KIAA1671
GC-Tfh,SGPP2
GC-Tfh,BCL6
GC-Tfh,EGR2
GC-Tfh,CDK5R1
GC-Tfh,MYB
GC-Tfh,LGMN
GC-Tfh,CD79A
GC-Tfh,KIAA1324
GC-Tfh,NFATC1
GC-Tfh,MYL6B
GC-Tfh,BCAT1
GC-Tfh,PASK
GC-Tfh,CTLA4
GC-Tfh,KCNK5
GC-Tfh,PASK
GC-Tfh,TOP2A
GC-Tfh,CTTN
GC-Tfh,LAG3
GC-Tfh,ICOS
GC-Tfh,THADA
GC-Tfh,LHFPL2
GC-Tfh,LGMN
GC-Tfh,NFATC1
GC-Tfh,MAF
GC-Tfh,CHI3L2
GC-Tfh,FABP5L2
GC-Tfh,TYMS
GC-Tfh,ID3
GC-Tfh,TRIB1
GC-Tfh,BTLA
GC-Tfh,C14ORF145
GC-Tfh,SLC9A9
GC-Tfh,CAV1
GC-Tfh,SH2D1A
GC-Tfh,CTTN
GC-Tfh,SH3TC1
GC-Tfh,MAGEH1
GC-Tfh,ST8SIA1
GC-Tfh,IKZF3
GC-Tfh,CTLA4
GC-Tfh,HS.570988
GC-Tfh,IGFBP4
GC-Tfh,IKZF3
GC-Tfh,NMB
GC-Tfh,TBC1D4
GC-Tfh,TRIM8
GC-Tfh,CCDC50
GC-Tfh,MYH10
GC-Tfh,UBE2C
GC-Tfh,PTPN11
GC-Tfh,BTLA
GC-Tfh,STK39
GC-Tfh,UBE2C
GC-Tfh,BLR1
GC-Tfh,FAM46C
GC-Tfh,C8ORF13
GC-Tfh,ITM2A
GC-Tfh,FABP5
GC-Tfh,SPSB1
GC-Tfh,CTLA4
GC-Tfh,ODC1
GC-Tfh,MERTK
GC-Tfh,FBLN7
GC-Tfh,CDC20
GC-Tfh,SERTAD2
GC-Tfh,TOX
GC-Tfh,CORO1B
GC-Tfh,SCD
GC-Tfh,SHISA2
GC-Tfh,ST8SIA1
GC-Tfh,RAB27A
GC-Tfh,CORO1B
GC-Tfh,FAM167A
GC-Tfh,CDCA5
GC-Tfh,STX11
GC-Tfh,LRRC1
GC-Tfh,PTTG1
GC-Tfh,CD200
GC-Tfh,KIAA0101
GC-Tfh,HS.571502
GC-Tfh,LIMS1
GC-Tfh,SLC7A5
GC-Tfh,PON2
GC-Tfh,FKBP5
GC-Tfh,NUSAP1
GC-Tfh,LOC642956
GC-Tfh,NAB1
GC-Tfh,C16ORF75
GC-Tfh,PFKFB3
GC-Tfh,DUSP6
GC-Tfh,AIM2
GC-Tfh,GADD45G
GC-Tfh,COL6A3
GC-Tfh,CKS2
GC-Tfh,HS.390407
GC-Tfh,FAM179A
GC-Tfh,PHGDH
GC-Tfh,NUDT7
GC-Tfh,NFATC1
GC-Tfh,CKS2
GC-Tfh,RNF19A
GC-Tfh,DUSP2
GC-Tfh,PAQR4
GC-Tfh,PPP1CC
GC-Tfh,CDKL2
GC-Tfh,SLC25A46
GC-Tfh,CARHSP1
GC-Tfh,HES6
GC-Tfh,H1F0
GC-Tfh,LIMS1
GC-Tfh,SRGN
GC-Tfh,UHRF1
GC-Tfh,CDCA7
GC-Tfh,SIRPG
GC-Tfh,SRGN
GC-Tfh,PTTG3P
GC-Tfh,MT1E
GC-Tfh,CD38
GC-Tfh,C14ORF72
GC-Tfh,ASB2
GC-Tfh,KIFC1
GC-Tfh,RDH10
GC-Tfh,LRMP
GC-Tfh,C17ORF96
GC-Tfh,SERP2
GC-Tfh,DDIT4
GC-Tfh,P2RY11
GC-Tfh,ITM2A
GC-Tfh,NUCB2
GC-Tfh,TMEM2
GC-Tfh,ACTA2
GC-Tfh,C16ORF87
GC-Tfh,SERPINE2
GC-Tfh,CASP9
GC-Tfh,FLJ11795
GC-Tfh,FABP5L2
