gs_name,gene_symbol
cluster_1,PDCD1
cluster_1,ITM2A
cluster_1,ICA1
cluster_1,TIGIT
cluster_1,RP5-1028K7.2
cluster_1,SRGN
cluster_1,TOX2
cluster_1,H2AFZ
cluster_1,SMCO4
cluster_1,PVALB
cluster_1,CHI3L2
cluster_1,PASK
cluster_1,SH2D1A
cluster_1,CORO1B
cluster_1,MAGEH1
cluster_1,TBC1D4
cluster_1,COTL1
cluster_1,MAF
cluster_1,PCAT29
cluster_1,LIMS1
cluster_1,ICOS
cluster_1,IKZF3
cluster_1,RP11-455F5.5
cluster_1,TOX
cluster_1,CXCR5
cluster_1,SCGB3A1
cluster_1,CD79A
cluster_1,FAM43A
cluster_1,RAB27A
cluster_1,HLA-A
cluster_1,GNG4
cluster_1,CD200
cluster_1,POU2AF1
cluster_1,IGFBP4
cluster_1,ASCL2
cluster_1,ST8SIA1
cluster_1,THADA
cluster_1,LINC01480
cluster_1,BTLA
cluster_1,RPL14
cluster_1,RPS12
cluster_1,TPT1
cluster_1,TMSB10
cluster_1,S100A6
cluster_1,VIM
cluster_1,CXCL13
cluster_1,CD2
cluster_1,EMP3
cluster_1,NR3C1
cluster_1,CD3D
cluster_1,IGHM
cluster_1,C9orf16
cluster_1,PTPRC
cluster_1,PPP1CC
cluster_1,IGKC
cluster_1,GAPDH
cluster_1,LGMN
cluster_1,TRAC
cluster_1,LAT
cluster_1,ACTB
cluster_1,SIRPG
cluster_1,NFATC1
cluster_1,RNF19A
cluster_1,CTLA4
cluster_1,ANXA1
cluster_1,KLF2
cluster_1,IL7R
cluster_1,DYNLL1
cluster_1,PFN1
cluster_1,FABP5
cluster_1,S100A10
cluster_1,CTSA
cluster_1,H3F3A
cluster_1,CDK2AP2
cluster_1,OAZ1
cluster_1,ACTG1
cluster_1,CD82
cluster_1,IL16
cluster_1,ID3
cluster_1,DHRS7
cluster_1,RAP1A
cluster_1,RPL17
cluster_1,ZFP36L1
cluster_1,FKBP5
cluster_1,SPCS2
cluster_1,IGHG3
cluster_1,CD27
cluster_1,CD40LG
cluster_1,NDUFB2
cluster_1,AES
cluster_1,RAC2
cluster_1,GPX1
cluster_1,CD59
cluster_1,DENND2D
cluster_1,CTSB
cluster_1,FYN
cluster_1,TMCO1
cluster_1,TMBIM6
cluster_1,ALOX5AP
cluster_1,PTPN7
cluster_1,PARP1
cluster_1,SH3KBP1
cluster_1,RILPL2
cluster_1,IFI16
cluster_1,CTSC
cluster_1,IL6ST
cluster_1,WDR83OS
cluster_1,CD74
cluster_1,TXNIP
cluster_1,PGAM1
cluster_1,SELT
cluster_1,NDUFB1
cluster_1,PARK7
cluster_1,SPOCK2
cluster_1,ATPIF1
cluster_1,NOSIP
cluster_1,PLP2
cluster_1,NUCB2
cluster_1,FLT3LG
cluster_1,BATF
cluster_1,SHFM1
cluster_1,PKM
cluster_1,NAP1L4
cluster_1,LBH
cluster_1,UQCRC2
cluster_1,TNFRSF4
cluster_1,LINC00861
cluster_1,S100A9
cluster_1,S100A4
cluster_1,SAT1
cluster_1,LGALS1
cluster_1,TRBC2
cluster_1,GBP2
cluster_1,RCAN3
cluster_1,RASGRP2
cluster_1,RGS2
cluster_1,PLAC8
cluster_1,HSPA1A
cluster_1,S100A8
cluster_1,CCR7
cluster_1,AAK1
cluster_1,MYC
cluster_1,MGAT4A
cluster_1,PIM1
cluster_1,HSPA1B
cluster_1,LY6E
cluster_1,LYZ
cluster_1,NHSL2
cluster_1,ANXA2
cluster_1,CRIP1
cluster_1,HSP90AA1
cluster_1,TRBC1
cluster_1,TNFAIP3
cluster_1,CCL5
cluster_2,CD74
cluster_2,ITGB1
cluster_2,CXCR4
cluster_2,SAT1
cluster_2,ANXA2
cluster_2,S100A11
cluster_2,DUSP2
cluster_2,TSC22D3
cluster_2,JUNB
cluster_2,IGLC2
cluster_2,IER2
cluster_2,LMNA
cluster_2,FOSB
cluster_2,TNFAIP3
cluster_2,CD69
cluster_2,NFKBIA
cluster_2,IGHA1
cluster_2,KLRB1
cluster_2,S100A4
cluster_2,PPP1R15A
cluster_2,IGKC
cluster_2,SRGN
cluster_2,KLF6
cluster_2,RGS1
cluster_2,DUSP1
cluster_2,ZFP36
cluster_2,JUN
cluster_2,FOS
cluster_2,ALOX5AP
cluster_2,DDIT4
