gs_name,gene_symbol
Th1-pathway,AHNAK
Th1-pathway,AKT1
Th1-pathway,ANXA1
Th1-pathway,BTLA
Th1-pathway,CASP1
Th1-pathway,CASP4
Th1-pathway,CBL
Th1-pathway,CCL3
Th1-pathway,CCR5
Th1-pathway,CD247
Th1-pathway,CD274
Th1-pathway,CD276
Th1-pathway,CD28
Th1-pathway,CD4
Th1-pathway,CD40
Th1-pathway,CD40LG
Th1-pathway,CD44
Th1-pathway,CD74
Th1-pathway,CD80
Th1-pathway,CD86
Th1-pathway,CD8A
Th1-pathway,CEACAM1
Th1-pathway,CEBPB
Th1-pathway,CFLAR
Th1-pathway,CIITA
Th1-pathway,CRP
Th1-pathway,CRTAM
Th1-pathway,CSF2
Th1-pathway,CTLA4
Th1-pathway,CXCR2
Th1-pathway,CXCR3
Th1-pathway,CXCR6
Th1-pathway,DLL1
Th1-pathway,DLL4
Th1-pathway,DRD3
Th1-pathway,DUSP1
Th1-pathway,EFNB1
Th1-pathway,EFNB2
Th1-pathway,ELF3
Th1-pathway,EZH2
Th1-pathway,FANCC
Th1-pathway,FCER1G
Th1-pathway,FURIN
Th1-pathway,GADD45B
Th1-pathway,GADD45G
Th1-pathway,GATA3
Th1-pathway,GLI2
Th1-pathway,GRB2
Th1-pathway,GZMA
Th1-pathway,HAVCR1
Th1-pathway,HAVCR2
Th1-pathway,HIF1A
Th1-pathway,HMGB1
Th1-pathway,ICAM1
Th1-pathway,ICOS
Th1-pathway,ICOSLG
Th1-pathway,ID2
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNA4
Th1-pathway,IFNAR1
Th1-pathway,IFNB1
Th1-pathway,IFNE
Th1-pathway,IFNG
Th1-pathway,IFNG-AS1
Th1-pathway,IFNGR1
Th1-pathway,IFNGR2
Th1-pathway,IFNK
Th1-pathway,IL10
Th1-pathway,IL12A
Th1-pathway,IL12B
Th1-pathway,IL12RB1
Th1-pathway,IL12RB2
Th1-pathway,IL17A
Th1-pathway,IL18
Th1-pathway,IL18R1
Th1-pathway,IL1B
Th1-pathway,IL2
Th1-pathway,IL20RB
Th1-pathway,IL21R
Th1-pathway,IL23A
Th1-pathway,IL27
Th1-pathway,IL27RA
Th1-pathway,IL2RA
Th1-pathway,IL2RB
Th1-pathway,IL6
Th1-pathway,IRAK4
Th1-pathway,IRF1
Th1-pathway,IRF4
Th1-pathway,IRF5
Th1-pathway,IRF8
Th1-pathway,ITGAL
Th1-pathway,ITGB2
Th1-pathway,JAK3
Th1-pathway,KLF10
Th1-pathway,KLF2
Th1-pathway,KLRC1
Th1-pathway,KLRD1
Th1-pathway,LAMP1
Th1-pathway,LCP2
Th1-pathway,LEF1
Th1-pathway,LEP
Th1-pathway,LGALS9
Th1-pathway,LTA
Th1-pathway,MAF
