gs_name,ensembl_id,gene_symbol
Classical monocytes,ENSG00000136315.3,RP11-84C10.2
Classical monocytes,ENSG00000115828.11,QPCT
Classical monocytes,ENSG00000167600.9,CYP2S1
Classical monocytes,ENSG00000236783.1,RPS15AP27
Classical monocytes,ENSG00000101425.8,BPI
Classical monocytes,ENSG00000128283.6,CDC42EP1
Classical monocytes,ENSG00000110203.4,FOLR3
Classical monocytes,ENSG00000186354.6,C9orf47
Classical monocytes,ENSG00000164509.9,IL31RA
Classical monocytes,ENSG00000170458.9,CD14
Classical monocytes,ENSG00000143546.5,S100A8
Classical monocytes,ENSG00000186205.8,1-Mar
Classical monocytes,ENSG00000198848.8,CES1
Classical monocytes,ENSG00000175592.4,FOSL1
Classical monocytes,ENSG00000001617.7,SEMA3F
Classical monocytes,ENSG00000123342.11,MMP19
Classical monocytes,ENSG00000100079.5,LGALS2
Classical monocytes,ENSG00000125538.7,IL1B
Classical monocytes,ENSG00000184292.5,TACSTD2
Classical monocytes,ENSG00000111199.6,TRPV4
Classical monocytes,ENSG00000133105.3,RXFP2
Classical monocytes,ENSG00000133317.10,LGALS12
Classical monocytes,ENSG00000155659.10,VSIG4
Classical monocytes,ENSG00000214274.5,ANG
Classical monocytes,ENSG00000115590.9,IL1R2
Classical monocytes,ENSG00000134769.17,DTNA
Classical monocytes,ENSG00000137726.11,FXYD6
Classical monocytes,ENSG00000137801.9,THBS1
Classical monocytes,ENSG00000163739.4,CXCL1
Classical monocytes,ENSG00000169385.2,RNASE2
Classical monocytes,ENSG00000115009.7,CCL20
Classical monocytes,ENSG00000236849.1,RP11-151D14.1
Classical monocytes,ENSG00000241162.2,RN7SL617P
Classical monocytes,ENSG00000232528.3,RP4-673D20.3
Classical monocytes,ENSG00000255801.1,RP11-561P12.5
Classical monocytes,ENSG00000165474.5,GJB2
Classical monocytes,ENSG00000249835.2,VCAN-AS1
Classical monocytes,ENSG00000132514.9,CLEC10A
Classical monocytes,ENSG00000248323.1,LUCAT1
Classical monocytes,ENSG00000038427.11,VCAN
Classical monocytes,ENSG00000169397.3,RNASE3
Classical monocytes,ENSG00000213876.4,RPL7AP64
Classical monocytes,ENSG00000115594.7,IL1R1
Classical monocytes,ENSG00000165092.8,ALDH1A1
Classical monocytes,ENSG00000157551.13,KCNJ15
Classical monocytes,ENSG00000124882.3,EREG
Classical monocytes,ENSG00000249992.1,TMEM158
Classical monocytes,ENSG00000231680.1,AP003774.6
Classical monocytes,ENSG00000158485.6,CD1B
Classical monocytes,ENSG00000158488.11,CD1E
Classical monocytes,ENSG00000241211.1,IQCJ-SCHIP1-AS1
Classical monocytes,ENSG00000237075.4,RP11-497H16.2
Classical monocytes,ENSG00000134531.5,EMP1
Classical monocytes,ENSG00000253006.1,RN7SKP283
Classical monocytes,ENSG00000252002.1,RNA5SP154
Classical monocytes,ENSG00000183307.3,CECR6
Classical monocytes,ENSG00000266698.1,MIR3945
Classical monocytes,ENSG00000137474.15,MYO7A
Classical monocytes,ENSG00000225744.1,AC017002.4
Classical monocytes,ENSG00000122861.11,PLAU
Classical monocytes,ENSG00000163220.10,S100A9
Classical monocytes,ENSG00000269019.1,AC005932.1
Classical monocytes,ENSG00000088827.8,SIGLEC1
Classical monocytes,ENSG00000181649.5,PHLDA2
Classical monocytes,ENSG00000163421.4,PROK2
Classical monocytes,ENSG00000179639.6,FCER1A
Classical monocytes,ENSG00000146592.12,CREB5
Classical monocytes,ENSG00000224307.1,RP11-344B5.2
Classical monocytes,ENSG00000152315.4,KCNK13
Classical monocytes,ENSG00000255838.1,RP11-753B7.2
Classical monocytes,ENSG00000116729.9,WLS
Classical monocytes,ENSG00000013588.5,GPRC5A
Classical monocytes,ENSG00000136630.11,HLX
Classical monocytes,ENSG00000153012.7,LGI2
Classical monocytes,ENSG00000008394.8,MGST1
Classical monocytes,ENSG00000218809.1,RP1-229K20.5
Classical monocytes,ENSG00000167680.11,SEMA6B
Classical monocytes,ENSG00000269468.1,AC004824.2
Classical monocytes,ENSG00000250138.3,RP11-848G14.5
Classical monocytes,ENSG00000268085.1,AC051642.1
Classical monocytes,ENSG00000088826.13,SMOX
Classical monocytes,ENSG00000110077.10,MS4A6A
Classical monocytes,ENSG00000238005.2,RP11-443B7.1
Classical monocytes,ENSG00000166033.7,HTRA1
Classical monocytes,ENSG00000218565.2,RP11-12A2.1
Classical monocytes,ENSG00000261269.1,RP11-389C8.2
Classical monocytes,ENSG00000091262.10,ABCC6
Classical monocytes,ENSG00000081041.8,CXCL2
Classical monocytes,ENSG00000260859.1,RP11-254F19.2
Classical monocytes,ENSG00000115598.5,IL1RL2
Classical monocytes,ENSG00000099250.13,NRP1
Classical monocytes,ENSG00000258082.1,RP11-443B7.3
Classical monocytes,ENSG00000124145.5,SDC4
Classical monocytes,ENSG00000198857.3,HSD3BP5
Classical monocytes,ENSG00000090659.13,CD209
Classical monocytes,ENSG00000159339.9,PADI4
Classical monocytes,ENSG00000139572.3,GPR84
Classical monocytes,ENSG00000254952.1,AP001257.1
Classical monocytes,ENSG00000202502.1,RNA5SP151
Classical monocytes,ENSG00000136634.5,IL10
Classical monocytes,ENSG00000175262.10,C1orf127
Classical monocytes,ENSG00000268985.1,CTD-2528A14.1
Classical monocytes,ENSG00000177535.6,OR2B11
Classical monocytes,ENSG00000143067.4,ZNF697
Classical monocytes,ENSG00000139567.8,ACVRL1
Classical monocytes,ENSG00000226272.1,ARHGAP26-AS1
Classical monocytes,ENSG00000113070.6,HBEGF
Classical monocytes,ENSG00000113140.6,SPARC
Classical monocytes,ENSG00000178789.4,CD300LB
Classical monocytes,ENSG00000171812.6,COL8A2
Classical monocytes,ENSG00000259354.1,RP11-519G16.3
Classical monocytes,ENSG00000109099.9,PMP22
Classical monocytes,ENSG00000163734.4,CXCL3
Classical monocytes,ENSG00000230839.1,RP5-968J1.1
Classical monocytes,ENSG00000180113.11,TDRD6
Classical monocytes,ENSG00000178175.7,ZNF366
Classical monocytes,ENSG00000187474.4,FPR3
Classical monocytes,ENSG00000205565.6,RP11-497H16.6
Classical monocytes,ENSG00000123610.3,TNFAIP6
Classical monocytes,ENSG00000263572.1,MIR5683
Classical monocytes,ENSG00000093134.9,VNN3
Classical monocytes,ENSG00000236469.1,AC007040.8
Classical monocytes,ENSG00000134755.10,DSC2
Classical monocytes,ENSG00000169429.6,IL8
Classical monocytes,ENSG00000260941.1,LINC00622
Classical monocytes,ENSG00000213557.4,RP11-240E2.2
Classical monocytes,ENSG00000250687.2,RP11-497H16.7
Classical monocytes,ENSG00000186431.14,FCAR
Classical monocytes,ENSG00000235478.1,AC006946.15
Classical monocytes,ENSG00000090382.2,LYZ
Classical monocytes,ENSG00000140939.10,NOL3
Classical monocytes,ENSG00000254521.2,SIGLEC12
Classical monocytes,ENSG00000246115.3,RP11-561P12.2
Classical monocytes,ENSG00000137331.11,IER3
Classical monocytes,ENSG00000124731.8,TREM1
Classical monocytes,ENSG00000151948.7,GLT1D1
Classical monocytes,ENSG00000104951.11,IL4I1
Classical monocytes,ENSG00000207980.1,MIR23A
Classical monocytes,ENSG00000108244.12,KRT23
Classical monocytes,ENSG00000119535.13,CSF3R
Classical monocytes,ENSG00000197208.5,SLC22A4
Classical monocytes,ENSG00000160789.15,LMNA
Classical monocytes,ENSG00000111186.8,WNT5B
Classical monocytes,ENSG00000178726.6,THBD
Classical monocytes,ENSG00000072682.14,P4HA2
Classical monocytes,ENSG00000204136.6,GGTA1P
Classical monocytes,ENSG00000267262.1,CTC-232P5.3
Classical monocytes,ENSG00000207808.1,MIR27A
Classical monocytes,ENSG00000198053.7,SIRPA
Classical monocytes,ENSG00000163661.3,PTX3
Classical monocytes,ENSG00000186529.10,CYP4F3
Classical monocytes,ENSG00000168528.7,SERINC2
Classical monocytes,ENSG00000079215.9,SLC1A3
Classical monocytes,ENSG00000269902.1,RP6-99M1.3
Classical monocytes,ENSG00000128342.4,LIF
Classical monocytes,ENSG00000256581.1,NLRP9P
Classical monocytes,ENSG00000162433.10,AK4
Classical monocytes,ENSG00000176597.7,B3GNT5
Classical monocytes,ENSG00000099985.3,OSM
Classical monocytes,ENSG00000074660.11,SCARF1
Classical monocytes,ENSG00000073756.7,PTGS2
Classical monocytes,ENSG00000257877.1,RP3-462E2.3
Classical monocytes,ENSG00000197582.5,GPX1P1
Classical monocytes,ENSG00000268734.1,CTB-61M7.2
Classical monocytes,ENSG00000212176.1,RNA5SP207
Classical monocytes,ENSG00000225774.1,SIRPAP1
Classical monocytes,ENSG00000269810.1,AC015660.1
Classical monocytes,ENSG00000117525.9,F3
Classical monocytes,ENSG00000251442.1,RP11-792D21.2
Classical monocytes,ENSG00000252429.1,RNU7-29P
Classical monocytes,ENSG00000189127.3,ANKRD34B
Classical monocytes,ENSG00000115008.5,IL1A
Classical monocytes,ENSG00000226091.3,LINC00937
Classical monocytes,ENSG00000197046.7,SIGLEC15
Classical monocytes,ENSG00000234292.3,RP11-213H15.1
Classical monocytes,ENSG00000165801.5,ARHGEF40
Classical monocytes,ENSG00000135218.13,CD36
Classical monocytes,ENSG00000264831.1,MIR4260
Classical monocytes,ENSG00000130202.5,PVRL2
Classical monocytes,ENSG00000123689.5,G0S2
Classical monocytes,ENSG00000255833.1,TIFAB
Classical monocytes,ENSG00000254639.1,CTD-2589M5.5
Classical monocytes,ENSG00000242498.3,C15orf38
Classical monocytes,ENSG00000225873.1,LINC00694
Classical monocytes,ENSG00000122025.10,FLT3
Classical monocytes,ENSG00000169439.7,SDC2
Classical monocytes,ENSG00000105509.6,HAS1
Classical monocytes,ENSG00000164825.3,DEFB1
Classical monocytes,ENSG00000169248.8,CXCL11
Classical monocytes,ENSG00000232316.1,RP1-124C6.1
Classical monocytes,ENSG00000188056.7,TREML4
Classical monocytes,ENSG00000252645.1,RNU7-111P
Classical monocytes,ENSG00000202019.1,Y_RNA
Classical monocytes,ENSG00000256515.3,CCL3L3
Classical monocytes,ENSG00000140932.5,CMTM2
Classical monocytes,ENSG00000181634.7,TNFSF15
Classical monocytes,ENSG00000166920.6,C15orf48
Classical monocytes,ENSG00000180061.5,TMEM150B
Classical monocytes,ENSG00000259651.2,CTD-2330J20.1
Classical monocytes,ENSG00000251453.1,HAUS1P1
Classical monocytes,ENSG00000255587.3,RAB44
Classical monocytes,ENSG00000201367.1,RNU6-522P
Classical monocytes,ENSG00000259671.1,RP11-925D8.6
Classical monocytes,ENSG00000125968.7,ID1
Classical monocytes,ENSG00000111275.8,ALDH2
Classical monocytes,ENSG00000133808.4,MICALCL
Classical monocytes,ENSG00000171236.9,LRG1
Classical monocytes,ENSG00000196878.8,LAMB3
Classical monocytes,ENSG00000259379.1,RP11-925D8.5
Classical monocytes,ENSG00000125869.5,LAMP5
Classical monocytes,ENSG00000162881.5,OXER1
Classical monocytes,ENSG00000260078.3,RP11-44F14.1
Classical monocytes,ENSG00000177675.4,CD163L1
Classical monocytes,ENSG00000259687.1,RP11-293M10.5
Classical monocytes,ENSG00000204099.7,NEU4
Classical monocytes,ENSG00000149289.6,ZC3H12C
Classical monocytes,ENSG00000129538.9,RNASE1
Classical monocytes,ENSG00000199121.2,MIR26B
Classical monocytes,ENSG00000229436.1,AC073850.6
Classical monocytes,ENSG00000171714.10,ANO5
Classical monocytes,ENSG00000136689.14,IL1RN
Classical monocytes,ENSG00000181982.13,CCDC149
Classical monocytes,ENSG00000051128.14,HOMER3
Classical monocytes,ENSG00000269877.1,MIR371B
Classical monocytes,ENSG00000259626.2,RP11-925D8.2
Classical monocytes,ENSG00000184106.4,TREML3P
Classical monocytes,ENSG00000070371.11,CLTCL1
Classical monocytes,ENSG00000135636.9,DYSF
Classical monocytes,ENSG00000121316.6,PLBD1
Classical monocytes,ENSG00000130962.13,PRRG1
Classical monocytes,ENSG00000108179.9,PPIF
Classical monocytes,ENSG00000105967.11,TFEC
Classical monocytes,ENSG00000174776.6,WDR49
Classical monocytes,ENSG00000188158.10,NHS
Classical monocytes,ENSG00000269927.1,RP6-91H8.3
Classical monocytes,ENSG00000200235.1,SNORA27
Classical monocytes,ENSG00000150337.9,FCGR1A
Classical monocytes,ENSG00000233276.2,GPX1
Classical monocytes,ENSG00000199143.1,MIR373
Classical monocytes,ENSG00000252908.1,RNU6-1003P
Classical monocytes,ENSG00000205021.9,CCL3L1
Classical monocytes,ENSG00000239948.2,RN7SL368P
Classical monocytes,ENSG00000136235.11,GPNMB
Classical monocytes,ENSG00000111052.3,LIN7A
Classical monocytes,ENSG00000258413.1,RP11-665C16.6
Classical monocytes,ENSG00000204421.2,LY6G6C
Classical monocytes,ENSG00000133216.12,EPHB2
Classical monocytes,ENSG00000180340.5,FZD2
Classical monocytes,ENSG00000254554.1,RP11-351I24.1
Classical monocytes,ENSG00000235834.1,RP1-60N8.1
Classical monocytes,ENSG00000005381.6,MPO
Classical monocytes,ENSG00000228067.1,RP11-61J19.3
Classical monocytes,ENSG00000267519.2,MIR24-2
Classical monocytes,ENSG00000273341.1,RP5-899E9.1
Classical monocytes,ENSG00000125810.9,CD93
Classical monocytes,ENSG00000158163.10,DZIP1L
Classical monocytes,ENSG00000264081.1,AL136985.1
Classical monocytes,ENSG00000175352.6,NRIP3
Classical monocytes,ENSG00000062282.10,DGAT2
Classical monocytes,ENSG00000173083.10,HPSE
Classical monocytes,ENSG00000245293.2,RP11-286E11.1
Classical monocytes,ENSG00000042493.11,CAPG
Classical monocytes,ENSG00000119508.13,NR4A3
Classical monocytes,ENSG00000183657.2,PP13439
Classical monocytes,ENSG00000238806.1,snoU13
Classical monocytes,ENSG00000225690.1,TREML5P
Classical monocytes,ENSG00000104804.3,TULP2
Classical monocytes,ENSG00000229000.1,SEPT7P8
Classical monocytes,ENSG00000113494.12,PRLR
Classical monocytes,ENSG00000260466.1,RP4-536B24.2
Classical monocytes,ENSG00000156414.14,TDRD9
Classical monocytes,ENSG00000162711.12,NLRP3
Classical monocytes,ENSG00000114204.10,SERPINI2
Classical monocytes,ENSG00000158473.6,CD1D
Classical monocytes,ENSG00000259704.1,CTD-3094K11.1
Classical monocytes,ENSG00000100985.7,MMP9
Classical monocytes,ENSG00000139832.3,RAB20
Classical monocytes,ENSG00000141505.7,ASGR1
Classical monocytes,ENSG00000174705.7,SH3PXD2B
Classical monocytes,ENSG00000138061.7,CYP1B1
Classical monocytes,ENSG00000265345.1,MIR5188
Classical monocytes,ENSG00000092051.12,JPH4
Classical monocytes,ENSG00000146072.6,TNFRSF21
Classical monocytes,ENSG00000240093.1,AC093627.12
Classical monocytes,ENSG00000238150.1,AC008753.3
Classical monocytes,ENSG00000170153.6,RNF150
Classical monocytes,ENSG00000118515.7,SGK1
Classical monocytes,ENSG00000139053.2,PDE6H
Classical monocytes,ENSG00000139410.10,SDSL
Classical monocytes,ENSG00000103257.4,SLC7A5
Classical monocytes,ENSG00000198121.9,LPAR1
Classical monocytes,ENSG00000238841.1,snoU13
Classical monocytes,ENSG00000234871.1,LINC01032
Classical monocytes,ENSG00000269564.1,AC008753.4
Classical monocytes,ENSG00000227170.1,AF178030.2
Classical monocytes,ENSG00000254054.2,RP11-156K13.3
Classical monocytes,ENSG00000176170.9,SPHK1
Classical monocytes,ENSG00000114541.10,FRMD4B
Classical monocytes,ENSG00000236403.1,RP11-447M12.2
Classical monocytes,ENSG00000203804.3,ADAMTSL4-AS1
Classical monocytes,ENSG00000170275.10,CRTAP
Classical monocytes,ENSG00000011422.7,PLAUR
Classical monocytes,ENSG00000106004.4,HOXA5
Classical monocytes,ENSG00000226281.2,RP1-80N2.2
Classical monocytes,ENSG00000116096.5,SPR
Classical monocytes,ENSG00000065833.7,ME1
Classical monocytes,ENSG00000182566.8,CLEC4G
Classical monocytes,ENSG00000254826.1,CTD-2530H12.2
Classical monocytes,ENSG00000136830.7,FAM129B
Classical monocytes,ENSG00000109667.7,SLC2A9
Classical monocytes,ENSG00000182676.4,PPP1R27
Classical monocytes,ENSG00000145335.11,SNCA
Classical monocytes,ENSG00000163823.3,CCR1
Classical monocytes,ENSG00000198734.6,F5
Classical monocytes,ENSG00000162882.10,HAAO
Classical monocytes,ENSG00000165655.14,ZNF503
Classical monocytes,ENSG00000184232.4,OAF
Classical monocytes,ENSG00000152953.8,STK32B
Classical monocytes,ENSG00000264133.1,AC006953.1
Classical monocytes,ENSG00000178814.11,OPLAH
Classical monocytes,ENSG00000264508.1,RN7SL473P
Classical monocytes,ENSG00000188389.6,PDCD1
Classical monocytes,ENSG00000181444.8,ZNF467
Classical monocytes,ENSG00000163993.6,S100P
Classical monocytes,ENSG00000222040.3,ADRA2B
Classical monocytes,ENSG00000030582.12,GRN
Classical monocytes,ENSG00000204054.7,LINC00963
Classical monocytes,ENSG00000075618.13,FSCN1
Classical monocytes,ENSG00000234961.1,RP11-124N14.3
Classical monocytes,ENSG00000006327.9,TNFRSF12A
Classical monocytes,ENSG00000206557.5,TRIM71
Classical monocytes,ENSG00000130529.11,TRPM4
Classical monocytes,ENSG00000229781.1,AC013444.1
Classical monocytes,ENSG00000155254.8,MARVELD1
Classical monocytes,ENSG00000169403.7,PTAFR
Classical monocytes,ENSG00000019102.7,VSIG2
Classical monocytes,ENSG00000244242.1,IFITM10
Classical monocytes,ENSG00000226644.1,RP11-128M1.1
Classical monocytes,ENSG00000115107.15,STEAP3
Classical monocytes,ENSG00000270491.1,RP4-743O11.1
Classical monocytes,ENSG00000109743.6,BST1
Classical monocytes,ENSG00000263800.1,MIR5684
Classical monocytes,ENSG00000134463.10,ECHDC3
Classical monocytes,ENSG00000176641.6,RNF152
Classical monocytes,ENSG00000165457.9,FOLR2
Classical monocytes,ENSG00000273006.1,RP11-314C9.2
Classical monocytes,ENSG00000228264.1,RP11-350G8.7
Classical monocytes,ENSG00000258355.1,RP11-651L5.2
Classical monocytes,ENSG00000128311.9,TST
Classical monocytes,ENSG00000157227.8,MMP14
Classical monocytes,ENSG00000111981.4,ULBP1
Classical monocytes,ENSG00000104918.4,RETN
Classical monocytes,ENSG00000172232.5,AZU1
Classical monocytes,ENSG00000186188.6,FFAR4
Classical monocytes,ENSG00000211445.7,GPX3
Classical monocytes,ENSG00000228477.1,RP3-342P20.2
Classical monocytes,ENSG00000117480.11,FAAH
Classical monocytes,ENSG00000169413.2,RNASE6
Classical monocytes,ENSG00000124216.3,SNAI1
Classical monocytes,ENSG00000162444.11,RBP7
Classical monocytes,ENSG00000264584.1,RN7SL600P
Classical monocytes,ENSG00000166592.7,RRAD
Classical monocytes,ENSG00000106976.14,DNM1
Classical monocytes,ENSG00000266392.1,MIR4740
Classical monocytes,ENSG00000164251.4,F2RL1
Classical monocytes,ENSG00000161714.7,PLCD3
Classical monocytes,ENSG00000264590.1,RN7SL512P
Classical monocytes,ENSG00000271483.1,RP11-384A12.1
Classical monocytes,ENSG00000112053.9,SLC26A8
Classical monocytes,ENSG00000228323.2,AC008753.6
Classical monocytes,ENSG00000186642.11,PDE2A
Classical monocytes,ENSG00000201801.1,RNU5E-4P
Classical monocytes,ENSG00000168389.13,MFSD2A
Classical monocytes,ENSG00000143545.4,RAB13
Classical monocytes,ENSG00000151693.5,ASAP2
Classical monocytes,ENSG00000159374.13,M1AP
Classical monocytes,ENSG00000256552.2,RP11-113C12.4
Classical monocytes,ENSG00000242829.1,RPS26P21
Classical monocytes,ENSG00000171051.4,FPR1
Classical monocytes,ENSG00000256751.1,RP11-695J4.2
Classical monocytes,ENSG00000135094.6,SDS
Classical monocytes,ENSG00000149418.6,ST14
Classical monocytes,ENSG00000201519.1,RNU6-645P
Classical monocytes,ENSG00000249870.1,RP11-481C4.1
Classical monocytes,ENSG00000101384.7,JAG1
Classical monocytes,ENSG00000149573.4,MPZL2
Classical monocytes,ENSG00000273129.1,RP5-973M2.2
Classical monocytes,ENSG00000255221.2,CARD17
Classical monocytes,ENSG00000251230.1,RP11-701P16.5
Classical monocytes,ENSG00000159399.5,HK2
Classical monocytes,ENSG00000167210.12,LOXHD1
Classical monocytes,ENSG00000144597.9,EAF1
Classical monocytes,ENSG00000102007.6,PLP2
Classical monocytes,ENSG00000171174.9,RBKS
Classical monocytes,ENSG00000233096.1,RP11-520A21.1
Classical monocytes,ENSG00000251429.1,RP11-597D13.7
Classical monocytes,ENSG00000070019.3,GUCY2C
Classical monocytes,ENSG00000266320.1,MIR3909
Classical monocytes,ENSG00000250141.1,RP11-208N20.1
Classical monocytes,ENSG00000154856.8,APCDD1
Classical monocytes,ENSG00000185972.4,CCIN
Classical monocytes,ENSG00000272632.1,RP11-362F19.3
Classical monocytes,ENSG00000140848.12,CPNE2
Classical monocytes,ENSG00000116990.9,MYCL
Classical monocytes,ENSG00000234030.1,TMEM97P1
Classical monocytes,ENSG00000269620.1,AL590560.1
Classical monocytes,ENSG00000164920.5,OSR2
Classical monocytes,ENSG00000248208.1,RP11-153M7.1
Classical monocytes,ENSG00000259001.2,RPPH1
Classical monocytes,ENSG00000112303.9,VNN2
Classical monocytes,ENSG00000090013.5,BLVRB
Classical monocytes,ENSG00000141447.12,OSBPL1A
Classical monocytes,ENSG00000043591.4,ADRB1
Classical monocytes,ENSG00000269089.1,AP003733.1
Classical monocytes,ENSG00000255098.1,RP11-481A20.11
Classical monocytes,ENSG00000103569.5,AQP9
Classical monocytes,ENSG00000232973.7,CYP1B1-AS1
Classical monocytes,ENSG00000085871.4,MGST2
Classical monocytes,ENSG00000252220.1,RNU6-977P
Classical monocytes,ENSG00000006118.10,TMEM132A
Classical monocytes,ENSG00000106546.8,AHR
Classical monocytes,ENSG00000135678.7,CPM
Classical monocytes,ENSG00000249437.3,NAIP
Classical monocytes,ENSG00000134222.12,PSRC1
Classical monocytes,ENSG00000136026.9,CKAP4
Classical monocytes,ENSG00000198805.7,PNP
Classical monocytes,ENSG00000206652.1,RNU1-1
Classical monocytes,ENSG00000273272.1,CTA-384D8.34
Classical monocytes,ENSG00000122547.6,EEPD1
Classical monocytes,ENSG00000019169.9,MARCO
Classical monocytes,ENSG00000168268.6,NT5DC2
Classical monocytes,ENSG00000198853.7,RUSC2
Classical monocytes,ENSG00000152377.8,SPOCK1
Classical monocytes,ENSG00000060558.3,GNA15
Classical monocytes,ENSG00000153823.14,PID1
Classical monocytes,ENSG00000230013.1,RP11-217B7.3
Classical monocytes,ENSG00000132334.12,PTPRE
Classical monocytes,ENSG00000236936.1,RP3-329E20.2
Classical monocytes,ENSG00000069399.8,BCL3
Classical monocytes,ENSG00000138755.5,CXCL9
Classical monocytes,ENSG00000008516.12,MMP25
Classical monocytes,ENSG00000125657.3,TNFSF9
Classical monocytes,ENSG00000138829.6,FBN2
Classical monocytes,ENSG00000072840.8,EVC
Classical monocytes,ENSG00000257718.1,RP11-396F22.1
Classical monocytes,ENSG00000164403.10,SHROOM1
Classical monocytes,ENSG00000055957.6,ITIH1
Classical monocytes,ENSG00000271064.1,RP11-792A8.3
Classical monocytes,ENSG00000164023.10,SGMS2
Classical monocytes,ENSG00000207005.1,RNU1-2
Classical monocytes,ENSG00000200389.1,RNU6-509P
Classical monocytes,ENSG00000232640.1,RP1-266L20.2
Classical monocytes,ENSG00000230201.4,ATP6V0CP1
Classical monocytes,ENSG00000258922.1,CTD-2313J17.1
Classical monocytes,ENSG00000131187.5,F12
Classical monocytes,ENSG00000003147.13,ICA1
Classical monocytes,ENSG00000239911.1,PRKAG2-AS1
Classical monocytes,ENSG00000105048.12,TNNT1
Classical monocytes,ENSG00000132681.12,ATP1A4
Classical monocytes,ENSG00000020181.13,GPR124
Classical monocytes,ENSG00000248626.1,GAPDHP40
Classical monocytes,ENSG00000082014.12,SMARCD3
Classical monocytes,ENSG00000085265.6,FCN1
Classical monocytes,ENSG00000070731.5,ST6GALNAC2
Classical monocytes,ENSG00000139112.6,GABARAPL1
Classical monocytes,ENSG00000197272.2,IL27
Classical monocytes,ENSG00000166578.5,IQCD
Classical monocytes,ENSG00000257058.1,RP11-864I4.4
Classical monocytes,ENSG00000167874.6,TMEM88
Classical monocytes,ENSG00000170837.2,GPR27
Classical monocytes,ENSG00000049860.9,HEXB
Classical monocytes,ENSG00000142405.17,NLRP12
Classical monocytes,ENSG00000142494.9,SLC47A1
Classical monocytes,ENSG00000267551.3,AC005264.2
Classical monocytes,ENSG00000074964.12,ARHGEF10L
Classical monocytes,ENSG00000123405.9,NFE2
Classical monocytes,ENSG00000223552.1,RP11-24F11.2
Classical monocytes,ENSG00000251586.1,TET2-AS1
Classical monocytes,ENSG00000133816.9,MICAL2
Classical monocytes,ENSG00000101188.4,NTSR1
Classical monocytes,ENSG00000223138.1,RNA5SP450
Classical monocytes,ENSG00000226816.2,AC005082.12
Classical monocytes,ENSG00000131724.6,IL13RA1
Classical monocytes,ENSG00000107821.10,KAZALD1
Classical monocytes,ENSG00000140332.11,TLE3
Classical monocytes,ENSG00000259294.1,CTA-339C12.1
Classical monocytes,ENSG00000259717.1,LINC00677
Classical monocytes,ENSG00000197006.9,METTL9
Classical monocytes,ENSG00000268199.2,CTD-3137H5.1
Classical monocytes,ENSG00000258820.1,RP11-293M10.2
Classical monocytes,ENSG00000266983.1,CTC-232P5.1
Classical monocytes,ENSG00000250510.3,GPR162
Classical monocytes,ENSG00000166825.9,ANPEP
Classical monocytes,ENSG00000125812.11,GZF1
Classical monocytes,ENSG00000185340.11,GAS2L1
Classical monocytes,ENSG00000090339.4,ICAM1
Classical monocytes,ENSG00000100365.10,NCF4
Classical monocytes,ENSG00000076067.7,RBMS2
Classical monocytes,ENSG00000242048.2,RP13-452N2.1
