gs_name
d5_KLRG1hi_Runx3_promoted
d5_KLRG1hi_Runx3_repressed
d5_KLRG1lo_Runx3_promoted
d5_KLRG1lo_Runx3_repressed
GSE132110_Tim3pos_vs_Tim3neg---Tim3neg
GSE132110_Tim3pos_vs_Tim3neg---Tim3pos
GSE68056_WT_vs_Blimp1KO---Blimp1KO
GSE68056_WT_vs_Blimp1KO---WT
GSE68056_WT_vs_Il2raKO---Il2raKO
GSE68056_WT_vs_Il2raKO---WT
GSE68056_WT_vs_Tbx21KO---Tbx21KO
GSE68056_WT_vs_Tbx21KO---WT
GSE72408_WT_vs_Tbx21KO---Tbx21KO
GSE72408_WT_vs_Tbx21KO---WT
GSE72408_WT_vs_Zeb2KO---WT
GSE72408_WT_vs_Zeb2KO---Zeb2KO
klf2_promoted
klf2_repressed
Tcf7_promoted
Tcf7_repressed
Tox_promoted
Tox_repressed
best_cluster_1
best_cluster_2
best_cluster_3
best_cluster_4
best_cluster_5
best_cluster_6
best_cluster_7
best_cluster_8
best_cluster_9
best_cluster_10
NAV_dn
NAV_up
Act48h_dn
Act48h_up
EE_dn
EE_up
TE_dn
TE_up
MP_dn
MP_up
DP_dn
DP_up
MEM_dn
MEM_up
EXH_dn
EXH_up
Yao_EXH
Yao_MP
Yao_PRO
TRM_biased
TE_biased
JJM_CirculatingSignature
JJM_TrmSignature
Texprog1_dn
Texprog1_up
Texprog2_dn
Texprog2_up
Texint_dn
Texint_up
Texterm_dn
Texterm_up
Tim3negBlimp1neg
Tim3posBlimp1pos
