UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	11
0	0
0	7
0	0
0	0
0	0
0	0
0	0
29	65
0	0
4	11
5	3
1	0
0	0
0	0
0	0
0	0
0	17
31	57
0	45
0	12
0	9
0	0
0	0
0	0
6	18
2	18
0	0
0	0
0	0
0	0
0	19
0	2
2	68
0	23
1	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	4
0	4
0	3
0	2
0	0
0	1
0	0
0	15
0	17
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
4	11
0	11
0	3
0	0
1	0
1	0
0	1
0	0
0	0
0	0
0	0
1	18
259	39
4	11
0	10
0	0
0	0
0	0
3	0
0	13
3	39
1	19
5	3
1	0
0	0
0	0
0	0
0	0
5	11
0	0
0	0
5	2
0	24
0	0
4	27
0	0
30	22
0	9
0	9
0	0
0	0
1	0
13	0
0	4
0	4
0	658
0	657
397	653
0	0
0	0
0	0
0	1
0	1
4	0
0	3
0	3
0	0
1	0
0	0
0	1
0	4
0	1
0	24
4	13
0	0
0	0
0	0
3	4
0	4
0	0
24	0
0	0
0	0
0	9
0	7
142	6
6	6
32	0
4	0
10	0
43	0
29	0
4	0
6	4
0	3
20	0
21	5
115	5
16	0
23	0
30	0
15	0
23	0
28	0
0	0
0	0
0	0
0	1
0	1
0	1
4	4
0	4
0	3
0	3
19	0
11	50
0	0
0	0
0	18
34	2
0	18
0	9
0	18
0	2
0	2
0	68
0	68
0	0
0	0
2	0
0	0
0	0
0	0
0	215
0	0
0	18
0	8
4	0
61	23
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	96
0	93
0	96
0	93
0	96
0	93
0	4
0	1
0	1
0	96
219	34180
0	0
0	0
0	0
1	0
1	0
5	1963
0	1924
0	1917
0	49
0	0
0	0
0	49
1	13
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	1
0	61
0	61
0	61
0	0
3	156
0	110
0	0
0	0
0	0
0	0
0	12
0	30
0	0
0	5
0	30
4	0
0	0
0	0
1	8
1	283
0	282
0	0
0	2
0	1
0	0
0	0
0	17
12	5
0	0
0	0
0	0
0	0
0	0
0	0
0	54
0	4
0	0
0	0
0	0
0	0
0	7
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	45
0	0
0	0
115	201
1	119
0	91
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	311
72	852
0	305
0	303
0	6
0	283
0	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
