UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	194
0	1486
66	28
219	22
1	11
72	116
4	0
85	33
0	58
444	0
0	4
37	28
52	173
0	139
5	0
2	7
114	13
1	0
13	0
1	12
5	0
170	0
28	0
0	103
46	0
0	74
39	33
482	93
0	312
0	11
111	0
123	0
23	0
0	0
0	177
0	359
0	437
496	0
0	53
0	97
220	0
117	0
235	0
12	15
0	0
0	8
24	8
24	0
15	8
14	17
20	17
0	0
11	0
124	0
1	215
438	0
0	84
1248	0
184	0
2	0
638	274
0	194
54	274
220	0
168	26
182	0
233	0
686	0
157	0
199	0
66	0
239	0
13	0
143	0
64	0
99	0
55	0
639	0
14	0
0	0
20	0
111	0
146	0
0	0
117	0
150	0
8	0
0	0
4	0
63	0
63	0
66	0
3	0
34	0
4	0
13	0
63	0
458	215
34	84
19	1486
13	28
27	22
0	11
26	116
42	58
0	4
149	47
55	173
89	143
1	0
32	7
0	0
283	103
292	74
421	312
22	11
0	0
160	177
324	359
1159	437
25	53
95	97
0	15
38	0
54	0
279	0
118	0
64	0
101	0
117	0
0	0
112	0
0	0
46	0
251	0
177	26
157	6
513	0
0	0
0	32
0	106
0	109
0	465
0	87
0	19
0	6
0	82
0	102
0	2
0	2
0	0
0	0
0	0
0	0
16	12
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	1
0	1
0	0
0	0
5	12
0	6
5	3
0	8
0	2
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	130
0	133
0	106
0	126
0	0
0	1890
0	1890
0	0
0	0
0	0
0	0
1	2
0	0
0	0
0	0
0	0
0	0
6	117
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
6	49
0	0
0	0
0	0
0	0
0	0
0	4
0	0
1	4
0	0
0	0
0	0
0	0
0	0
0	4
0	4
1	31
0	43
0	52
1	17
0	17
0	44
0	36
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	0
0	0
0	0
0	0
0	1
0	0
0	1
3	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
11	449
11	410
0	279
0	212
0	137
0	339
0	0
0	1
0	1
0	0
0	1
0	0
0	73
0	67
0	0
0	39
0	115
0	121
21	474
