gs_name,gene_symbol
Th17_vs_Th1-or-Treg,Scrn1
Th17_vs_Th1-or-Treg,Aatk
Th17_vs_Th1-or-Treg,Tead1
Th17_vs_Th1-or-Treg,Lrrn3
Th17_vs_Th1-or-Treg,Egln3
Th17_vs_Th1-or-Treg,Kit
Th17_vs_Th1-or-Treg,Grid2Ip
Th17_vs_Th1-or-Treg,Il4I1
Th17_vs_Th1-or-Treg,Lonrf3
Th17_vs_Th1-or-Treg,Msc
Th17_vs_Th1-or-Treg,Plch1
Th17_vs_Th1-or-Treg,Fes
Th17_vs_Th1-or-Treg,Npas2
Th17_vs_Th1-or-Treg,Bend7
Th17_vs_Th1-or-Treg,Ston1
Th17_vs_Th1-or-Treg,Ttll2
Th17_vs_Th1-or-Treg,Itpka
Th17_vs_Th1-or-Treg,Cfap161
Th17_vs_Th1-or-Treg,Lrrk2
Th17_vs_Th1-or-Treg,Ltk
Th17_vs_Th1-or-Treg,Wnt11
Th17_vs_Th1-or-Treg,Fsbp
Th17_vs_Th1-or-Treg,Sema6C
Th17_vs_Th1-or-Treg,Hrh4
Th17_vs_Th1-or-Treg,Samd11
Th17_vs_Th1-or-Treg,Rnf144B
Th17_vs_Th1-or-Treg,Nmur1
Th17_vs_Th1-or-Treg,Fa2H
Th17_vs_Th1-or-Treg,Gda
Th17_vs_Th1-or-Treg,Frem2
Th17_vs_Th1-or-Treg,Trpa1
Th17_vs_Th1-or-Treg,Il17Re
Th17_vs_Th1-or-Treg,Tspan15
Th17_vs_Th1-or-Treg,Adora1
Th17_vs_Th1-or-Treg,Cdh4
Th17_vs_Th1-or-Treg,Pld1
Th17_vs_Th1-or-Treg,Cd101
Th17_vs_Th1-or-Treg,Rgs18
Th17_vs_Th1-or-Treg,Zfp92
Th17_vs_Th1-or-Treg,Nr1D1
Th17_vs_Th1-or-Treg,Ahrr
Th17_vs_Th1-or-Treg,Prss21
Th17_vs_Th1-or-Treg,Abo
Th17_vs_Th1-or-Treg,Kif26A
Th17_vs_Th1-or-Treg,Fam189A2
Th17_vs_Th1-or-Treg,Slc4A10
Th17_vs_Th1-or-Treg,Il18
Th17_vs_Th1-or-Treg,Ctnnd2
Th17_vs_Th1-or-Treg,Fsd1
Th17_vs_Th1-or-Treg,Bend4
Th17_vs_Th1-or-Treg,Col5A3
Th17_vs_Th1-or-Treg,Gipc2
Th17_vs_Th1-or-Treg,Matn2
Th17_vs_Th1-or-Treg,Elovl4
Th17_vs_Th1-or-Treg,Map3K4
Th17_vs_Th1-or-Treg,Col17A1
Th17_vs_Th1-or-Treg,Deup1
Th17_vs_Th1-or-Treg,Gpr150
Th17_vs_Th1-or-Treg,Car2
Th17_vs_Th1-or-Treg,Rnf182
Th17_vs_Th1-or-Treg,Espn
Th17_vs_Th1-or-Treg,Ube2E2
Th17_vs_Th1-or-Treg,St6Galnac1
Th17_vs_Th1-or-Treg,Mgat5B
Th17_vs_Th1-or-Treg,Cav2
Th17_vs_Th1-or-Treg,Add2
Th17_vs_Th1-or-Treg,Gng12
Th17_vs_Th1-or-Treg,Fry
Th17_vs_Th1-or-Treg,Cd163L1
Th17_vs_Th1-or-Treg,Rnf152
Th17_vs_Th1-or-Treg,Nefl
Th17_vs_Th1-or-Treg,Ptpn13
Th17_vs_Th1-or-Treg,Car10
Th17_vs_Th1-or-Treg,Rorc
Th17_vs_Th1-or-Treg,B3Galt2
