gene_name,WT2-Day5-EEC,WT2-Day5-SLEC,KO2-Day5-EEC,KO2-Day5-SLEC,WT3-Day5-EEC,WT3-Day5-SLEC,KO3-Day5-EEC,KO3-Day5-SLEC,WT2-Day8-EEC,WT2-Day8-SLEC,WT2-Day8-MPEC,KO2-Day8-EEC,KO2-Day8-SLEC,KO2-Day8-MPEC,WT3-Day8-EEC,WT3-Day8-SLEC,WT3-Day8-MPEC,KO3-Day8-EEC,KO3-Day8-SLEC,KO3-Day8-MPEC
Gm4951,0.174875,0.411409,0.258008,0.235248,0,0.149558,0.239645,0.245399,0.356576,0.067325,0.066109,0.353324,0.477268,0.727583,0.072031,0.174135,0.032257,0.207983,0.341492,0.456164
Gm49510,0,0,0.015168,0,0,0,0,0,0,0.016602,0.013045,0,0,0,0.015389,0.013366,0.014477,0,0,0
Gm4952,0.068689,0.213223,0.07507,0.097127,0,0,0.059913,0,0.214473,0.077022,0,0.119245,0.070993,0,0.068565,0,0,0,0.054368,0.177154
Gm4953,0.131487,0,0,0.32585,0,0,0,0.117202,0.109961,0.270569,0.220643,0.241663,0.251602,0.128874,0.426891,0.326148,0.127823,0.34687,0.4475,0.27791
Gm4954,0,0,0,0,0,0,0,0,0.087868,0,0,0.050582,0,0,0.049203,0,0,0,0,0
Gm4956,0.62856,0.616865,0.690498,1.429734,0.343265,0.463176,0,0.944521,0.378804,0,0.066755,0.333183,0,0,0.040418,0.048905,0.226612,0.068826,0.20017,0.125091
Gm4959,0.042854,0,0.049017,0.039066,0.049716,0.085918,0.208832,0.128549,0.114442,0.143117,0.049218,0.175473,0,0.140411,0,0,0.043831,0,0.078397,0.145147
Gm4960,0,0,0.047061,0,0,0.028558,0.049849,0,0,0.048061,0,0,0,0.093987,0,0,0.044653,0,0.039767,0.072282
Gm4962,0,0.016169,0,0.025534,0,0.047704,0.015299,0,0.090899,0,0.012274,0,0.075619,0.029993,0.030051,0.028451,0,0.036632,0.026563,0.022581
Gm4963,0.288203,0.747647,0.289294,0,0.295823,0,0.2791,0.278107,0.219679,0,0,0.269228,0.553302,0,0.25315,0.214462,0.263245,0.229062,0,0.474193
Gm4968,0.120361,0.072876,0.133515,0.051759,0.076365,0.038479,0.208045,0.057063,0.246251,0.153676,0.106508,0.183067,0.086521,0,0.056604,0,0.120611,0.193306,0.051896,0.152728
Gm4969,0,0,0.020415,0,0,0.138578,0,0,0.403362,0,0.018798,0.019318,0.071162,0.022494,0.009322,0,0.019285,0,0.075784,0.017719
Gm4971,0,0.047773,0,0.141205,0.179094,0.151758,0,0,0.302358,0.255728,0.64363,0.306574,0.108061,0.083019,0.745637,0.101994,0.621714,0.107193,0.063129,0.160861
Gm4972,0,0,0,0,0,0,0,0,0,0,0.060112,0.067525,0,0,0,0,0,0,0.061369,0
Gm4973,0,0,0,0,0.072151,0,0,0,0,0.068481,0.056293,0.031293,0.063346,0.033471,0,0.027332,0,0.02847,0,0
Gm4974,0.052688,0,0,0.05177,0.060657,0,0.179372,0,0,0.057399,0.211496,0.052164,0,0,0,0,0,0,0,0.043147
Gm4977,0.209876,0.04238,0.297776,0.102583,0.241079,0.1321,0.1962,0.101541,0.119668,0.152586,0.061674,0.208505,0.064861,0.177977,0.033234,0.209086,0.113375,0.169046,0.096895,0.203487
Gm4978,0.273464,0.08034,0,0.243383,0,0.526941,0.073182,0.217022,0.141248,0.080466,0.368702,0.068509,0.298797,0.071175,0.312065,0.06431,0,0.463468,0.254717,0.512979
Gm498,0,0,0,0,0,0.114804,0,0,0.515921,0,0,0,0.061874,0.046963,0,0.153279,0,0,0.08053,0
Gm4981,0,0,0,0,0,0.042546,0,0,0.437735,0,0.045244,0.052626,0.046909,0,0,0.064217,0,0.042855,0.044391,0.024749
Gm4982,0,0.024158,0,0,0,0,0,0,0.273398,0,0,0,0.019818,0,0,0,0,0,0.035493,0
Gm4984,0.219393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4985,0,0,0,0.031138,0,0,0,0,0,0.037339,0,0,0,0,0,0.029842,0,0,0.030915,0
Gm4986,0.109916,0,0.17204,0.090979,0.134212,0.384884,0,0.722711,0.273666,0.111852,0.184957,0.311744,0.112338,0.129302,0,0.347542,0.213136,0.100646,0.186349,0.662504
Gm4987,0.610018,0.223594,0.175641,0.138558,0,0.356102,0.292352,0.53533,0.28477,0.706115,0.143186,0.193643,0.197286,0.675141,0.15977,0,0.33834,0.41577,0.219394,0.53965
Gm4989,0,0,0,0,0,0,0,0,0,0,0,0.063292,0,0,0,0,0,0,0.057697,0
Gm4991,0.053252,0,0.084557,0.02409,0,0.069626,0,0,0,0,0,0,0,0,0,0.046147,0,0,0,0
Gm4992,0,0,0,0,0,0,0,0,0,0,0,0.065601,0,0,0,0,0,0,0,0
Gm4993,0,0,0.11712,0,0,0,0,0,0.128209,0,0,0,0,0,0.035649,0,0,0,0,0
Gm4994,0.06885,0,0,0.055733,0.038759,0.135565,0.183677,0.033883,0.241762,0.164274,0.045971,0.265872,0.2446,0.081533,0.150395,0.019187,0.105278,0.100913,0.110991,0.207872
Gm4995,0.493965,0.212402,0.330711,0.130629,0.353566,0,0,0.286788,0.267042,0.164651,0.270911,0.295525,0.465301,0,0.148911,0.265922,0.315194,0.43087,0.689257,0.11123
Gm4996,0,0,0,0,0,0.038818,0,0,0.052348,0,0,0,0,0,0,0,0,0,0,0.048232
Gm4997,0.910901,0.550223,0,0.221958,0.238448,1.023042,0.465055,0.207577,0.178407,0.218799,0.177642,0.389983,0,1.327115,0.200794,0.176155,0.464436,0,0.7333,0.739473
Gm5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5010,0,0,0,0,0,0,0,0,0,0,0.290722,0,0.346658,0,0,0,0,0,0,0
Gm5023,0,0,0,0,0,0,0,0,0,0,0,0.17612,0.091082,0,0,0,0,0,0,0
Gm5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17013,0.164769,0
Gm5034,0,0,0,0,0,0.103356,0,0,0.140081,0,0,0,0,0,0,0,0,0.074107,0,0
Gm5035,0,0.059944,0,0,0,0,0,0,0.168474,0,0,0,0.024436,0.077334,0.07095,0.021125,0,0.02209,0.043698,0
Gm5037,0,0,0.308663,0,0.107524,0,0.105671,0,0.509536,0,0,0,0.095161,0,0,0.081144,0,0.086512,0,0
Gm5039,0,0.031756,0,0,0.057991,0.013974,0.048662,0,0.220717,0,0.021963,0.064361,0.048482,0,0,0.037527,0,0.021485,0.02112,0
Gm5040,0.161317,0.077755,0.209624,0.129484,0.222002,0.836673,0.076799,0.385915,0.050875,0.068427,0.48907,0.070666,0.063476,0.204854,0.150128,0,0.071584,0.181936,0,0.126343
Gm5043,0,0,0,0,0,0.036629,0,0,0,0,0,0.057823,0,0,0,0,0,0,0.054815,0
Gm5049,0,0.061978,0,0,0,0,0,0.02528,0.122057,0.055628,0.02285,0,0,0.05607,0.02481,0.022214,0,0.071989,0.092119,0.124
Gm5050,0,0,0.057088,0,0.071738,0.040054,0.140597,0.060437,0.217543,0.067264,0,0.187204,0,0.274686,0,0,0,0,0.069898,0.154767
Gm5051,0,0,0.131377,0.106055,0,0.077638,0,0.236848,0.396746,0.461959,0.325903,0.236955,0.377077,0,0.186018,0.372003,0,0.112993,0.116807,0.130099
Gm5053,0,0,0,0,0,0,0.054278,0,0.396339,0.052336,0.0215,0,0.050814,0,0.023322,0,0,0,0,0
Gm5054,0,0,0,0,0,0.087725,0.309284,0.184011,0,0,0,0,0,0,0,0,0,0,0,0
Gm5055,0.321107,0.14708,0,0.275573,0.115895,0.560443,0.241958,0.601827,0.626537,0.348171,0.090585,0.293314,0.104755,0,0,0.09037,0.330941,0.493396,0.366924,0.324019
Gm5058,0,0,0,0,0,0,0,0,0.056739,0,0,0,0.131707,0.067612,0,0.056552,0.067259,0,0,0
Gm5060,0,0,0,0,0,0,0,0,0.153908,0,0,0,0,0,0,0,0,0,0,0
Gm5065,0,0,0,0,0,0.187963,0,0,0.076045,0,0,0,0.087165,0,0,0,0,0,0,0
Gm5066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056655,0,0,0,0,0
Gm5067,0,0,0,0,0,0,0,0,0.133125,0,0,0.04367,0.088948,0,0.04254,0,0,0,0.039344,0
Gm5069,0.066818,0.137596,0.361647,0.211129,0.285486,0.243817,0.1146,0.032899,0.270541,0.225272,0.16322,0.137242,0.31131,0.315783,0.175289,0.148976,0.175768,0.502995,0.312666,0.1631
Gm5070,0.060554,0.078764,0,0.231089,0.331443,0,0.070004,0,0.11435,0,0.191878,0.121196,0,0,0.068385,0.075195,0.067198,0,0,0.047691
Gm5071,0,0,0,0,0,0.027408,0,0,0.036731,0,0,0,0,0,0,0.036849,0,0,0,0
Gm5072,0,0,0,0,0,0.027408,0,0,0.036731,0,0,0.126059,0.042608,0,0,0,0,0,0,0
Gm5073,0,0,0,0,0,0,0,0,0,0,0.050691,0,0,0,0,0,0,0.051829,0,0.045678
Gm5075,0.401576,0.126283,0.496484,0.223778,0.107368,0.081315,0.112823,0.350807,0.297351,0.502519,0.511346,0.212523,0.87982,0.351752,0.265323,0.722286,0.373822,0.105657,0.093656,0.126037
Gm5080,0,0,0,0.115744,0,0,0,0,0.337116,0.140803,0,0.191225,0.19574,0.342003,0,0.056351,0.131719,0.059201,0.232752,0.25756
Gm5089,0.057403,0.09501,0.125289,0.035975,0.269833,0.268845,0.155486,0.311923,0.217287,0.171325,0.123199,0.039325,0.059235,0.042132,0,0,0.019754,0.053195,0.070952,0.049854
Gm5100,0,0,0,0,0.105666,0.109806,0,0,0.078838,0.098207,0,0,0,0.382102,0,0.159696,0,0,0.071923,0.071538
Gm5105,0,0,0,0,0,0.093651,0,0,0.042024,0,0,0,0.024351,0,0.047057,0.021082,0,0,0,0
Gm5108,0,0.842676,0.338977,0.126567,0.36304,0.129346,0.228077,0,10.979577,0.442071,0.97465,4.009298,0.272991,0.32314,0.193695,0.515426,0.141784,0.818798,1.499572,0.288989
Gm5110,0,0,0.043667,0,0.047114,0.026601,0.046265,0.040249,0.071114,0.044624,0,0,0,0.043631,0.039896,0.107033,0,0.074447,0,0.033654
Gm5114,0,0,0,0,0,0.05503,0.028276,0,0.079568,0.019363,0.052633,0.050609,0.025376,0.04029,0.102589,0,0.054604,0,0.056449,0.034785
Gm5116,0,0,0.070246,0,0,0,0,0,0,0,0,0,0,0.067612,0.192159,0,0,0.241382,0,0.047929
Gm5117,0,0,0,0,0,0,0.017775,0,0,0,0,0,0.015852,0,0,0,0,0.014143,0,0
Gm5119,0.165971,0.206447,0.172879,0.143055,0.187136,0.051679,0.181813,0.155628,0.140159,0.175221,0.072056,0,0.284743,0.085525,0.163094,0.140963,0,0,0.232454,0.063017
Gm5120,0,0.038845,0.017141,0,0,0,0.018234,0,0.041938,0,0,0,0.016216,0,0,0,0,0,0,0.055073
Gm5121,0.518781,0.367111,0.198401,0.418872,0.135338,0.505445,0.429074,0.463436,0.498391,0.102919,0.339602,0.087399,0.10273,0.10858,0.647968,0.460285,0.212427,0.361549,0.080213,0.344971
Gm5124,0,0,0,0,0,0,0,0,0.035068,0,0,0,0,0.021513,0,0.034929,0,0.018259,0,0.016963
Gm5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5127,0.17228,0.400851,0,0.121052,0,0.108569,0,0.236782,0.024522,0,0.177852,0.044127,0.19961,0.029627,0.07634,0.16851,0.228832,0.025563,0.025485,0.093002
Gm5128,0.075632,0,0,0,0,0.039986,0.04632,0,0,0,0,0,0,0,0,0,0,0.01762,0,0.008397
Gm5129,0,1.471502,0.296126,0.462347,0,0.168933,0.909246,0,2.925587,2.211023,1.069895,1.839828,1.62911,0,2.287815,2.458149,1.001338,3.215276,1.597702,0.198717
Gm5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109996,0,0,0,0
Gm5131,0,0,0,0,0,0,0,0,0,0,0.030862,0,0,0,0.033445,0,0,0,0,0
Gm5133,0,0.123001,0,0.030505,0,0,0,0,0,0,0,0,0.033767,0,0.065295,0,0,0,0,0
Gm5134,0.065308,0,0.143195,0.024771,0.12329,0.079212,0.186214,0.026837,0.198797,0.077271,0.084603,0.16229,0.02709,0.072432,0.073741,0.046936,0.216551,0.10932,0.048722,0.524634
Gm5135,0,0.119768,0.302089,0,0.327363,0,0,0,0,0.101706,0.08332,0.111451,0.097107,0,0,0.081591,0.096044,0.172808,0,0
Gm5136,0,0,0,0,0.073843,0,0.033458,0,0,0.032263,0,0,0,0.063294,0,0,0.119403,0,0,0.049404
Gm5139,0.42986,0.514455,0,0,0,0.229975,0.428185,0.347687,0,0,0,0,0,0,0,0,0,0,0.327491,0
Gm5141,9.48219,8.662584,5.682169,4.236288,6.886305,6.348742,8.149301,9.524835,7.384607,4.401321,4.668081,4.59224,3.748823,3.048096,5.898234,6.680858,3.55224,4.585294,5.323228,4.756224
Gm5147,0.061049,0,0.065093,0,0,0.04783,0,0.06041,0,0,0,0,0,0.070256,0.062249,0.052929,0,0.052462,0,0.049482
Gm5148,3.748765,3.885486,6.139507,3.177955,4.736354,8.264938,8.158273,5.89662,7.365625,4.052269,6.807925,6.847006,5.758434,12.461424,6.727517,4.846859,7.192295,6.139858,4.257,11.51376
Gm5150,0.148398,0.427741,0,0.158839,0,0,0,0.6548,0.424926,0,0.062579,0.278543,1.231807,0.709141,0,0.060901,0.317849,0.412338,0.36525,0.26072
Gm5152,0,0,0,0,0.193308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050989
Gm5154,0,0,0,0,0,0,0,0,0.247213,0,0,0,0,0,0,0,0,0,0,0
Gm5157,0.271453,0,2.375317,0.341568,0.094157,0.234536,1.519213,0.200577,2.948277,0.390691,2.19686,6.918976,0.501592,8.201031,2.079637,0.477443,2.309693,3.69372,0.483126,4.941773
Gm5159,0,0,0,0,0,0,0,0,0.068954,0,0.090033,0.048831,0.077188,0.026163,0,0,0,0.022088,0,0.034556
Gm5161,0,0,0,0,0,0,0,0,0.137268,0,0,0,0,0,0,0,0.055044,0,0,0.043908
Gm5166,0,0,0,0,0,0,0,0,0,0.101555,0,0,0,0,0,0,0.191708,0.086186,0,0
Gm5168,0,0,0,0,0,0,0,0,0,0,0,0.093089,0,0,0,0,0,0,0,0
Gm5169,0,0,0,0,0,0,0,0,0,0,0.061787,0,0,0,0,0,0,0,0,0
Gm5171,0,0,0,0,0,0,0.033391,0,0,0,0,0,0.0927,0,0,0,0,0,0.110228,0
Gm5173,0.047079,0.115552,0.251591,0.127732,0.1357,0,0.053166,0.323792,0.04092,0.214777,0.04909,0.486646,0.238885,0.334601,0.04594,0,0.143375,0.128883,0.314919,0.17818
Gm5174,0,0,0,0,0,0,0,0,0.119787,0,0,0.028911,0,0,0,0,0,0,0,0
Gm5175,0.677823,0.558118,0.347793,0.284255,0.754038,0.350938,0.540529,0.519602,0.561946,0.116381,0.191945,0.104491,0.217986,0.244043,0.105284,0.093078,0.221589,0.318749,0.096158,0.081719
Gm5176,0.41443,0.433396,0.145907,0.127225,0.53976,0.274522,0.335528,0.426522,0.057944,0.163738,0.060348,0.0865,0.035583,0.096779,0.069984,0.030157,0.068271,0.273087,0.494524,0.08567
Gm5177,0.103596,0.040456,0.07472,0.008889,0.027087,0.045472,0.076821,0.051102,0.195263,0.034347,0.091686,0.093972,0.020332,0.031037,0.078193,0.10015,0.040508,0.255269,0.121917,0.295926
Gm5178,0,0,0,0,0,0,0,0,0.219247,0,0.045122,0,0,0,0.049255,0.043984,0,0,0,0
Gm5181,0,0,0.048834,0,0,0,0,0,0.158953,0.049856,0,0.181632,0,0,0,0,0,0.083302,0.032097,0
Gm5182,0.006227,0,0,0,0,0,0,0,0.053103,0.006876,0,0,0,0,0,0,0,0,0,0
Gm5183,0,0,0,0,0,0,0,0,0,0,0,0.079876,0,0,0,0,0,0,0,0.063536
Gm5184,0,0,0,0,0,0,0,0,0,0,0,0,0.024274,0,0,0,0.024348,0,0,0
Gm5185,0,0,0.089524,0,0,0,0,0,0,0,0.223216,0.081795,0,0,0,0,0,0,0,0.06489
Gm5186,0,0,0,0,0,0,0,0,0.042705,0,0,0,0,0.104243,0.047758,0,0,0,0.088339,0.0798
Gm5187,0.044748,0,0,0,0,0.057963,0.085844,0,0.038985,0,0,0.105741,0,0,0.09724,0,0,0,0.040662,0.073606
Gm5189,0,0,0,0,0,0.423061,0,0,0.307748,0,0,0,0,0,0,0,0,0,0,0
Gm5190,0,0,0,0,0,0,0,0,0.176765,0,0,0,0,0,0,0,0,0,0,0
Gm5191,0.068058,0,0,0.059113,0.039445,0,0.038802,0,0,0,0,0.034177,0.069377,0,0,0,0,0,0.03106,0.028503
Gm5194,0,0,0,0,0,0,0,0,0,0,0,0,0.065366,0,0,0,0.065981,0,0,0
Gm5205,0,0,0,0,0,0,0,0,0.085386,0,0,0,0,0.05732,0,0.046011,0,0,0,0
Gm5210,0,0,0.046737,0,0,0,0,0,0.133426,0,0,0,0,0,0,0.045826,0,0,0,0.071799
Gm5215,0.531236,0.482581,0.374087,0.150129,0,0.633241,0.184229,0.30486,0,0,0.150687,0,0.328688,0.167579,0,0.141397,0.168353,0,0.342184,0.118442
Gm5224,0,0,0,0,0,0,0,0,0.189376,0,0,0,0,0.214757,0,0,0,0,0,0
Gm5228,0.456023,0,0.222057,0,0.480671,0,0,0,1.458666,0,0.902708,0,0.86536,0,0.200866,0.177829,0,0,0.731374,0.284162
Gm5244,0.131313,0,0.276958,0.057924,0.224669,0,0.07304,0.062941,0.112463,0.134623,0.257106,0.451151,0.198566,0.068455,0.115698,0,0.065889,0.071384,0.255859,0.2006
Gm525,0.120696,0,0,0,0,0,0.128663,0.217257,0.283379,0.990697,0,0,0.098544,0.204154,0,0,0,0,0.676362,0
Gm5250,0,0,0,0,0,0,0,0,0.425674,0,0,0,0,0,0,0,0,0,0,0
Gm5251,0,0,0,0.115093,0,0,0.143789,0.12394,0,0,0,0,0,0,0.132196,0,0,0.122299,0,0
Gm5252,0,0,0,0,0,0,0,0,0.043176,0,0,0,0,0,0,0.043309,0,0,0,0.040388
Gm5253,0,0,0,0,0,0,0,0,0.037173,0,0,0,0,0.045588,0,0,0,0.038933,0.038591,0
Gm5254,0.045319,0,0,0.041066,0,0,0,0,0,0,0.040631,0.045103,0,0,0.044358,0,0,0,0.040981,0.074272
Gm5255,0,0,0,0,0,0,0,0,0.068796,0,0,0,0,0,0,0,0,0,0,0
Gm5256,0.215188,0.198724,0.171853,0.195251,0,0.138354,0.120302,0.212964,0.374734,0.058184,0.1319,0.106461,0.109867,0.287576,0.20089,0.187689,0.218791,0.18714,0.0966,0.176846
Gm5257,0,0.076667,0,0,0.070794,0.059713,0.137016,0,0,0,0.055005,0.060973,0,0,0,0,0,0,0,0.1003
Gm5258,0,0,0.254581,0,0,0.146323,0,0,0,0,0.202678,0,0,0,0.457721,0,0,0,0.207463,0
Gm5259,0.118921,0,0,0,0.040808,0.076195,0.143633,0.058358,0.054728,0,0,0,0.059758,0.252874,0,0,0,0.167455,0,0
Gm5260,0,0,0,0,0,0,0,0,0.081787,0,0,0.046699,0,0,0.091835,0,0,0,0,0
Gm5261,0,0,0,0,0,0,0,0,0,0,0,0,0.069016,0,0,0,0,0,0,0
Gm5262,0,0,0,0,0,0,0,0.043543,0.115564,0,0,0.088083,0,0,0,0,0,0.040363,0,0
Gm5263,0,0,0,0.077932,0,0,0,0,0.075985,0,0,0,0.088701,0,0,0.076292,0,0,0,0
Gm5264,0.054832,0,0,0,0,0,0,0,0,0,0,0.054046,0.0553,0,0,0,0,0,0,0
Gm5265,0,0.341618,0,0.540779,0,0.161433,0,0,0,0,0.215725,0,0.248442,0.402381,0.242656,0,0.252347,0.357563,0.218018,0
Gm5266,0,0,0,0,0,0,0,0,0,0.040227,0,0,0.074027,0,0,0,0,0.033372,0,0
Gm5267,0,0,0,0,0,0.027099,0,0,0.254757,0,0,0,0,0,0,0,0,0,0,0
Gm5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5269,0,0,0,0.057715,0,0,0,0,0.207589,0,0,0,0,0.137926,0,0.055911,0.065477,0,0,0
Gm527,0.183163,0.488605,0.590782,0.720313,0.417874,0.96385,0.5346,0.978861,1.037675,1.028807,1.887987,2.790097,5.023489,2.310478,1.383994,2.65596,0.648071,0.955124,4.205129,2.664429
Gm5270,0,0,0,0,0,0.057468,0.050006,0,0.310025,0.097055,0,0,0,0.049522,0.044614,0,0,0.108267,0.120796,0.109448
Gm5272,0,0.055703,0,0,0.052105,0.029271,0,0,0.078541,0.049259,0.040549,0,0,0,0,0,0,0.082278,0.040706,0
Gm5274,0,0,0,0.03981,0,0,0,0,0.152967,0,0,0,0,0,0,0,0,0.040035,0,0
Gm5276,0.041841,0,0,0.038234,0,0,0,0,0.331204,0.185343,0.037629,0,0,0,0.123263,0.036735,0.042652,0,0.114853,0
Gm5277,0,0,0,0,0.22856,0.149296,0,0.104569,0.261339,0,0.099323,0.109897,0.102524,0,0,0,0,0.09055,0,0.083894
Gm5278,0.208052,0,0.111345,0.176268,0.231469,0.063238,0,0,0.100589,0.328124,0.452099,0.193586,0.243302,0,0.097486,0,0.318014,0.379961,0.295512,0.24247
Gm5279,0,0,0,0,0,0,0,0,0.055983,0,0,0.317583,0.06501,0,0,0,0,0,0,0
Gm5281,0,0,0,0,0,0.011976,0,0,0,0.020028,0,0,0.018462,0.019707,0.017831,0,0,0.016575,0,0.015567
Gm5283,0,0,0,0,0.266111,0,0,0,0,0.241246,0,0,0,0,0,0,0,0,0,0.153988
Gm5284,0,0,0,0.090443,0,0.032429,0,0.04908,0,0.054641,0,0,0.050559,0,0,0.043695,0,0.045728,0,0
Gm5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5286,0,0,0,0.037106,0,0.024903,0,0.025202,0.051409,0.027754,0,0,0.18023,0,0.049485,0,0,0.046055,0,0.021367
Gm5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076433,0.089862,0,0,0
Gm5288,0,0,0,0,0,0,0,0,0,0,0,0.090874,0.05906,0,0.053446,0,0,0,0.090544,0
Gm5291,0.355422,0.062603,0.054007,0.228435,0,0.032898,0,0.049979,0.263929,0,0.090516,0.050098,0,0.053775,0.098841,0,0,0.093357,0.136804,0.123364
Gm5292,0.230609,0,0,0.260733,0.683471,0.392313,0.778024,0.24306,0.380676,0.615846,0.084928,0.217433,0.438025,0.374195,0.108375,0.128053,0.292932,0.36013,0.173972,0.319722
Gm5294,0,0,0,0,0,0,0,0,0.134895,0,0,0,0,0,0,0,0,0,0,0
Gm5297,0,0.09217,0,0.066776,0,0.358126,0.041511,0,0.100782,0,0,0,0.037677,0,0,0.032382,0,0.033997,0.104326,0
Gm5298,0,0,0,0.049644,0,0,0,0,0,0,0,0.108608,0,0,0,0,0,0,0,0
Gm5300,0,0.054189,0,0,0,0,0,0.043179,0.076452,0.071436,0,0.08737,0,0.046839,0,0,0,0.040025,0,0.036008
Gm5302,0.061378,0.162115,0,0,0,0.075045,0,0,0.056319,0,0.055301,0.060112,0,0.130553,0.119254,0,0,0.168025,0,0
Gm5303,0.034748,0,0,0.064303,0.043199,0,0,0,0,0.04064,0,0.070807,0,0.038692,0.03567,0,0,0.033032,0,0
Gm5305,0.066206,0.243201,0.291264,0.118914,0.561824,0.125341,0.43836,0.06286,0.289148,0.164927,0.230604,0.191566,0.065202,0.416977,0,0.115594,0.065777,0.059169,0.058147,0.105168
Gm5306,0,0,0,0,0,0,0,0,0.109588,0.068676,0,0,0.063625,0,0,0.054955,0,0.057742,0,0
Gm5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054665,0,0.057398,0,0
Gm5308,0.060601,0.037524,0,0.027987,0,0.039914,0,0,0.05334,0,0,0,0.092994,0,0,0.026808,0.031119,0,0.027754,0.051353
Gm5309,0.075409,0,0,0,0,0,0,0,0.127836,0,0,0,0,0,0,0,0,0,0.066288,0
Gm5310,0,0,0,0,0,0,0,0,0,0,0,0.081001,0.0272,0,0,0,0,0,0,0.022646
Gm5311,0,0.086844,0.147907,0.123544,0.079886,0,0,0.067059,0.060001,0,0,0,0,0.194884,0,0,0,0.063313,0,0
Gm5312,0.230589,0.268952,0.111168,0.182896,0.242368,0.133555,0.35477,0.098697,0.365084,0.368601,0.372409,0.614829,0.104032,0.466299,0.204946,0.321857,0.440693,0.3085,0.094968,0.641248
Gm5313,0.04464,0,0,0,0.051686,0,0,0,0,0,0,0.090916,0,0,0.04377,0,0,0,0,0.036715
Gm5314,0.137737,0,0,0,0,0.163473,0,0,0.449143,0,0,0,0,0,0.126772,0,0,0.238869,0,0
Gm5315,0,0,0,0,0,0,0,0,0,0,0.019017,0,0,0,0.040635,0,0.021047,0,0,0.017792
Gm5316,0.049024,0.085446,0.129755,0.090257,0.174995,0.163052,0.043832,0.047472,2.089062,0.08555,0.195701,0.79885,0.728145,0.589131,0.374028,0.292988,0.20608,0.475925,0.543724,0.488115
Gm5317,0,0,0,0,0,0,0,0,0,0,0.097227,0,0,0,0,0.094815,0,0,0,0.087865
Gm5318,0,0,0,0,0,0,0,0,0.141394,0,0,0,0,0,0.477219,0,0,0,0,0
Gm5319,0,0,0,0,0,0,0,0,0.181837,0,0,0,0,0.111147,0.10215,0,0,0,0,0.042373
Gm5320,0,0,0,0.024746,0,0.017508,0,0,0.164858,0,0,0.055746,0,0,0,0,0,0.073362,0.024406,0
Gm5321,0.617177,0.186291,0.455248,0,0.171866,0.193121,0.182603,0.401819,0.393292,0.631854,0.421087,0.559229,0.291462,0,0.415277,0.367294,0.874241,0.415189,0.44812,0.824132
Gm5322,0,0,0,0.063165,0,0.045375,0,0,0.122683,0,0,0,0.071403,0,0,0,0,0,0,0
Gm5324,0,0,0,0,0,0,0,0,0,0,0.11038,0,0,0,0,0,0,0,0,0
Gm5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135225,0,0,0,0,0,0.287572
Gm5334,0,0,0,0,0.078108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5335,0,0,0,0.08055,0,0,0.050062,0,0,0,0,0,0,0,0.047049,0,0,0.06239,0,0.073104
Gm5338,0.084957,0.20936,0.255906,0,0,0,0.276283,0.167915,0,0,0,0,0,0,0,0.209214,0.091105,0.151709,0,0.124883
Gm5339,0.039499,0,0.12727,0.3614,0.045606,0,0.224394,0.078634,0,0,0.035683,0.238362,0.282591,0.169355,0.038623,0,0,0.218809,0.250822,0.360138
Gm5340,0.051969,0,0,0.280337,0,0,0,0,0.045009,0.112986,0.046308,0,0,0.055025,0.101158,0.135489,0.052614,0.236386,0,0.125979
Gm5341,0.127461,0,0.129106,0.104171,0.139944,0,0,0,0,0,0,0,0,0,0.117721,0,0,0,0,0
Gm5342,0,0,0,0,0,0,0,0,0.15293,0,0,0,0,0,0,0,0.044576,0.040057,0,0
Gm5345,0,0,0,0,0,0,0,0,0.037891,0,0,0.043349,0,0,0,0,0,0,0,0.071639
Gm5346,0,0,0,0,0,0,0,0,0,0,0,0.033499,0.016799,0,0.064893,0,0,0,0.015099,0
Gm5347,0,0,0,0,0,0.021796,0.056688,0,0.057976,0,0,0.050226,0.083955,0,0,0,0,0.015069,0.015092,0
Gm5350,0,0,0,0.079745,0,0,0,0,0.038261,0,0,0,0,0,0,0,0,0,0,0
Gm5353,0.06068,0,0.128911,0,0,0.071692,0,0.087642,0,0,0,0,0,0.12818,0.05864,0,0.060937,0,0,0.046297
