gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gnai3,2601.88965669311,0.21431380515164877,0.29575164681516464,0.724641121899105,0.4686722244309084,1
Pbsn,0,NA,NA,NA,NA,NA
Cdc45,207.9182883885841,-0.2144656275321594,0.5476324639939254,-0.3916232904967781,0.6953365764637978,1
Scml2,3.319069584628428,-2.116411549412748,2.7341683021078342,-0.7740604511365144,0.4388950436748862,NA
Apoh,0.5013809343326309,-1.8202632411843465,7.697149124777005,-0.23648538071387326,0.8130560501096766,NA
Narf,503.57242053706307,-0.2672204429300555,0.4008543092291746,-0.6666273425971365,0.505010199414329,1
Cav2,40.14172330238123,-1.6143345208698747,0.8027428087548305,-2.011023335573619,0.04432299193476716,0.5514892132371203
Klf6,4670.882660231186,1.0135652773525818,0.32513339723527585,3.1173828526115295,0.0018246444707243458,0.06499556513672458
Scmh1,78.2634669197048,-0.3682544330773908,0.8880736997036219,-0.4146665228350855,0.6783860426077655,1
Cox5a,1179.116170785064,6.043438565921856e-4,0.2994577031593064,0.0020181276027175193,0.9983897682370975,1
Tbx2,2.1615717956510654,-0.1714581701427971,1.5235222125683203,-0.11254064346968508,0.9103947455857504,NA
Tbx4,0.24093822511837965,0,7.901719479049929,0,1,NA
Zfy2,0,NA,NA,NA,NA,NA
Ngfr,5.740079241760574,2.038395808644732,3.4988774261783075,0.5825856583010384,0.5601722623139072,NA
Wnt3,24.797704249247417,1.3723202640142573,2.5578342905165004,0.5365164854902099,0.5916016455400956,1
Wnt9a,3.2496558435089096,2.745172223337115,1.9397762339107436,1.4152004624794423,0.15700972897895973,NA
Fer,37.62442142747935,2.8672699593552826,1.5866282564999084,1.8071466631260316,0.07073941459927462,0.7151038911083075
Xpo6,1728.7902054820947,-0.07889131712100109,0.30065539718138956,-0.26239780779123967,0.7930147626177333,1
Tfe3,362.42617384380713,0.7619063099312983,0.429753267352937,1.7728924194672357,0.0762465350310284,0.7384995714241053
Axin2,464.58576825439894,0.813339646128732,0.5089495781637197,1.5980750962860524,0.11002626524750483,0.8639995452420886
Brat1,303.2814665617431,0.35373326845651337,0.28007511012473596,1.2629943028460207,0.2065912271649151,1
Gna12,254.3909845971731,-0.018261577539363746,0.35744645445419543,-0.05108898776810739,0.9592546110225068,1
Slc22a18,4.8553279025744525,0,6.604478331610702,0,1,NA
Itgb2l,2.618040791096145,0,2.8525044182090027,0,1,NA
Igsf5,55.4526180623719,-2.043497218996587,1.657428802541836,-1.2329321270769977,0.21760108793392222,1
Pih1d2,2.6832049958907884,-0.22498143387310682,1.7189986407139721,-0.13087935530865957,0.8958707462653795,NA
