gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gnai3,3489.454823855273,-0.2226817113445155,2.202619975992658,-0.10109856160918508,0.9194722198666714,1
Pbsn,0,NA,NA,NA,NA,NA
Cdc45,394.6195462108953,-1.7578684841843726,1.5213196899475723,-1.155489208349727,0.24789014933343057,1
Scml2,2.406151140376761,0.17587408890982856,3.200512536625553,0.05495185127294038,0.9561768229090898,1
Apoh,0.5522784085373397,0,5.649186302087902,0,1,NA
Narf,998.435653153061,-1.3490440525481124,1.3868016061567405,-0.9727736444484903,0.3306658142540383,1
Cav2,13.138630966594716,0.6218451818460826,1.4543362332610368,0.4275800654788943,0.6689568818568499,1
Klf6,6870.686341966188,-1.547364190876098,1.6222539421387103,-0.9538359875002794,0.34016666985082444,1
Scmh1,40.11643711332019,1.7549598856933188,1.0933944287803588,1.605056546383643,0.10848136100232345,1
Cox5a,2051.125888115359,-0.9844766877618789,2.1505411747470684,-0.45778090618407535,0.6471098548831284,1
Tbx2,3.6908388757808326,0.7291087491343168,1.3024687950269394,0.559789802195788,0.575622820287482,1
Tbx4,0.028851953168653216,1.3083459025098327,5.649186302087903,0.2315990007315348,0.816849483713001,NA
Zfy2,0,NA,NA,NA,NA,NA
Ngfr,7.123849437904541,0.19110863809365353,1.2426591880388993,0.15379006563758751,0.8777752671211443,1
Wnt3,2.3137141844006006,-0.7300419852490962,1.85855700104584,-0.39280042787941927,0.6944668886170484,1
Wnt9a,6.0501100654301005,-0.8507232050549388,1.704603907186257,-0.4990738326179272,0.6177273712243927,1
Fer,9.84495311021152,1.8423150579023662,1.4579381066275985,1.2636442174928,0.20635775521923574,1
Xpo6,2978.2028400870163,0.09462032650894601,1.659523116101961,0.05701657638321957,0.9545319905770229,1
Tfe3,530.1088016343408,0.11795554347413145,1.9336126198865364,0.06100267564505916,0.9513570781696404,1
Axin2,630.1708320705368,0.5224971104221117,1.2321671464348132,0.4240472665854786,0.671531342432424,1
Brat1,472.2192523717728,0.7181444780829487,1.94241975496481,0.36971642007211725,0.7115937959325191,1
Gna12,428.24612725799227,-0.40949485983778106,1.924491450536078,-0.21278081527653134,0.8314979282784554,1
Slc22a18,0.6224149798988029,0,5.6491863020879025,0,1,NA
Itgb2l,42.170840258310406,-7.294521839703097,2.394329075645158,-3.046582825185619,0.0023145870148526828,0.22928524782497978
Igsf5,0.1203910284719376,2.949370258196783,5.581492824068116,0.5284196094418896,0.5972081301487686,NA
Pih1d2,6.350321562783984,1.4547528380571446,1.2505513481589918,1.1632891685725415,0.24471219878077805,1
Dlat,655.96040582671,0.22285577983164795,1.9869273121840476,0.11216101286900272,0.9106957412811308,1
Sdhd,1247.3501888242824,-0.7814255103822136,2.0846542208574754,-0.37484658249980274,0.7077745680941647,1
Fgf23,0.892385775616651,-2.1953880992910637,2.3531580198187303,-0.9329539626328112,0.3508437387019597,NA
Fgf6,0,NA,NA,NA,NA,NA
Ccnd2,4596.439096199157,1.806643099645126,2.1973128208364243,0.8222056880173362,0.41095984205319347,1
Gpr107,996.9438938250759,-0.3802506518928009,1.7071540096358702,-0.22273951251410937,0.8237382472396253,1
