gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gnai3,2601.88965669311,0.14537757804854592,0.25722548004885337,0.5651756506429114,0.571954296776445,0.824291716222468
Pbsn,0,NA,NA,NA,NA,NA
Cdc45,207.9182883885841,-0.43530391916151556,0.4932799737921659,-0.8824682579652474,0.3775236377081024,0.6957959824914175
Scml2,3.319069584628428,-1.3288467401586632,2.3070009237926943,-0.5760061586685661,0.5646110188282201,NA
Apoh,0.5013809343326309,-2.001523150951523,6.69541842126438,-0.29893921858487077,0.7649864224449802,NA
Narf,503.57242053706307,-0.7079448568339477,0.35068135893910013,-2.018769571829139,0.04351117505456678,0.24316712403295698
Cav2,40.14172330238123,-1.746905320898524,0.7467716215045482,-2.3392765212193916,0.01932112701469572,0.15558420523720135
Klf6,4670.882660231186,1.0874771432416381,0.28229868378575856,3.852221798054658,1.1705092617336734e-4,0.004715136280556982
Scmh1,78.2634669197048,-0.48621172737152607,0.8064769033009711,-0.6028836354536933,0.546586103172006,0.8091643114506692
Cox5a,1179.116170785064,-0.30717712263938307,0.2633278450218679,-1.1665197146692698,0.2434043824586296,0.5754596670378282
Tbx2,2.1615717956510654,-0.6877748402953229,1.4245398196603314,-0.4828049246523109,0.629234253785431,NA
Tbx4,0.24093822511837965,2.5335047295567037,6.820518083786666,0.3714534143057551,0.7102998477950886,NA
Zfy2,0,NA,NA,NA,NA,NA
Ngfr,5.740079241760574,1.7068563019048413,3.0898088941566235,0.5524148451811403,0.5806641619947979,0.8305803211737546
Wnt3,24.797704249247417,3.0622310255257457,2.1104914910833203,1.4509563475917617,0.14679201591036817,0.4543217241389432
Wnt9a,3.2496558435089096,3.3582865030458113,1.8532091105510826,1.8121465537405916,0.06996355474226719,NA
Fer,37.62442142747935,6.791845251878055,1.3947031771662675,4.869742439160139,1.1174380557332544e-6,1.0121534296728379e-4
Xpo6,1728.7902054820947,-0.22100407105780365,0.26153575101113963,-0.8450243234562237,0.3980972586506819,0.7111946540785685
Tfe3,362.42617384380713,0.11123756600673099,0.3754556720503534,0.2962734998762054,0.7670212219903283,0.9298485647987347
Axin2,464.58576825439894,1.5359341734422094,0.44340634759298175,3.4639426832294635,5.323199205493443e-4,0.01498826260219251
Brat1,303.2814665617431,0.249323086527729,0.24822885397175903,1.00440816020564,0.3151819183554002,0.6460413259761211
Gna12,254.3909845971731,-0.20259921311824564,0.3198487456319173,-0.6334219404799458,0.5264581409991143,0.7971397303561812
Slc22a18,4.8553279025744525,0,5.703233871246671,0,1,1
Itgb2l,2.618040791096145,3.704387387860283,2.3463197476828537,1.5788075736559823,0.11438020089622311,NA
Igsf5,55.4526180623719,-1.4762153245124274,1.3785085632335703,-1.0708786030676996,0.28422401790023477,0.6155716754534276
Pih1d2,2.6832049958907884,0.0771949885370469,1.5533759520245918,0.04969498107424339,0.9603654560422906,NA
Dlat,430.1504759348789,-0.19239739502495948,0.24370978663345808,-0.7894528885470121,0.42984735459602597,0.7359820855025926
Sdhd,807.2246556212544,-0.20528725360874275,0.3075471423205073,-0.6674984916452406,0.5044537728248757,0.7857644751655867
Fgf23,1.0596066817757313,0.34679873447892284,3.4335813048293797,0.10100204529630494,0.9195488365694185,NA
Fgf6,0.05773853461480638,2.5335047293692408,6.820518083781956,0.3714534142785265,0.7102998478153656,NA
Ccnd2,9092.745191364153,-0.19001722924984302,0.28444375850938164,-0.6680309325316969,0.5041138476003602,0.7856254591643604
Gpr107,1043.3466532602674,3.0174507738701135,0.8344610542553885,3.6160474577961748,2.9913555773613203e-4,0.009703272289708088
Nalcn,3.2157675681362,4.289098988316744,2.9467409670068956,1.4555398782382039,0.14551985855221922,NA
Btbd17,0.10902928454854365,0,6.829208835959517,0,1,NA
Slfn4,6.559045259914966,0.09511911574630946,0.9567000468891971,0.09942417799141799,0.9208014866091254,0.9970259325017272
Th,0.3200531964175948,0,6.829208835900577,0,1,NA
Ins2,0,NA,NA,NA,NA,NA
Scnn1g,0.7112238813995843,0,6.829208835958264,0,1,NA
Drp2,2.9959047910412675,-1.9352632069349713,1.648012599109626,-1.1743012207434207,0.24027439451929342,NA
Tspan32,553.0647328037641,-0.09156176368489602,0.4986394876044198,-0.18362317056914215,0.8543090847053454,0.9722099805322636
Lhx2,10.432507230504836,0.08108484909089816,1.417614813478722,0.05719808252562057,0.9543874055845258,1
Clec2g,7.760198013090266,4.578079072899893,1.9169630052392743,2.3881937525072163,0.016931412938998122,0.14437909683145278
Gmpr,1.1902868400379811,2.0592768413789613,3.013154184698467,0.6834289635215058,0.4943358233793222,NA
Glra1,0.6785407232646984,0,6.829208818553259,0,1,NA
Mid2,18.76248941557221,1.454354682976952,1.025769007078142,1.4178188977649242,0.15624364538290708,0.4674145873692693
Trim25,1184.7772557814214,0.013385331565867216,0.258664683405505,0.05174781261067333,0.9587296392944694,1
Dgke,344.1538672008229,-0.04539697807529687,0.20103337271694552,-0.22581811896085383,0.8213428841538267,0.9564515578876669
Scpep1,290.8562992191819,0.8005290104312964,0.3565692525515048,2.2450870474751987,0.0247625449516015,0.17852950047531335
Mnt,620.889265931384,0.1367606393338572,0.3276972694764304,0.41733835485526893,0.676430937855305,0.8848913589222142
Itgb2,9150.756901489205,-0.04807151398745333,0.23433563219035877,-0.20513958350304665,0.837463070842464,0.9643036533836143
Hddc2,166.128775644609,-0.3850839081776626,0.5077951504973349,-0.7583449897079779,0.448244480657386,0.7473125877115905
Tpd52l1,1.489019747926459,0,6.829208835871481,0,1,NA
Pemt,9.354589037145782,-0.3722618488545582,1.4322774164712728,-0.25990904036712825,0.7949339376613845,0.943611453916665
Cdh1,1831.6096519051373,-1.9943540690495478,0.8642121250114615,-2.3077135940705507,0.021015071480172683,0.1640788092149008
Cdh4,14.887904408164186,0,6.829208824163983,0,1,1
Ckmt1,83.847034274302,-1.6150617888473415,1.4713334394671111,-1.0976857764017693,0.2723417227882019,0.6046220918782672
Bcl6b,2.735573966286893,2.6298248751571487,2.72432681897783,0.9653118182582299,0.3343886541138726,NA
Clec10a,1.644502492593704,-1.1630264512480402,3.3353697681119874,-0.3486949070436591,0.727318368169237,NA
Alox12,10.683297809314924,3.216422119459546,1.593283648020135,2.0187379211833214,0.043514466358624354,0.24316712403295698
Arvcf,30.43384050324265,-0.56536725684481,0.7719253241872988,-0.7324118527139164,0.4639172264979789,0.7591567968537677
Comt,344.11483444368105,-0.33462863616519056,0.2589490166507139,-1.292256832998744,0.1962682157253316,0.5202463723987003
