Entrez	Symbol	log2_RPKM
11287	Pzp	-6.90269213336986
11298	Aanat	-4.19728782853825
11302	Aatk	-6.90269213336986
11303	Abca1	-2.5472315583267
11304	Abca4	-6.90269213336986
11305	Abca2	4.63208550861126
11306	Abcb7	0.817357831264896
11307	Abcg1	2.14994363250057
11308	Abi1	3.75837204833305
11350	Abl1	0.984875826295787
11352	Abl2	0.175498778270908
11354	Scgb1b27	-4.02790238092837
11363	Acadl	5.40356547949772
11364	Acadm	4.10289402051121
11370	Acadvl	4.31423067220822
11409	Acads	0.83615977545324
11416	Slc33a1	0.97163541259707
11418	Asic2	-5.24123117612585
11419	Asic1	-2.5472315583267
11421	Ace	-5.24123117612585
11423	Ache	-4.78258080573339
11425	Apoc4	-4.20992634311419
11426	Macf1	3.56254638800168
11428	Aco1	1.51858163287101
11429	Aco2	4.56566156008982
11430	Acox1	1.77635287464464
11431	Acp1	2.02732835893129
11432	Acp2	-0.132281267777272
11433	Acp5	9.32481916513506
11434	Acr	-5.90557464190298
11435	Chrna1	-6.90269213336986
11438	Chrna4	-6.90269213336986
11440	Chrna6	-6.85676433561946
11441	Chrna7	-4.72046173733218
11443	Chrnb1	-0.379166420577575
11444	Chrnb2	-4.48944087462044
11447	Chrnd	-6.85874878578227
11448	Chrne	-1.48726481694032
11449	Chrng	-6.25958715165215
11450	Adipoq	-5.61873188868152
11451	Acrv1	-5.44866050247516
11459	Acta1	4.94975257018626
11461	Actb	10.0955227284557
11464	Actc1	-0.0670513080302594
11465	Actg1	10.0782045248447
11468	Actg2	0.0707735963634796
11470	Actl7a	-5.90653419966426
11471	Actl7b	-5.8246361872294
11472	Actn2	0.135780470412423
11474	Actn3	-4.4179691194874
11475	Acta2	1.06090822150209
11477	Acvr1	-5.24123117612585
11479	Acvr1b	-5.24123117612585
11480	Acvr2a	-2.5472315583267
11481	Acvr2b	-6.09172595775988
11482	Acvrl1	-4.48944087462044
11484	Aspa	-4.27356715824554
11486	Ada	-0.0748010120327858
11487	Adam10	3.32553172924222
11488	Adam11	-6.90269213336986
11489	Adam12	-6.90269213336986
11490	Adam15	-1.17162932209748
11491	Adam17	2.46543657205056
11492	Adam19	4.58286617823674
11495	Adam2	-6.66879253158909
11496	Adam22	-3.99770693966397
11497	Adam3	-6.75442452020158
11498	Adam4	-3.63307439382237
11499	Adam5	-6.79851175705269
11500	Adam7	-6.90269213336986
11501	Adam8	3.47141706080707
11502	Adam9	-0.768722923983168
11504	Adamts1	-5.24123117612585
11512	Adcy6	-2.14992189985527
11513	Adcy7	4.70190055158146
11514	Adcy8	-3.99770693966397
11515	Adcy9	-6.90269213336986
11516	Adcyap1	-6.38399107491743
11517	Adcyap1r1	-6.90269213336986
11518	Add1	5.37829438218697
11519	Add2	-4.48944087462044
11520	Plin2	2.71526634056306
11522	Adh1	-4.07202734192719
11529	Adh7	-6.37361939084499
11532	Adh5	6.894064352897
11534	Adk	2.39077827442239
11535	Adm	-5.78344295224467
11536	Gpr182	-6.07816350731882
11537	Cfd	-5.20213218563239
11538	Adnp	3.76797772681509
11539	Adora1	-6.90269213336986
11540	Adora2a	2.05747854873921
11541	Adora2b	-4.53910733117194
11542	Adora3	-1.11266264839877
11544	Adprh	6.72602759159404
11545	Parp1	3.22030926379584
11546	Parp2	3.15914092941276
11548	Adra1b	-6.90269213336986
11549	Adra1a	-6.90269213336986
11550	Adra1d	-6.57715278493012
11551	Adra2a	-6.90269213336986
11552	Adra2b	-6.90269213336986
11553	Adra2c	-6.90269213336986
11554	Adrb1	-2.62156697360267
11555	Adrb2	-1.098250197737
11556	Adrb3	-6.80057791571717
11564	Adsl	4.03518580736525
11565	Adssl1	-1.2943696813031
11566	Adss	4.71185312143357
11567	Avil	-3.09737880969427
11568	Aebp1	-2.5472315583267
11569	Aebp2	2.42714906502571
11571	Crisp1	-5.81955089806962
11572	Crisp3	-5.78969742031022
11576	Afp	-1.62569855699179
11593	Aga	3.36493798420726
11595	Acan	-6.90269213336986
11596	Ager	-2.20913373045763
11600	Angpt1	-6.90269213336986
11601	Angpt2	-6.62515815784095
11602	Angpt4	-5.93126128556663
11603	Agrn	-2.03856684470038
11604	Agrp	0.143673479175172
11605	Gla	-0.562048326257544
11606	Agt	-6.19665111239856
11607	Agtr1a	-4.84783132610545
11608	Agtr1b	-6.42005182384539
11609	Agtr2	-6.83777465668852
11610	Agtrap	1.1816957632687
11611	Agxt	-5.91895071823365
11614	Nr0b1	-6.16090952290588
11622	Ahr	-1.74832471855912
11624	Ahrr	-5.24123117612585
11625	Ahsg	-5.87746615708169
11628	Aicda	-3.67397434792986
11629	Aif1	0.0292828601044296
11630	Aim1	4.16690764704161
11632	Aip	7.2859516513441
11634	Aire	-6.26558277603572
11636	Ak1	-6.34204931184412
11637	Ak2	4.28996544193778
11639	Ak4	-6.90269213336986
11640	Akap1	-1.2999836255325
11641	Akap2	-6.90269213336986
11642	Akap3	-6.90269213336986
11643	Akap4	-6.89980385404504
11647	Alpl	-6.64886155486591
11648	Akp3	-6.06619086565274
11650	Alppl2	-6.39702239992156
11651	Akt1	4.99041754919164
11652	Akt2	2.75540490145955
11655	Alas1	1.45387916440568
11656	Alas2	1.5718263009328
11657	Alb	-6.34841883671985
11658	Alcam	0.429023478068891
11666	Abcd1	2.88464523382744
11668	Aldh1a1	-1.98516945971563
11669	Aldh2	-2.89704446688936
11670	Aldh3a1	-4.44620654438488
11671	Aldh3a2	2.84526032537262
11674	Aldoa	8.38921409362611
11676	Aldoc	1.42855242868214
11677	Akr1b3	6.19943779027853
11682	Alk	-6.90269213336986
11684	Alox12	-3.99337234940008
11685	Alox12e	-3.62001261205484
11686	Alox12b	-6.54854747450979
11687	Alox15	-0.75001343963894
11688	Alox8	-3.99770693966397
11689	Alox5	-2.62268304812227
11690	Alox5ap	2.61513328871454
11692	Gfer	2.80984276615835
11694	Alx3	-6.21845156021282
11695	Alx4	-6.90269213336986
11698	Ambn	-6.20837087661215
11699	Ambp	-5.61990243238946
11702	Amd1	-1.1191261048401
11704	Amelx	-5.26931742746346
11705	Amh	-6.05325180994524
11717	Ampd3	-1.50680764012452
11720	Mat1a	-5.24123117612585
11722	Amy1	-6.18325259178867
11727	Ang	-2.76324168602694
11730	Ang3	-4.81955089806962
11731	Ang2	-4.12673240758779
11732	Ank	1.84330706936968
11733	Ank1	-5.24123117612585
11735	Ank3	-6.90269213336986
11736	Ankfy1	2.13220260987071
11737	Anp32a	2.09434892301866
11739	Slc25a4	9.18450133160841
11740	Slc25a5	8.41057936651156
11744	Anxa11	1.5066326080284
11745	Anxa3	-2.43032215002098
11746	Anxa4	3.18768720481699
11747	Anxa5	6.92509416085002
11749	Anxa6	10.0894411307992
11750	Anxa7	5.02474232181109
11752	Anxa8	-3.80828793247798
11754	Aoc3	-6.90269213336986
11757	Prdx3	4.56245535977148
11758	Prdx6	6.45135552305949
11761	Aox1	-6.90269213336986
11764	Ap1b1	4.73460124481619
11765	Ap1g1	1.02388322822444
11766	Ap1g2	4.18518799313675
11767	Ap1m1	6.34309042213847
11768	Ap1m2	-1.36238748128643
11769	Ap1s1	4.58096542404957
11770	Fabp4	-3.01691387786491
11771	Ap2a1	1.38513497956266
11772	Ap2a2	3.23976928916837
11773	Ap2m1	5.84012241451581
11774	Ap3b1	2.80849823855265
11775	Ap3b2	-6.90269213336986
11776	Ap3d1	4.68273108804394
11777	Ap3s1	2.96198943440142
11778	Ap3s2	0.54082635998611
11781	Ap4m1	0.859361172911449
11782	Ap4s1	3.88170647388495
11783	Apaf1	1.7687180244784
11784	Apba2	-6.90269213336986
11785	Apbb1	0.982592492962737
11787	Apbb2	-2.70837366567433
11789	Apc	-1.2999836255325
11790	Speg	-5.24123117612585
11792	Apex1	3.50754458044333
11793	Atg5	3.79878045710325
11796	Birc3	1.76665498113092
11797	Birc2	1.69006138256276
11798	Xiap	1.1585124096967
11799	Birc5	-0.190624423423885
11800	Api5	3.3791637821389
11801	Cd5l	-2.78140381757563
11803	Aplp1	0.236713039306709
11804	Aplp2	2.99018172732921
11806	Apoa1	-5.29592526233036
11807	Apoa2	-1.10603756618059
11808	Apoa4	-6.05411803335217
11810	Apobec1	0.853720836722549
11811	Apobec2	-3.94078280864893
11812	Apoc1	-1.15771360095291
11813	Apoc2	-4.65344154296917
11814	Apoc3	-4.38536834952407
11815	Apod	-6.21458270554541
11816	Apoe	2.09396572239747
11818	Apoh	-5.56383364253262
11819	Nr2f2	-6.90269213336986
11820	App	-0.768722923983168
11821	Aprt	7.88095467267735
11826	Aqp1	-2.58807943195662
11827	Aqp2	-5.81955089806962
11828	Aqp3	0.744700825591213
11829	Aqp4	-6.90269213336986
11830	Aqp5	-5.95092831902271
11831	Aqp6	-6.3603739700572
11832	Aqp7	-4.99198058572515
11833	Aqp8	-5.89013428003904
11834	Aqr	2.73203852702704
11835	Ar	1.11147819602136
11836	Araf	3.31246285608797
11837	Rplp0	13.0347068039057
11838	Arc	-2.27059627215083
11839	Areg	-5.57956129140084
11840	Arf1	7.51441868658869
11841	Arf2	1.17207455312512
11842	Arf3	4.97501196804752
11843	Arf4	4.36261704877757
11844	Arf5	3.92605864710529
11845	Arf6	4.08627768965729
11846	Arg1	-5.88039945875141
11847	Arg2	-0.956444102235155
11848	Rhoa	4.8282441454801
11852	Rhob	-1.84138300410762
11853	Rhoc	2.76637636220601
11854	Rhod	-5.73780774862808
11855	Arhgap5	-1.06355026426716
11856	Arhgap6	-6.90269213336986
11857	Arhgdib	11.9657346238431
11858	Rnd2	-4.76979786287252
11859	Phox2a	-4.34243300146605
11861	Arl4a	1.09886981046629
11863	Arnt	-0.381305023823679
11864	Arnt2	-5.24123117612585
11865	Arntl	1.73698242995026
11867	Arpc1b	10.2054399037536
11870	Art1	-5.82056939090464
11871	Art2a-ps	-3.23446302365771
11872	Art2b	-2.21183174501681
11875	Art5	-3.6818454833497
11876	Artn	-6.44007104017483
11877	Arvcf	-2.14992189985527
11878	Arx	-6.76715894675191
11881	Arsb	2.1381405575255
11883	Arsa	0.576248108068267
11886	Asah1	2.22832901642587
11889	Asgr1	-5.63387537494206
11890	Asgr2	-5.77506125813372
11891	Rab27a	1.46741459845139
11898	Ass1	3.29662200625611
11899	Astn1	-6.90269213336986
11905	Serpinc1	-4.76863519847725
11906	Zfhx3	-6.90269213336986
11907	Ate1	0.409517349378702
11908	Atf1	1.53540251519749
11909	Atf2	1.20451245676317
11910	Atf3	-1.23708639410581
11911	Atf4	6.17163471576525
11920	Atm	2.79352703952177
11921	Atoh1	-6.38674431056389
11922	Neurod6	-6.42474788253083
11923	Neurod4	-5.24123117612585
11924	Neurog2	-4.05308714410451
11925	Neurog3	-5.94065998356888
11927	Atox1	6.90609803881375
11928	Atp1a1	8.28610409693714
11931	Atp1b1	-4.18067723893153
11932	Atp1b2	-3.32006753380367
11933	Atp1b3	9.86149328480519
11936	Fxyd2	-5.34204931184412
11937	Atp2a1	-1.58290779266247
11938	Atp2a2	2.73986944383202
