Entrez	Symbol	log2_RPKM
11287	Pzp	-6.90269213336986
11298	Aanat	-5.85874878578227
11302	Aatk	-6.90269213336986
11303	Abca1	-1.41062697110875
11304	Abca4	-6.90269213336986
11305	Abca2	5.79512323480825
11306	Abcb7	1.04087593497721
11307	Abcg1	3.63525146160447
11308	Abi1	5.23373770013164
11350	Abl1	4.10050704918681
11352	Abl2	2.06234648507896
11354	Scgb1b27	-4.02790238092837
11363	Acadl	7.18158850913053
11364	Acadm	5.72199928598164
11370	Acadvl	5.44764563729877
11409	Acads	4.47490638154687
11416	Slc33a1	3.50109462957577
11418	Asic2	-6.90269213336986
11419	Asic1	0.631872788592007
11421	Ace	-6.90269213336986
11423	Ache	-4.81384455453206
11425	Apoc4	-4.20992634311419
11426	Macf1	5.73803866008659
11428	Aco1	3.03030170876548
11429	Aco2	6.19457337130374
11430	Acox1	3.40179440534383
11431	Acp1	3.18277568826308
11432	Acp2	1.2033077858443
11433	Acp5	9.22486500852003
11434	Acr	-5.90557464190298
11435	Chrna1	-6.90269213336986
11438	Chrna4	-6.90269213336986
11440	Chrna6	-6.85676433561946
11441	Chrna7	-6.3819226945762
11443	Chrnb1	2.34968177497633
11444	Chrnb2	-1.22199436500361
11447	Chrnd	-6.85874878578227
11448	Chrne	1.06783422183844
11449	Chrng	-6.25958715165215
11450	Adipoq	-5.61873188868152
11451	Acrv1	-5.44866050247516
11459	Acta1	4.15084780407158
11461	Actb	9.11806553426602
11464	Actc1	-0.869772640413979
11465	Actg1	10.3001411965968
11468	Actg2	-2.84753489363619
11470	Actl7a	-5.90653419966426
11471	Actl7b	-5.8246361872294
11472	Actn2	-0.851894129000943
11474	Actn3	-5.20102316979147
11475	Acta2	0.326341005643645
11477	Acvr1	-2.3146621116009
11479	Acvr1b	-3.13999054175278
11480	Acvr2a	-1.97965025818635
11481	Acvr2b	-6.09172595775988
11482	Acvrl1	-6.90269213336986
11484	Aspa	-5.93502811548955
11486	Ada	1.62535855880851
11487	Adam10	4.06773327215263
11488	Adam11	-6.90269213336986
11489	Adam12	-6.90269213336986
11490	Adam15	2.00584495170775
11491	Adam17	4.37953746016958
11492	Adam19	5.93549986655119
11495	Adam2	-6.66879253158909
11496	Adam22	-3.13999054175278
11497	Adam3	-6.75442452020158
11498	Adam4	-4.16201758297654
11499	Adam5	-6.79851175705269
11500	Adam7	-6.90269213336986
11501	Adam8	4.90228954751944
11502	Adam9	1.83336229135596
11504	Adamts1	-6.90269213336986
11512	Adcy6	-1.97965025818635
11513	Adcy7	6.59102877977452
11514	Adcy8	-6.90269213336986
11515	Adcy9	-6.90269213336986
11516	Adcyap1	-6.38399107491743
11517	Adcyap1r1	-6.90269213336986
11518	Add1	6.77669586228204
11519	Add2	-6.90269213336986
11520	Plin2	3.79489073640561
11522	Adh1	-5.7334882991712
11529	Adh7	-6.37361939084499
11532	Adh5	6.57643451616704
11534	Adk	4.09820263804256
11535	Adm	-5.78344295224467
11536	Gpr182	-0.883430179197436
11537	Cfd	-5.20213218563239
11538	Adnp	4.38921613881052
11539	Adora1	-6.90269213336986
11540	Adora2a	5.14245184744795
11541	Adora2b	-0.301501761303103
11542	Adora3	-3.54828193895655
11544	Adprh	8.17215987638777
11545	Parp1	4.9005987013655
11546	Parp2	5.01909581890539
11548	Adra1b	-6.90269213336986
11549	Adra1a	-6.90269213336986
11550	Adra1d	-6.57715278493012
11551	Adra2a	-6.90269213336986
11552	Adra2b	-6.90269213336986
11553	Adra2c	-6.90269213336986
11554	Adrb1	0.867124349722222
11555	Adrb2	3.11476989771336
11556	Adrb3	-6.80057791571717
11564	Adsl	5.22424803604679
11565	Adssl1	0.941756856869905
11566	Adss	6.81644035882668
11567	Avil	-2.75177306047552
11568	Aebp1	-1.79296176773181
11569	Aebp2	3.79121899035122
11571	Crisp1	-5.81955089806962
11572	Crisp3	-5.78969742031022
11576	Afp	0.786414118025301
11593	Aga	3.9733866300593
11595	Acan	-6.90269213336986
11596	Ager	1.82645138245461
11600	Angpt1	-6.90269213336986
11601	Angpt2	-6.62515815784095
11602	Angpt4	-5.93126128556663
11603	Agrn	-0.532413254095555
11604	Agrp	0.474281518627071
11605	Gla	-0.177801043893018
11606	Agt	-6.19665111239856
11607	Agtr1a	-6.50929228334946
11608	Agtr1b	-6.42005182384539
11609	Agtr2	-6.83777465668852
11610	Agtrap	3.14899246523699
11611	Agxt	-5.91895071823365
11614	Nr0b1	-6.16090952290588
11622	Ahr	-0.569429103052069
11624	Ahrr	-6.90269213336986
11625	Ahsg	-5.87746615708169
11628	Aicda	-6.57895954163575
11629	Aif1	-3.49488734626096
11630	Aim1	5.03460070530831
