Entrez	Symbol	log2_RPKM
11287	Pzp	-6.90269213336986
11298	Aanat	-5.85874878578227
11302	Aatk	-6.90269213336986
11303	Abca1	-5.40285529879932
11304	Abca4	-6.90269213336986
11305	Abca2	5.42839449862244
11306	Abcb7	1.85364172019305
11307	Abcg1	3.17844439649166
11308	Abi1	4.39449675035358
11350	Abl1	2.57701100138847
11352	Abl2	0.703004931600656
11354	Scgb1b27	-4.02790238092837
11363	Acadl	6.18034920662213
11364	Acadm	4.14178656567187
11370	Acadvl	5.07095886189684
11409	Acads	1.72562981410954
11416	Slc33a1	1.78494295718661
11418	Asic2	-6.90269213336986
11419	Asic1	-1.98384243747825
11421	Ace	-2.63357873223658
11423	Ache	-3.38877164707507
11425	Apoc4	-4.20992634311419
11426	Macf1	4.14949041524737
11428	Aco1	2.60988004368291
11429	Aco2	5.19069793780165
11430	Acox1	2.77677397887564
11431	Acp1	3.24969756320323
11432	Acp2	0.633662587283764
11433	Acp5	8.27930438782468
11434	Acr	-5.90557464190298
11435	Chrna1	-6.90269213336986
11438	Chrna4	-6.90269213336986
11440	Chrna6	-6.85676433561946
11441	Chrna7	-4.88208586000565
11443	Chrnb1	-1.59247879936811
11444	Chrnb2	-4.20573645175999
11447	Chrnd	-6.85874878578227
11448	Chrne	1.57682938566373
11449	Chrng	-6.25958715165215
11450	Adipoq	-5.61873188868152
11451	Acrv1	-5.44866050247516
11459	Acta1	4.50026467559838
11461	Actb	9.94065215406724
11464	Actc1	0.101989478740122
11465	Actg1	9.16631107628139
11468	Actg2	-0.629326696139804
11470	Actl7a	-5.90653419966426
11471	Actl7b	-5.8246361872294
11472	Actn2	2.88342392347237
11474	Actn3	-5.33138354366628
11475	Acta2	0.261360553441124
11477	Acvr1	-4.20573645175999
11479	Acvr1b	-3.84742201746752
11480	Acvr2a	-0.801715149590561
11481	Acvr2b	-1.82261255662659
11482	Acvrl1	-3.84742201746752
11484	Aspa	-5.93502811548955
11486	Ada	1.3989135215578
11487	Adam10	4.31588548273247
11488	Adam11	-6.90269213336986
11489	Adam12	-6.90269213336986
11490	Adam15	0.374640080993487
11491	Adam17	4.02232667525559
11492	Adam19	4.81749135610888
11495	Adam2	-5.16895569701854
11496	Adam22	-3.11643549501832
11497	Adam3	-6.75442452020158
11498	Adam4	-0.88388484071787
11499	Adam5	-6.79851175705269
11500	Adam7	-6.90269213336986
11501	Adam8	4.37444502809068
11502	Adam9	-0.344524469235827
11504	Adamts1	-6.90269213336986
11512	Adcy6	-3.56063008868982
11513	Adcy7	5.28538040003338
11514	Adcy8	-4.68353460959156
11515	Adcy9	-6.90269213336986
11516	Adcyap1	-4.88415424034688
11517	Adcyap1r1	-6.90269213336986
11518	Add1	5.65483609498277
11519	Add2	-1.81922639734338
11520	Plin2	2.62831499058279
11522	Adh1	-5.7334882991712
11529	Adh7	-6.37361939084499
11532	Adh5	6.73657566140632
11534	Adk	1.71160858132381
11535	Adm	-5.78344295224467
11536	Gpr182	-6.07816350731882
11537	Cfd	-5.20213218563239
11538	Adnp	4.36698672887762
11539	Adora1	-6.90269213336986
11540	Adora2a	3.39990964020162
11541	Adora2b	-1.80076967000773
11542	Adora3	-0.398574821077649
11544	Adprh	6.82052975720971
11545	Parp1	3.69650936633719
11546	Parp2	3.70734580006029
11548	Adra1b	-5.40285529879932
11549	Adra1a	-6.90269213336986
11550	Adra1d	-5.07731595035957
11551	Adra2a	-6.90269213336986
11552	Adra2b	-6.90269213336986
11553	Adra2c	-6.90269213336986
11554	Adrb1	-0.495556741691061
11555	Adrb2	0.592829288811745
11556	Adrb3	-6.80057791571717
11564	Adsl	4.51161306490162
11565	Adssl1	-1.15499062563068
11566	Adss	5.06658367665089
11567	Avil	-3.56063008868982
11568	Aebp1	-2.93692095676453
11569	Aebp2	3.47455524917814
11571	Crisp1	-5.81955089806962
11572	Crisp3	-4.28986058573968
11576	Afp	0.590903838253267
11593	Aga	3.93531173653735
11595	Acan	-4.68353460959156
11596	Ager	-4.27206869126396
11600	Angpt1	-4.20573645175999
11601	Angpt2	-6.62515815784095
11602	Angpt4	-5.93126128556663
11603	Agrn	0.619385007367253
11604	Agrp	0.198397886397306
11605	Gla	1.75912765309833
11606	Agt	-6.19665111239856
11607	Agtr1a	-6.50929228334946
11608	Agtr1b	-6.42005182384539
11609	Agtr2	-6.83777465668852
11610	Agtrap	2.03130719848512
11611	Agxt	-5.91895071823365
11614	Nr0b1	-6.16090952290588
11622	Ahr	-1.67148458416776
11624	Ahrr	-6.90269213336986
11625	Ahsg	-5.87746615708169
11628	Aicda	-6.57895954163575
11629	Aif1	2.14694805595189
11630	Aim1	5.25684003890353
