Entrez	Symbol	log2_RPKM
11287	Pzp	-6.90269213336986
11298	Aanat	-5.85874878578227
11302	Aatk	-6.90269213336986
11303	Abca1	-3.14874822508069
11304	Abca4	-6.90269213336986
11305	Abca2	4.65008978801325
11306	Abcb7	1.29526338430539
11307	Abcg1	3.00843067296161
11308	Abi1	3.66505989700374
11350	Abl1	1.63017740759671
11352	Abl2	0.264788891179632
11354	Scgb1b27	-4.02790238092837
11363	Acadl	5.58692294433456
11364	Acadm	3.26552850406165
11370	Acadvl	4.66846022066585
11409	Acads	1.49290413965757
11416	Slc33a1	1.06783637414885
11418	Asic2	-5.42529802812459
11419	Asic1	-2.30588259903092
11421	Ace	-3.14874822508069
11423	Ache	-4.96664765773214
11425	Apoc4	-4.20992634311419
11426	Macf1	2.91167318587618
11428	Aco1	2.50855764982235
11429	Aco2	4.62780994250685
11430	Acox1	1.70467821691519
11431	Acp1	2.67950720303057
11432	Acp2	0.368425215781806
11433	Acp5	8.84218238992746
11434	Acr	-5.90557464190298
11435	Chrna1	-6.90269213336986
11438	Chrna4	-6.90269213336986
11440	Chrna6	-6.85676433561946
11441	Chrna7	-6.3819226945762
11443	Chrnb1	-0.279928003539822
11444	Chrnb2	-2.96953248444646
11447	Chrnd	-6.85874878578227
11448	Chrne	1.16179723813162
11449	Chrng	-6.25958715165215
11450	Adipoq	-5.61873188868152
11451	Acrv1	-5.44866050247516
11459	Acta1	4.64538133539591
11461	Actb	10.077937424147
11464	Actc1	-0.0717386783573006
11465	Actg1	9.63277146729036
11468	Actg2	0.102733117044968
11470	Actl7a	-5.90653419966426
11471	Actl7b	-5.8246361872294
11472	Actn2	2.83956098356894
11474	Actn3	-6.83122037823683
11475	Acta2	1.71444881073321
11477	Acvr1	-2.6666179824328
11479	Acvr1b	-5.42529802812459
11480	Acvr2a	-1.70541384693985
11481	Acvr2b	-3.89987699646108
11482	Acvrl1	-2.53609109582718
11484	Aspa	-5.93502811548955
11486	Ada	0.829002786048994
11487	Adam10	3.33273096964683
11488	Adam11	-3.59202241417151
11489	Adam12	-6.90269213336986
11490	Adam15	-0.792862418067435
11491	Adam17	3.05058997353163
11492	Adam19	4.67135555729887
11495	Adam2	-6.66879253158909
11496	Adam22	-2.30588259903092
11497	Adam3	-6.75442452020158
11498	Adam4	-2.98879458788165
11499	Adam5	-6.79851175705269
11500	Adam7	-5.42529802812459
11501	Adam8	3.21254079780807
11502	Adam9	-1.28268527604286
11504	Adamts1	-6.90269213336986
11512	Adcy6	-2.01754473162616
11513	Adcy7	3.87905358930701
11514	Adcy8	-4.71084317207106
11515	Adcy9	-6.90269213336986
11516	Adcyap1	-6.38399107491743
11517	Adcyap1r1	-5.42529802812459
11518	Add1	5.12789175422249
11519	Add2	-2.96953248444646
11520	Plin2	2.97042818024284
11522	Adh1	-0.848340897427497
11529	Adh7	-6.37361939084499
11532	Adh5	6.65317334805063
11534	Adk	3.12449726563956
11535	Adm	-5.78344295224467
11536	Gpr182	-3.88631454602002
11537	Cfd	-5.20213218563239
11538	Adnp	3.54115648085924
11539	Adora1	-6.90269213336986
11540	Adora2a	2.31363661109656
11541	Adora2b	-2.44662438012678
11542	Adora3	-0.962684553477465
11544	Adprh	6.7501213301857
11545	Parp1	2.67614474937988
11546	Parp2	2.86210005284373
11548	Adra1b	-6.90269213336986
11549	Adra1a	-6.90269213336986
11550	Adra1d	-6.57715278493012
11551	Adra2a	-6.90269213336986
11552	Adra2b	-6.90269213336986
11553	Adra2c	-6.90269213336986
11554	Adrb1	-1.36866074213729
11555	Adrb2	0.558234367997194
11556	Adrb3	-6.80057791571717
11564	Adsl	4.10929907188452
11565	Adssl1	0.420081904316211
11566	Adss	4.69456037612885
11567	Avil	-4.2351723756598
11568	Aebp1	-2.81013963893922
11569	Aebp2	2.33179186581642
11571	Crisp1	-5.81955089806962
11572	Crisp3	-5.78969742031022
11576	Afp	0.27873367790132
11593	Aga	3.51981827868382
11595	Acan	-5.42529802812459
11596	Ager	-2.01796161754533
11600	Angpt1	-4.2351723756598
11601	Angpt2	-5.14776405259568
11602	Angpt4	-4.45386718032136
11603	Agrn	-1.13361865421255
11604	Agrp	-0.627899315063668
11605	Gla	0.191316407911442
11606	Agt	-6.19665111239856
11607	Agtr1a	-5.03189817810419
11608	Agtr1b	-6.42005182384539
11609	Agtr2	-6.83777465668852
11610	Agtrap	1.1083185766195
11611	Agxt	-4.44155661298838
11614	Nr0b1	-6.16090952290588
11622	Ahr	-2.30588259903092
11624	Ahrr	-6.90269213336986
11625	Ahsg	-5.87746615708169
11628	Aicda	-3.91143978392569
11629	Aif1	2.40472617784026
11630	Aim1	3.68861296601151
