Entrez	Symbol	log2_RPKM
11287	Pzp	-6.90269213336986
11298	Aanat	-5.85874878578227
11302	Aatk	-6.90269213336986
11303	Abca1	-3.33255373697881
11304	Abca4	-6.90269213336986
11305	Abca2	5.817363706698
11306	Abcb7	1.58022210034547
11307	Abcg1	3.52801671082231
11308	Abi1	4.81151854144155
11350	Abl1	3.48649476394209
11352	Abl2	1.76135187821253
11354	Scgb1b27	-4.02790238092837
11363	Acadl	8.4855065993113
11364	Acadm	4.55016744893165
11370	Acadvl	5.45583288226861
11409	Acads	4.62053059115309
11416	Slc33a1	3.78746160394909
11418	Asic2	-6.90269213336986
11419	Asic1	-1.2921030080113
11421	Ace	-2.70076626372348
11423	Ache	-6.44404176297741
11425	Apoc4	-4.20992634311419
11426	Macf1	4.2291037564872
11428	Aco1	3.35423790514322
11429	Aco2	6.23880550952155
11430	Acox1	3.30996078171511
11431	Acp1	3.44615094662309
11432	Acp2	1.09465375698388
11433	Acp5	8.62778579406895
11434	Acr	-5.90557464190298
11435	Chrna1	-6.90269213336986
11438	Chrna4	-6.90269213336986
11440	Chrna6	-6.85676433561946
11441	Chrna7	-6.3819226945762
11443	Chrnb1	0.237836129377117
11444	Chrnb2	-1.74050428670335
11447	Chrnd	-6.85874878578227
11448	Chrne	-1.3478454674743
11449	Chrng	-6.25958715165215
11450	Adipoq	-1.80594685023515
11451	Acrv1	-5.44866050247516
11459	Acta1	4.76929763721637
11461	Actb	9.52103579006352
11464	Actc1	-1.42970020771804
11465	Actg1	10.8038239208496
11468	Actg2	0.977161973802125
11470	Actl7a	-5.90653419966426
11471	Actl7b	-5.8246361872294
11472	Actn2	3.28509902623406
11474	Actn3	-4.41143041045222
11475	Acta2	1.13077469706002
11477	Acvr1	-2.39460227613837
11479	Acvr1b	-2.0307966257546
11480	Acvr2a	-1.83093016439188
11481	Acvr2b	-6.09172595775988
11482	Acvrl1	-1.22925702352775
11484	Aspa	-5.93502811548955
11486	Ada	3.41269682115478
11487	Adam10	4.69280409216579
11488	Adam11	-1.83093016439188
11489	Adam12	-1.1112260317727
11490	Adam15	1.9275561589871
11491	Adam17	4.8217573317459
11492	Adam19	6.2508361237285
11495	Adam2	-6.66879253158909
11496	Adam22	-6.90269213336986
11497	Adam3	-6.75442452020158
11498	Adam4	-4.87109145604419
11499	Adam5	-6.79851175705269
11500	Adam7	-6.90269213336986
11501	Adam8	6.23001995355254
11502	Adam9	-1.05564468635745
11504	Adamts1	-6.90269213336986
11512	Adcy6	0.183485137970714
11513	Adcy7	5.6186894300929
11514	Adcy8	-6.90269213336986
11515	Adcy9	-6.90269213336986
11516	Adcyap1	-6.38399107491743
11517	Adcyap1r1	-6.90269213336986
11518	Add1	6.82930159510954
11519	Add2	-0.373346631822853
11520	Plin2	3.31149703482419
11522	Adh1	-5.7334882991712
11529	Adh7	-6.37361939084499
11532	Adh5	6.63559049963356
11534	Adk	4.87556393897077
11535	Adm	-5.78344295224467
11536	Gpr182	-3.16620416791499
11537	Cfd	-5.20213218563239
11538	Adnp	4.502252547283
11539	Adora1	-6.90269213336986
11540	Adora2a	5.07639064249465
11541	Adora2b	-6.20056828841596
11542	Adora3	-3.86625076328489
11544	Adprh	8.36122994961599
11545	Parp1	4.82731164995789
11546	Parp2	4.66127584947908
11548	Adra1b	-6.90269213336986
11549	Adra1a	-6.90269213336986
11550	Adra1d	-6.57715278493012
11551	Adra2a	-6.90269213336986
11552	Adra2b	-6.90269213336986
11553	Adra2c	-6.90269213336986
11554	Adrb1	-2.82166961578108
11555	Adrb2	2.13340487997759
11556	Adrb3	-6.80057791571717
11564	Adsl	5.32178895821054
11565	Adssl1	1.47789305545208
11566	Adss	6.50174614868881
11567	Avil	-6.90269213336986
11568	Aebp1	-1.22925702352775
11569	Aebp2	3.90593717238926
11571	Crisp1	-5.81955089806962
11572	Crisp3	-5.78969742031022
11576	Afp	-3.10020708526854
11593	Aga	3.96896863845777
11595	Acan	-6.90269213336986
11596	Ager	-0.161316400475945
11600	Angpt1	-6.90269213336986
11601	Angpt2	-4.95819002635688
11602	Angpt4	-5.93126128556663
11603	Agrn	1.01901005551198
11604	Agrp	0.151443698120952
11605	Gla	1.11901190843378
11606	Agt	-6.19665111239856
11607	Agtr1a	-6.50929228334946
11608	Agtr1b	-6.42005182384539
11609	Agtr2	-6.83777465668852
11610	Agtrap	3.01454076744416
11611	Agxt	-5.91895071823365
11614	Nr0b1	-6.16090952290588
11622	Ahr	0.952795268793011
11624	Ahrr	-6.90269213336986
11625	Ahsg	-5.87746615708169
11628	Aicda	-6.57895954163575
11629	Aif1	-2.7052945869217
11630	Aim1	4.63696926037409
