Entrez	Symbol	log2_RPKM
11287	Pzp	-6.90269213336986
11298	Aanat	-5.85874878578227
11302	Aatk	-6.90269213336986
11303	Abca1	-6.90269213336986
11304	Abca4	-6.90269213336986
11305	Abca2	6.07120572196917
11306	Abcb7	1.35500849038357
11307	Abcg1	3.72678633655996
11308	Abi1	4.4674771474814
11350	Abl1	4.10980495881682
11352	Abl2	2.07791098067418
11354	Scgb1b27	-4.02790238092837
11363	Acadl	6.64043041745471
11364	Acadm	4.45133643537775
11370	Acadvl	5.26875852055979
11409	Acads	4.98051931387936
11416	Slc33a1	3.21635759838229
11418	Asic2	-6.90269213336986
11419	Asic1	-1.85339911152401
11421	Ace	-6.90269213336986
11423	Ache	-6.44404176297741
11425	Apoc4	-4.20992634311419
11426	Macf1	5.2775961520335
11428	Aco1	2.75949312283732
11429	Aco2	5.98819132315077
11430	Acox1	1.66687687301305
11431	Acp1	3.52294778953585
11432	Acp2	1.38496853194275
11433	Acp5	9.19423737032365
11434	Acr	-5.90557464190298
11435	Chrna1	-6.90269213336986
11438	Chrna4	-6.90269213336986
11440	Chrna6	-6.85676433561946
11441	Chrna7	-6.3819226945762
11443	Chrnb1	0.998100886443612
11444	Chrnb2	-4.82845226831937
11447	Chrnd	-6.85874878578227
11448	Chrne	2.28509494628597
11449	Chrng	-6.25958715165215
11450	Adipoq	-5.61873188868152
11451	Acrv1	-5.44866050247516
11459	Acta1	3.99260027178533
11461	Actb	9.26188420979773
11464	Actc1	-1.45172907194945
11465	Actg1	9.7776938513996
11468	Actg2	-3.63855256711579
11470	Actl7a	-5.90653419966426
11471	Actl7b	-5.8246361872294
11472	Actn2	1.8245115118955
11474	Actn3	-6.83122037823683
11475	Acta2	-0.195101817845554
11477	Acvr1	-6.90269213336986
11479	Acvr1b	-4.01079676995175
11480	Acvr2a	-6.90269213336986
11481	Acvr2b	-6.09172595775988
11482	Acvrl1	-6.90269213336986
11484	Aspa	-5.93502811548955
11486	Ada	2.25370152454199
11487	Adam10	3.74711403477217
11488	Adam11	-6.90269213336986
11489	Adam12	-6.90269213336986
11490	Adam15	0.941792078475585
11491	Adam17	4.57697637896301
11492	Adam19	5.31698121740847
11495	Adam2	-6.66879253158909
11496	Adam22	-6.90269213336986
11497	Adam3	-6.75442452020158
11498	Adam4	-6.53805958752826
11499	Adam5	-6.79851175705269
11500	Adam7	-6.90269213336986
11501	Adam8	3.86606702593565
11502	Adam9	0.764825064921921
11504	Adamts1	-6.90269213336986
11512	Adcy6	-6.90269213336986
11513	Adcy7	5.3954278347504
11514	Adcy8	-6.90269213336986
11515	Adcy9	-6.90269213336986
11516	Adcyap1	-6.38399107491743
11517	Adcyap1r1	-6.90269213336986
11518	Add1	7.25218580561327
11519	Add2	-6.90269213336986
11520	Plin2	2.40711445881987
11522	Adh1	-5.7334882991712
11529	Adh7	-6.37361939084499
11532	Adh5	5.74524341047767
11534	Adk	4.37152802963091
11535	Adm	-5.78344295224467
11536	Gpr182	0.526749070829595
11537	Cfd	-5.20213218563239
11538	Adnp	4.28686089171247
11539	Adora1	-6.90269213336986
11540	Adora2a	4.96254469468176
11541	Adora2b	-6.20056828841596
11542	Adora3	-2.9869274885205
11544	Adprh	8.24946117862974
11545	Parp1	4.87095602892273
11546	Parp2	4.65713231661937
11548	Adra1b	-6.90269213336986
11549	Adra1a	-6.90269213336986
11550	Adra1d	-6.57715278493012
11551	Adra2a	-6.90269213336986
11552	Adra2b	-6.90269213336986
11553	Adra2c	-6.90269213336986
11554	Adrb1	-0.34776949877076
11555	Adrb2	2.58982237239941
11556	Adrb3	-6.80057791571717
11564	Adsl	5.1565945755051
11565	Adssl1	-6.15849496997258
11566	Adss	6.13752304215859
11567	Avil	-6.90269213336986
11568	Aebp1	-0.676604283196545
11569	Aebp2	2.60259699527393
11571	Crisp1	-5.81955089806962
11572	Crisp3	-5.78969742031022
11576	Afp	0.868771021278453
11593	Aga	3.71379637793795
11595	Acan	-6.90269213336986
11596	Ager	-5.77190552583451
11600	Angpt1	-6.90269213336986
11601	Angpt2	-4.55091829279046
11602	Angpt4	-5.93126128556663
11603	Agrn	-6.90269213336986
11604	Agrp	-4.72045180949431
11605	Gla	-6.90269213336986
11606	Agt	-6.19665111239856
11607	Agtr1a	-6.50929228334946
11608	Agtr1b	-6.42005182384539
11609	Agtr2	-6.83777465668852
11610	Agtrap	1.67901967635257
11611	Agxt	-5.91895071823365
11614	Nr0b1	-6.16090952290588
11622	Ahr	-0.0372175484134827
11624	Ahrr	-6.90269213336986
11625	Ahsg	-5.87746615708169
11628	Aicda	-6.57895954163575
11629	Aif1	-0.783999111058268
