gene_name,log2FoldChange,padj
Rpl6,0.138415075,0.012790338
Slc25a15,0.137081505,0.044625387
Tmem242,0.136748909,0.043581163
Eef2,0.136228151,0.006871649
Nup153,0.135751657,0.004786282
Tollip,0.135673127,0.023818233
Srsf6,0.135146719,0.044350584
Btbd10,0.135079595,0.01987705
Galnt3,0.13459996,0.037343968
Atp5j,0.133920241,0.023117165
Hsf1,0.133743518,0.049756641
Pak1ip1,0.133103158,0.049046126
Nelfa,0.132445915,0.040757784
Ndufs4,0.132248909,0.040726094
Ctnnb1,0.132070046,0.026413715
Anxa4,0.131240054,0.044487357
Rbm15b,0.130757074,0.041743818
Hist1h2be,0.130692956,0.020202784
Baiap2,0.13054716,0.040816644
Atf1,0.130305319,0.03370984
Slc7a1,0.130216442,0.001323532
Sntb2,0.130134698,0.047238729
Bcl2l13,0.129977072,0.018650174
Emilin2,0.129850622,0.005186382
Amfr,0.129684555,0.044815698
Polr2c,0.129284875,0.04009731
Gm13509,0.128566896,0.049296503
Cab39,0.128418291,0.040743757
Pphln1,0.128146295,0.028248388
Mrps26,0.127782878,0.027020284
Lig4,0.127504302,0.046725692
Srsf10,0.126798587,0.031777247
Fam107b,0.126715139,0.025225077
Rcbtb1,0.125802195,0.033092338
Maea,0.125644819,0.037757221
Ubash3b,0.125231164,0.01645923
Gm4204,0.125202269,0.020921382
Gabpa,0.124704782,0.017996718
Sh2d3c,0.124469125,0.042285577
Ppp2r2d,0.124404242,0.033831893
Mrpl19,0.124335351,0.012809632
Rps15a-ps7,0.124327861,0.004031513
Hnrnpab,0.123822293,0.011968763
Lcmt1,0.123623469,0.040909257
Polr3h,0.123309318,0.027119413
Srp68,0.122525961,0.036409823
Tiprl,0.122417208,0.025966405
Fermt3,0.12239146,0.022792281
Mrps30,0.122351762,0.006904279
Atxn7l3b,0.122183384,0.015754868
Clcn3,0.122095951,0.008074588
Otud4,0.122053518,0.006479346
Hspa9,0.12160407,0.00095304
Mrpl57,0.120887126,0.030187907
Pmaip1,0.120547009,0.019917882
Drg1,0.120305104,0.028049383
Fmnl1,0.119667027,0.01509498
Ppp2ca,0.119379588,0.024109259
Larp4b,0.118723242,0.017997523
Tmem11,0.11831319,0.020582086
Pabpc4,0.118147335,0.00335635
Phf20,0.11739569,0.041982568
Ncoa4,0.11737463,0.029571195
Zfp282,0.117292475,0.047299909
Calm3,0.115468496,0.016316741
Ost4,0.11515934,0.03252571
Abhd2,0.115151525,0.036810458
Degs1,0.115024024,0.010082232
Caprin1,0.114799179,0.015262496
Cep57,0.114322545,0.032384785
Dohh,0.113875994,0.044843544
Sept9,0.113482644,0.007179186
Ankle2,0.113482056,0.02434937
Atxn2l,0.112685084,0.034198838
Dot1l,0.112586991,0.04930827
Abhd13,0.109757924,0.02860366
S100a6,0.109477625,0.019756195
Ago3,0.108512738,0.035606879
Eif3i,0.10835589,0.049784377
Txk,0.107688363,0.04456449
4933427D14Rik,0.10674279,0.017613881
Slc39a6,0.106598466,0.048681285
Sod2,0.106314959,0.023784258
Panx1,0.106219547,0.048396019
Gtf2f2,0.105641988,0.014259436
Btaf1,0.105093705,0.04054045
Ndufb11,0.104157863,0.04092694
Snx9,0.104140584,0.044118385
Dlst,0.102018025,0.006421945
Utp15,0.101789909,0.034720415
Gnb1,0.101758467,0.030742308
Cox4i1,0.101506051,0.031709162
Nup98,0.101394992,0.041174734
Eif5,0.099715112,0.024812507
Mrpl41,0.098643403,0.02042327
D10Wsu102e,0.098523786,0.008565515
Glud1,0.098336264,0.015825493
Tpm3-rs7,0.098205969,0.007777317
Pde12,0.098153621,0.033281886
Rad23b,0.097569178,0.015422145
Ikzf1,0.096130553,0.022529052
Pmpcb,0.094621703,0.037248008
Med12,0.094076934,0.04973319
Cand1,0.093125877,0.032980044
Traf6,0.090720887,0.004116295
Arcn1,0.090709691,0.026789985
Rrn3,0.0906565,0.024635104
Cpsf3,0.089966999,0.006771026
Ddx3x,0.089832734,0.040765393
Zfp664,0.089726365,0.040369238
Ubqln1,0.088204892,0.041508834
Larp4,0.086758941,0.005416271
Hnrnpul1,0.086635204,0.034454505
Snx3,0.086590097,0.042410369
Nono,0.086543815,0.036171828
Frmd4a,0.085604781,0.025422239
Hdac2,0.083348189,0.020412472
Mlec,0.080721117,0.014039973
Ablim1,0.076575061,0.020181654
Eif2s1,0.076207231,0.004365489
Tmbim6,0.075478668,0.013608639
2310022A10Rik,0.075075949,0.046856925
Klf13,0.073308393,0.035413496
Actr3,0.070013598,0.044762527
Zap70,0.069315698,0.03799046
Gtf2i,0.06806178,0.02025575
Purb,0.066415278,0.023930132
Cnbp,0.066281448,0.035063938
Ubb,0.065943811,0.002559094
Cggbp1,0.064096993,0.048693125
Rbfa,0.063979088,0.020871415
Larp1,0.058051037,0.042883909
Msh6,0.055750514,0.0409175
Hnrnpdl,0.049928768,0.028657277
Ap2b1,0.046305713,0.025934094
Apobec3,-0.047557648,0.044447677
Psd4,-0.054481072,0.033539517
Bicd2,-0.054931208,0.044083384
Cd2bp2,-0.055670618,0.043363938
Ttc39b,-0.05684112,0.015950131
Capza2,-0.058737413,0.042144819
Gxylt1,-0.063350534,0.036712473
Cfdp1,-0.064329607,0.008578606
Cep128,-0.067789178,0.033365517
Ino80d,-0.06995237,0.021218622
Kdm1a,-0.071700008,0.016601299
Rnf34,-0.073085052,0.034524593
Nudc,-0.074671096,0.04958158
Crnkl1,-0.076148652,0.024598877
Card11,-0.076412861,0.006653276
Appl1,-0.076859578,0.01190627
Cd27,-0.077491501,0.031146737
Sept7,-0.078128273,0.039014312
Cmas,-0.079658618,0.038794579
Phtf1,-0.079938606,0.04675091
Chd1,-0.08195217,0.039821467
Pfdn1,-0.08222712,0.034230481
Prpf40a,-0.083129016,0.014796307
Ric8,-0.083834063,0.048503844
Arpc3,-0.084905863,0.028346461
Smchd1,-0.087601023,0.021341726
Mtmr3,-0.088725782,0.007503372
Crlf3,-0.089412829,0.03885908
Kdm5c,-0.08983681,0.002962346
Ddx21,-0.091559535,0.021768671
Il18r1,-0.092472981,0.048857691
Sf3b2,-0.096204599,0.046632723
H2-K1,-0.096424478,0.038638798
Trip12,-0.098801967,0.014453393
Myl12a,-0.099451952,0.008401858
Nmt1,-0.099683368,0.015862641
Pptc7,-0.100036975,0.017468856
Cebpz,-0.102061937,0.036724384
Smc3,-0.102099663,0.01879105
Iqgap1,-0.102655049,0.008714211
Bms1,-0.102780572,0.01527415
Ubr1,-0.102853357,0.012285244
Mbtd1,-0.103749418,0.029587414
Baz1a,-0.104567974,0.046552866
Kmt2c,-0.105511555,0.033925179
Rrp1,-0.10639692,0.02723151
Fam169b,-0.106450831,0.03113541
Trim25,-0.108123968,0.047661917
Bdh1,-0.108258416,0.045349386
Herc4,-0.108673755,0.019075676
Setd5,-0.109339428,0.038795512
Ddx17,-0.109411122,0.002089549
Ankhd1,-0.110646868,0.027387011
Cenpb,-0.110981576,0.016312805
Birc6,-0.111087297,0.009549789
Srrm1,-0.111349654,0.045227266
Gm5939,-0.111875139,0.038685244
Smek1,-0.112305155,0.019218859
Rnf6,-0.113692275,0.006473127
Ap2m1,-0.115207233,0.024113802
Ncl,-0.116238704,0.000125044
Rinl,-0.116845195,0.028454984
Rnf139,-0.121271708,0.021741649
Tardbp,-0.121399167,0.008671483
Rbm28,-0.122002545,0.045426936
Utp3,-0.123197295,0.002559906
Wdr20,-0.123773935,0.012787855
Gmeb1,-0.123847056,0.039629032
Prkrip1,-0.124110989,0.03329142
Huwe1,-0.124260369,0.00447117
Kcnk5,-0.12480617,0.038896353
Gpr132,-0.124862128,0.007830448
Jak1,-0.126174783,0.027943863
D5Ertd579e,-0.126407554,0.023320642
Rbm6,-0.126702671,0.002712654
Nemf,-0.126766895,0.028330876
Rbm17,-0.127897531,0.021626312
Ppp4r2,-0.128827578,0.00253265
Zfhx2,-0.129618127,0.022548893
Abcc1,-0.129626075,0.003700916
Ube2i,-0.130058239,0.04861662
Tes,-0.130290849,0.007971999
Rchy1,-0.130932932,0.015323059
Opa1,-0.130997239,0.045722445
Nol12,-0.132548963,0.010729912
Cep120,-0.13288115,0.017706714
Wdr59,-0.133031003,0.036863807
Trmt61b,-0.134398251,0.034769994
Zfp330,-0.134558853,0.005202369
Elp5,-0.134839375,0.037121325
Themis,-0.135080736,0.001030554
Inip,-0.135223865,0.022626329
Gm4895,-0.135260816,0.003033912
Ep400,-0.13546473,0.038144763
Eef1g,-0.135666183,0.006421002
Metap2,-0.135771491,0.010811289
Nipbl,-0.136034982,0.040739821
Sec63,-0.136042894,0.010069736
Klhl42,-0.137393279,0.005432549
Rbm27,-0.13845897,0.026836044
Sipa1l1,-0.13854735,0.02407492
Mphosph10,-0.139573798,0.001269552
Gm13611,-0.140543952,0.017239819
Dock10,-0.14065685,0.016913151
Ddx46,-0.142175734,0.015730971
Ascc2,-0.142213634,0.018663057
R3hdm1,-0.143189987,0.009253191
Akap8,-0.143448966,0.000580573
Rbbp6,-0.143529728,0.045530033
Ino80b,-0.143575233,0.031743157
Ap3b1,-0.144103913,0.001587263
Noc2l,-0.144610979,0.037772082
Exoc3,-0.144916358,0.024548411
Ddx24,-0.145495661,0.049643261
Srsf4,-0.146828884,0.045541265
Gpatch8,-0.147622428,0.018854495
Myo9a,-0.148180946,0.003197773
Irf2,-0.148442817,0.032105189
Abcb1b,-0.148539851,0.014265146
Tcf25,-0.149071823,0.017574483
Larp1b,-0.149331182,0.024396193
Erp29,-0.149851687,0.014842158
Max,-0.149997911,0.029510681
Luc7l,-0.150309571,0.026893332
Atxn1,-0.150492433,0.018493238
Usp34,-0.151371561,0.038878399
Shisa5,-0.151567293,0.003452116
Spn,-0.151889036,0.000434569
Gm8566,-0.151904775,0.035866302
Sart3,-0.15210945,0.009166799
Ankrd17,-0.15268451,0.001792028
Zcchc7,-0.154038471,0.044044779
Eif2s2,-0.154365684,0.013920815
Smek2,-0.155332626,0.005553169
Fryl,-0.155848606,0.022338974
Safb,-0.156120811,0.026164859
Tnrc6b,-0.156727062,0.007479329
Mir17hg,-0.156886734,0.033086835
Zfp281,-0.157648506,0.029697568
Cdk12,-0.157730802,0.000949166
D8Ertd738e,-0.157813715,0.010473455
Ing2,-0.158810446,0.018575329
Ulk2,-0.160050385,0.038358829
Arl3,-0.161069928,0.020963775
Srsf5,-0.161161638,0.014059458
Ly6c2,-0.161280182,0.020481358
Tbc1d5,-0.162119742,0.00382493
Rrbp1,-0.16239068,0.034338564
Dnajc7,-0.162732347,0.007706162
Fuca1,-0.162778095,0.002720985
Ktn1,-0.163431313,0.036471322
Kras,-0.163993142,0.031814142
Pibf1,-0.164249455,0.002517992
Dync1h1,-0.164576196,0.001556044
Itpripl1,-0.164698932,0.021136103
Acadm,-0.164729326,0.005013511
Ripk1,-0.164756578,0.005460855
Ap3d1,-0.165591052,0.042802129
Zfp646,-0.165923849,0.024246543
Bysl,-0.166030902,0.025965719
Pafah1b1,-0.166067586,0.015267634
Chmp3,-0.16652819,0.032222012
Hsbp1,-0.166673079,0.004782042
Helz,-0.167391464,0.021664988
Acbd5,-0.167841432,0.01764188
Atg3,-0.167893395,0.045312615
Dnajc21,-0.168270479,0.047887853
Nucb1,-0.16836522,0.000664543
Tax1bp1,-0.168580863,0.018825922
Gtf3c6,-0.168686274,0.006076635
Zbtb40,-0.169037827,0.03869205
Supt6,-0.169088931,0.02611659
Edem3,-0.169391661,0.01517574
Pkp4,-0.169742263,0.042606102
Taf3,-0.170215658,0.022354687
Phf3,-0.170290199,0.015675752
Uhrf2,-0.170526039,0.014162534
Nolc1,-0.171017234,0.034165555
Zfp771,-0.171585279,0.030410202
Cwc15,-0.171751526,0.014796312
Gm9835,-0.171997895,0.012624769
Arid1b,-0.172144856,0.014991728
Il2rg,-0.172295873,0.025541105
Inpp4b,-0.173973121,0.035113686
Phc3,-0.174323686,0.04458461
Dhx36,-0.176688818,0.001038269
Rexo4,-0.177013855,0.047877919
Ppig,-0.177105979,0.036815086
Luc7l2,-0.17749623,0.028835331
Rrp15,-0.178245878,0.024629629
Atp10a,-0.178715015,0.008381494
Kdm4a,-0.179382888,0.037311684
Qser1,-0.180663686,0.033042387
Tmsb10,-0.181238747,0.035325259
Bptf,-0.182528513,0.002443287
Gm340,-0.18271457,0.002251529
Numa1,-0.183152942,0.011296267
Scaf4,-0.183613522,0.035238186
Cwc22,-0.184040383,0.005567398
Phf14,-0.184228586,0.036108959
Xrn2,-0.184507328,0.030492488
Atp2b1,-0.184706167,0.009405329
Fam114a2,-0.184880316,0.03223809
Psmd7,-0.184919322,0.010793358
Knop1,-0.185738338,0.041718264
Gm7265,-0.186118756,0.02731221
Thoc2,-0.187815298,0.006578099
Srrt,-0.188032817,0.027091166
Mtss1,-0.188906979,0.041243501
Ninj1,-0.189557203,0.022095689
Hsp90ab1,-0.189563839,0.013724767
Sike1,-0.189976955,0.005978853
Caap1,-0.190669737,0.017806122
Def6,-0.191187265,0.04829588
Ddx42,-0.191592317,0.001040135
Smg6,-0.19249221,0.013625014
Upf3a,-0.193290454,0.018369927
Lbh,-0.193747099,0.013279097
Fuca2,-0.194129095,0.044024743
1110037F02Rik,-0.194160523,0.006811329
Gbp7,-0.194288062,0.000694654
Sart1,-0.194613881,0.000637526
Gm11478,-0.19495891,0.018656197
2810004N23Rik,-0.195226196,0.004662404
Zfp626,-0.195567433,0.03755133
Tgif1,-0.19622407,0.019240771
Sept6,-0.196339891,0.020231253
Ewsr1,-0.196348472,0.006501825
Prpf4b,-0.196353271,0.002236972
Mdn1,-0.196474288,0.028524496
Zfp84,-0.197144766,0.012704845
Foxp1,-0.197869217,0.011931245
Dpy19l4,-0.198342137,0.011358104
Ercc4,-0.199345067,0.009837156
Ncoa3,-0.199859101,0.04332918
Nrde2,-0.200588478,0.0238581
Tspyl1,-0.201021699,0.001684099
Uba7,-0.201387065,0.032127537
Dnajc14,-0.201949956,0.029270253
Mrps18a,-0.202191636,0.034974825
Epc2,-0.202664955,0.02599142
Gm14269,-0.202812764,0.030016364
Spryd3,-0.203698619,0.006966679
Cd96,-0.203766698,0.007501741
Arhgef2,-0.20429429,0.012221132
Ncor1,-0.204343207,0.016926697
Smarcc2,-0.204564877,0.009878627
Tssc1,-0.204700412,0.011280872
Ccdc88c,-0.205001959,0.024059394
Eif3a,-0.205157493,0.008772159
Mea1,-0.205514997,0.0007914
Ubr4,-0.205565152,0.026780786
Papolg,-0.205704888,0.039547059
Rbm41,-0.20600175,0.015339807
Otud7b,-0.206596431,0.035143473
Phf8,-0.206882878,0.026669467
Aptx,-0.207657247,0.006286414
Gbp3,-0.207679015,0.0423012
Ubac1,-0.208047241,0.047927176
Myo9b,-0.208272837,0.013887668
Mia3,-0.20831981,0.039954414
Spag9,-0.208395194,0.009841069
Snrnp70,-0.208457224,0.006508155
Sptan1,-0.208531247,0.020189704
Klhl20,-0.208552666,0.033309158
Cep350,-0.208955067,0.015402986
Trmt1l,-0.209093815,0.006316265
Rbm26,-0.209214796,0.033132082
Ift52,-0.209845202,0.003981607
Fam21,-0.209992763,0.023152767
Pmm2,-0.210551908,0.002780198
Ifi47,-0.210759244,0.031924844
Las1l,-0.210940074,0.006930557
Rnf146,-0.211208915,0.025134325
Pvt1,-0.211239109,0.043523336
Pcnt,-0.211351389,0.004466372
Rcn1,-0.211376865,0.041151331
Arf3,-0.211625627,0.017234763
Anp32b,-0.211699376,0.018990128
Dennd4a,-0.212406372,0.010854436
Slc37a3,-0.212928758,0.025209312
Cep250,-0.213502386,0.004256023
Gm13328,-0.213773817,0.043442381
Taok2,-0.214720879,0.037863551
Taok3,-0.215036035,0.015170017
Lpin2,-0.215171912,0.008360095
3110082I17Rik,-0.215902548,0.003944867
Cep19,-0.216361872,0.037968405
Tapbpl,-0.216926742,0.045009954
Wasl,-0.217163494,0.005323123
Rtfdc1,-0.217682319,0.019513903
Map4,-0.217862215,0.043454561
Spcs2,-0.218532333,0.04058048
Fxyd5,-0.218548092,0.017526705
Tnfaip8,-0.21878148,0.048394313
Gcc2,-0.219562303,0.017782428
Bclaf1,-0.220613384,0.005393201
Ilkap,-0.222349406,0.01078076
BC003331,-0.222353702,0.028056686
Pelp1,-0.222760322,0.027866913
Herc2,-0.223182747,0.007545704
Crem,-0.223277209,0.010887484
Exoc4,-0.223350698,0.017493046
Fbxw7,-0.22343225,0.001938722
Gm14584,-0.224542272,0.003515314
Srgap2,-0.224562832,0.001296497
Casc3,-0.22458682,0.0232752
Tpr,-0.225252356,8.24E-05
Mier1,-0.226049944,0.032379274
Sfswap,-0.226121217,0.000458174
Eif2b4,-0.227169289,0.027525661
Herc3,-0.227575767,0.018512497
Terf1,-0.227643693,0.045378815
Pet100,-0.227731289,0.032357419
Ccdc50-ps,-0.227887096,0.047971984
Tpm1,-0.228340243,0.043024137
Tmod3,-0.228387075,0.028119754
Eif3j2,-0.228549483,0.006351874
Rsu1,-0.228727522,0.029336201
Gm15800,-0.229307106,0.017651054
Surf6,-0.229403169,0.02971709
Adcy7,-0.229440694,0.004812874
Ankrd39,-0.230536579,0.037917335
Zfc3h1,-0.230578483,0.012464255
Osbpl2,-0.230588917,0.004210499
Vps54,-0.23062329,0.04007484
Dap3,-0.231103015,0.049553337
Stk38l,-0.231231342,0.026245758
Setd2,-0.231623708,0.017355321
Acap2,-0.231733269,0.025907734
Myl6,-0.232245321,0.025739201
Mphosph6,-0.232818227,0.000524621
Msn,-0.233230223,0.043704519
Bach2,-0.235174967,0.02368334
Bhlhe40,-0.235593687,0.002747234
Cd44,-0.235829708,0.02070836
Herc1,-0.235831587,0.00567205
Chst15,-0.23603022,0.015979479
Tanc1,-0.236150275,0.003334378
Ddrgk1,-0.236449421,0.017147184
Hadhb,-0.236457754,0.03278333
Ptprc,-0.236693272,0.004253848
Etfdh,-0.237241104,0.016678596
Dhx38,-0.237311102,0.037775462
Kidins220,-0.237691149,0.008138751
Hmgb3,-0.237885783,0.013099865
Raph1,-0.238064145,0.003562726
Crcp,-0.23898614,0.005751789
Gm9457,-0.238998108,0.041998074
Zfp169,-0.239111054,0.028327784
Ccm2,-0.239613429,0.010185422
Lrba,-0.24007771,0.016932783
Whsc1l1,-0.240836121,0.006263595
Rab5a,-0.241778274,0.011807623
Fktn,-0.242047932,0.037653593
Psme1,-0.242576848,0.001860715
Zzef1,-0.243062783,0.00408078
Ikbke,-0.243239747,0.040063961
Senp8,-0.243528275,0.016899977
Fyco1,-0.243967297,0.004229397
Ddx23,-0.244145951,0.001055617
Dock2,-0.244194018,0.010790759
Hnrnpd,-0.244304941,0.029206437
Sltm,-0.24432012,0.005090957
Yy1,-0.24493624,0.017679731
Mafk,-0.245597225,0.0155417
Ipcef1,-0.245732831,0.040961967
Kmt2a,-0.245760109,0.034149502
Atp6v1f,-0.246154618,0.049983468
Npc2,-0.247072271,0.024728651
Susd6,-0.247563204,0.027298861
Pinx1,-0.247883301,0.018349858
Atp6v0a1,-0.249156043,0.019368753
Epb41,-0.250051999,0.000903274
Camk4,-0.250952914,0.017336984
Rpl7l1,-0.251107662,0.000866016
Fosl2,-0.251756993,0.013701896
Hipk2,-0.251876624,0.029498382
Ccdc50,-0.252345062,0.028945696
Vps41,-0.252449025,0.013658129
Limd2,-0.252618958,0.043567641
Ccdc174,-0.252623438,0.007215833
Wnk1,-0.252910119,0.02660534
Pabpn1,-0.252914648,0.009578422
Zfp36l1,-0.253905271,0.033220112
Luc7l3,-0.253935339,0.023558377
Zfp830,-0.255083177,0.020953438
Mrpl15,-0.255096858,0.007962554
Kat6a,-0.256266765,0.045934975
Gpbp1l1,-0.256691264,0.00244017
4930523C07Rik,-0.257270514,0.002953676
Rbm5,-0.257349873,0.035828513
R3hdm2,-0.257364017,0.016108782
Aldh3a2,-0.257429765,0.027493429
Kin,-0.25783062,0.044694965
Hmgn5,-0.257871054,0.031067568
Gabarapl1,-0.258777344,0.011125246
Pik3c2a,-0.259646562,0.004286401
Frg1,-0.25989348,0.010745248
Narf,-0.261018168,0.008926897
Mbp,-0.261316054,0.037372572
Brd9,-0.261476183,0.024382068
Gm9260,-0.261726607,0.033924628
Dnajc1,-0.26250592,0.016517238
0610030E20Rik,-0.262703609,0.003884158
Ppp1r12a,-0.26275567,0.021140982
Mlkl,-0.263245069,0.003607284
Fat1,-0.263490265,0.013513216
Gm43359,-0.263637297,0.041146893
Exoc1,-0.264071485,0.007645567
Tmf1,-0.264143114,0.001118363
Hk1,-0.264488563,0.006592524
Ivd,-0.264628864,0.011147395
D1Ertd622e,-0.264737279,0.019892317
Ap1s1,-0.26476621,0.020487096
Bfar,-0.264778421,0.032449081
Dctn6,-0.265301346,0.004359926
Ptpn6,-0.265479294,0.00720343
Abcf1,-0.265575461,0.005176393
Map4k4,-0.265923929,0.008955431
Upf2,-0.265988987,0.002239577
Gpatch11,-0.266966179,0.011469922
Gm5525,-0.26770827,0.002103662
Prkar2b,-0.267938719,0.047076478
Gm8806,-0.269543409,0.034191654
Plxna1,-0.269860983,0.000961406
Gm10136,-0.270111341,0.014982674
Srek1,-0.271796509,0.0009892
Kif1bp,-0.272170496,0.031523681
Aff1,-0.273027747,0.043853941
Rtf1,-0.273098664,0.001927449
Ifnar1,-0.273475426,0.00024903
Stat1,-0.273691021,0.028284435
Xist,-0.274171662,0.005174267
Lrrc8d,-0.274227523,0.00896376
Syf2,-0.274469056,0.049146014
Cep63,-0.27449598,0.040746273
Clec2d,-0.274604008,0.037435621
Tirap,-0.274613009,0.036032864
Cwc27,-0.275042843,0.002322986
Mbnl2,-0.275994464,0.008549517
Zc3h18,-0.276014125,0.018967291
Pnn,-0.27613106,0.003361255
Adgre5,-0.277362002,0.012557897
AI662270,-0.277414426,0.023094207
Trappc6a,-0.277479179,0.027818432
Pde4b,-0.277943294,0.015285446
Rffl,-0.280344367,0.003356854
Tubb2a,-0.28040094,0.021259781
Arhgap15,-0.280962623,0.047237193
Wdfy1,-0.281530712,0.036122397
R3hcc1l,-0.281568619,0.009805686
Rfwd2,-0.281625454,0.011869544
Anxa5,-0.281647037,0.002255702
Acbd3,-0.281817972,0.016477564
Arhgef3,-0.282025684,0.029023978
Elmsan1,-0.282414497,0.024880819
Itsn2,-0.282576542,0.007524234
Arglu1,-0.282997234,0.018745769
Vrk3,-0.283812465,0.036220824
Chd4,-0.284286822,0.000573775
Zfp597,-0.285630099,0.039863378
Ppwd1,-0.285758153,0.016823482
Lpp,-0.286063625,0.000306347
Cuedc2,-0.286582217,0.001485569
Phf23,-0.28682425,0.013643782
1700052K11Rik,-0.286887073,0.035388217
Prpf31,-0.287037238,0.011245355
Ppfibp1,-0.287588944,0.042464359
Ctla2a,-0.28781914,0.019909179
Rsrc1,-0.288281151,0.013371609
Mfsd6,-0.288946185,0.000342206
Serf2,-0.289058324,0.026665048
Gimap6,-0.289138759,0.015836909
Gtf2f1,-0.289255525,0.019673278
Arhgap25,-0.289757755,0.000795738
Rasgrp1,-0.291237427,0.007373048
Ogfrl1,-0.291657562,0.011053948
Acin1,-0.291680621,0.002475195
Tpm4,-0.291744314,0.025783169
Dlg4,-0.291889374,0.024023628
Zfp407,-0.291938022,0.015476585
Hnrnpul2,-0.292667237,0.003122122
Usp25,-0.293553632,0.014379649
Rps15a,-0.293806929,0.028796451
Ppm1l,-0.295400143,0.008687968
Bdp1,-0.295705661,0.008461627
Ccdc9,-0.295728941,0.008344748
BC005624,-0.296009431,0.000340254
Tdrd3,-0.296447394,0.006676412
AU041133,-0.296741117,0.013864053
Cdc42ep3,-0.297197209,0.049949332
Med8,-0.297351479,0.020760549
Foxo3,-0.297372588,0.035908865
Golga4,-0.297829912,0.008572558
Mkl2,-0.297947791,0.031465658
Clk4,-0.298295355,0.005262508
Myh9,-0.298398728,0.009570145
Atad2b,-0.299044081,0.015378738
Ppm1k,-0.299612413,0.013995852
Parp8,-0.299783212,0.044390747
Klc1,-0.300281896,0.005906579
Fam71b,-0.301292825,0.013987734
Xrn1,-0.301356481,0.005620194
Srsf11,-0.30147806,0.001238996
Gm12183,-0.301863766,0.002781053
Smarce1,-0.301963385,0.006130311
Dcun1d3,-0.302265575,0.000750141
Ptms,-0.302279948,0.002716372
Cep70,-0.302499641,0.032721457
Antxr2,-0.302820544,0.011715462
Dync1i2,-0.30293841,0.010618452
Hcls1,-0.303121046,0.002764428
Aamp,-0.304450258,0.047171758
Gdap10,-0.304689101,0.044966361
Gpr55,-0.304707584,0.015760756
Stim2,-0.305106578,0.001267966
Gm13092,-0.305112989,0.030442206
Brix1,-0.305529907,0.042188601
Ascc3,-0.306127086,0.000266543
Ubxn4,-0.306796663,0.002196976
1810026B05Rik,-0.308736737,0.036063128
Brd7,-0.308770721,0.006189856
Kdm5a,-0.308815731,0.044117718
Gm10709,-0.308984412,0.012108306
Cd5,-0.309092087,0.008606893
Ccdc88b,-0.309790442,0.025357168
Rbmx2,-0.310211669,0.00441521
Zfp512,-0.310785653,0.02387155
Plcxd2,-0.311249803,0.004113856
Rsrc2,-0.311634993,0.04672994
Gigyf2,-0.311733735,0.00034059
Bcl2l11,-0.311910182,0.013693863
Atxn2,-0.312301782,0.006228453
Rcsd1,-0.312562561,0.015333218
Kmt2b,-0.312675028,0.011194258
Prrc2c,-0.312840931,0.00058577
Agtrap,-0.313398175,0.025910608
Lrrfip1,-0.314367993,0.04292741
Znfx1,-0.314602832,0.033848979
Sh3kbp1,-0.315434685,0.012285786
Ercc6,-0.31606231,0.030096341
Gfod2,-0.31756912,0.042971054
Zbtb18,-0.31768392,0.020644391
Gm12583,-0.317866232,0.005268427
Tnfrsf22,-0.318134073,0.033368796
Homez,-0.318178565,0.001017137
H2-Q7,-0.318810192,0.00833898
Igbp1,-0.319646847,0.001758554
Bcdin3d,-0.319956383,0.027612889
Kif3b,-0.320448777,0.030753268
Ly9,-0.32150372,0.040130746
4932438A13Rik,-0.322198469,0.001255577
Map1lc3b,-0.322598722,0.000982399
Plscr1,-0.322602675,0.03681414
Irgm2,-0.322675852,0.001195595
Gpatch4,-0.32341754,0.004320256
Fnbp4,-0.32408237,0.001714627
Cebpzos,-0.325137094,0.017230418
Scp2,-0.32560475,0.012115456
Ccdc18,-0.325698938,0.032911714
AU019823,-0.326913237,0.00654048
Sp140,-0.328657631,0.000545915
AW554918,-0.328731373,0.032802946
Usp33,-0.328928214,0.044232707
Slc38a9,-0.330318838,0.004563848
Rnf19b,-0.330555116,0.020323157
Grap2,-0.33056575,0.019528731
Nlrc3,-0.331922837,0.007801309
Trim44,-0.33385624,0.009311576
Rps13,-0.334057423,0.041309148
Vegfa,-0.334104651,0.013311233
Utp14b,-0.334524212,0.002648971
Gm14277,-0.334782721,0.046640815
Cntrl,-0.334885796,0.028594339
Rere,-0.335079585,0.022025593
Coro2a,-0.335142714,0.001831747
Tor1aip1,-0.337750533,0.003083869
Klf6,-0.337841004,0.016198454
Phldb3,-0.338221952,0.011632456
Ankrd11,-0.338709999,0.019413081
Zfp949,-0.339192225,0.011544557
Golgb1,-0.339574378,0.007652914
Stk10,-0.340087414,0.014010326
Rab19,-0.340092928,0.04780934
Rtp4,-0.340301289,0.04273963
Slc35b3,-0.340663035,0.031292574
Lgals9,-0.341087847,0.02666441
Chd7,-0.342028423,0.007327577
Arpp19,-0.342521391,0.021492436
Srpk2,-0.34252992,0.002686237
Gm37139,-0.34302068,0.01150614
Unc93b1,-0.343158772,0.011847148
Ogfr,-0.343756745,0.0123684
Jarid2,-0.343933895,0.003281038
Pfdn2,-0.344129561,0.013053596
Satb1,-0.344391306,0.018059013
Atrx,-0.344998754,0.00025113
Llph-ps2,-0.345787997,0.002950619
Idnk,-0.3466091,0.001319044
Ythdc1,-0.346641448,0.022336633
Klrk1,-0.347019592,0.00876713
Tpt1-ps6,-0.348773886,0.037211936
