gene_name,log2FoldChange,padj
Tfdp1,-0.465242793,0.004544557
Melk,-0.465987188,0.021676414
Sh3bp5,-0.466021748,0.011376285
Plk4,-0.466380363,0.001069728
Rps28,-0.466520162,0.006690998
Trav14-1,-0.466603178,5.72E-06
Snord15a,-0.467120065,0.005308031
Arhgap19,-0.467565341,0.006168161
Camkk2,-0.467569909,0.002518408
Rpl38,-0.467747294,0.026576171
Mrps5,-0.468112092,0.002080749
Fam162a,-0.468290834,0.005382692
Rrp12,-0.468316755,0.005257381
Taf4b,-0.46937392,0.019690537
Cdc25a,-0.469543718,0.001447562
Ppfibp1,-0.469573478,0.002109378
Rps25-ps1,-0.47152502,0.005518177
Smarca5-ps,-0.472217474,0.006066991
Gm14698,-0.472538178,0.024690198
Cand2,-0.472941796,0.023627611
Tor3a,-0.473824452,0.00067952
Blm,-0.475054808,0.014315089
Fmnl3,-0.475510282,0.012742651
Nbn,-0.476553344,0.00947891
Klhl22,-0.476968348,0.04011991
Tfdp2,-0.478066585,0.003877257
Hsf2,-0.478524668,0.037044017
Wdr62,-0.4791471,0.022815246
Gpr183,-0.479581455,2.86E-05
Ppp1r16a,-0.479600029,0.045176439
Agpat5,-0.480789775,0.027408375
Zfp422,-0.480993919,0.008804028
Gm10282,-0.48206093,0.012709583
Nip7,-0.482398734,0.005320303
Gm25835,-0.483008841,0.005632043
Gm11223,-0.483024045,0.000815951
Zfp36l1,-0.483219102,2.64E-06
Polr3e,-0.486527886,0.002284054
Il7r,-0.486655103,0.000497367
Ncapg2,-0.486819295,0.001831554
Gm14681,-0.486833818,0.002144842
Kat2a,-0.487023576,0.000724878
Ppan,-0.487044054,0.005325479
Oas1c,-0.487459194,0.022540508
Slc39a14,-0.487749934,0.001137664
Exosc2,-0.488097588,0.001593277
Cinp,-0.489104738,0.040553988
Clpb,-0.489192359,0.003419119
Pycrl,-0.489776749,0.028070705
Hells,-0.490182964,9.57E-05
Acsf3,-0.490273045,0.035420646
Esco2,-0.490323905,0.01436091
Rad1,-0.49040576,0.029384755
Strbp,-0.490650363,0.001193086
Tulp4,-0.491258173,0.001904537
Lrrc8d,-0.491315648,0.001370796
Galm,-0.491625392,0.037142911
Tcf19,-0.492506897,0.006058812
Gm13461,-0.493285913,0.001630969
Nop58,-0.493411356,7.34E-05
Espl1,-0.493622654,0.005894577
Ercc6l,-0.493758622,0.003166159
Hook1,-0.49400829,0.001438588
Gm5812,-0.494530107,0.001649903
Rev1,-0.49483078,0.009458567
Abcd3,-0.495765704,0.029576104
Gm15920,-0.495817497,0.041249032
Tspan3,-0.495895989,0.006426865
Fancl,-0.496288352,0.029621538
A430093F15Rik,-0.498443026,0.032018513
Rad54l,-0.49915798,0.009637242
Lef1,-0.501822697,2.56E-07
Gm6158,-0.502045268,0.022714485
Hist1h4i,-0.502282678,0.030022933
Gm10263,-0.502434477,0.033733814
Pear1,-0.502510525,0.001259755
Gm6644,-0.50302787,0.023881301
Kifc1,-0.503068355,0.005714946
Cxcr3,-0.504176429,3.99E-07
Ccna2,-0.504688121,0.000294857
Gnpnat1,-0.504906239,0.002511988
Timm8b,-0.505223684,0.007747916
Pdk1,-0.506259577,0.001238896
Pole,-0.506422731,0.000168388
Gm15210,-0.506549887,0.000460242
Rtn4ip1,-0.506621947,0.047778882
Dtx4,-0.506725319,0.031899306
Shmt2,-0.50674664,0.000139823
Mcm7,-0.507001596,0.000216633
Rnf144a,-0.507166588,0.020277252
Hmgb3,-0.507945312,0.005403417
Dkc1,-0.509672946,8.71E-05
Idh2,-0.510147589,0.032588027
Gm14586,-0.510201244,0.000108578
Tssc4,-0.510641994,0.037581472
Tcn2,-0.510948241,0.015413576
Cbx6,-0.511446573,0.00022101
Xylt2,-0.511502675,0.000994046
Ncf1,-0.511682899,1.6E-05
Trbv13-3,-0.511806508,1.1E-05
Batf,-0.512099114,1.7E-05
Slc7a1,-0.513049723,1.96E-05
Slc12a2,-0.513261993,0.001757029
Top2a,-0.513294931,1.7E-06
C1qbp,-0.514269861,3.89E-05
Isoc1,-0.514495651,0.005746233
Slc44a1,-0.514989979,0.024651452
Rdh13,-0.515464863,0.0374937
Lockd,-0.515530793,0.029653704
Kremen2,-0.516945283,0.036398522
Ccdc115,-0.517339761,0.00126926
2810417H13Rik,-0.517357912,0.003125703
Dusp6,-0.518062496,0.000209043
E2f7,-0.51953912,0.00966177
Vwa5a,-0.520167767,0.002516211
Dis3,-0.520365987,0.000868261
Lbh,-0.522845954,1.19E-06
Galk1,-0.523185951,0.006376831
Akap1,-0.523829266,0.034428255
Ska1,-0.524343505,0.032204486
Clspn,-0.524421887,0.000646578
Hmgn1,-0.524679613,4.82E-05
Ifi204,-0.525989653,0.004392729
Atp5g1,-0.526203289,0.044928611
H2afx,-0.526561298,6.79E-05
Pabpc4,-0.526762343,0.003829155
Ppat,-0.527193772,0.000103088
Farsb,-0.528060961,0.00056351
E2f8,-0.52820107,0.001956424
Mcm3,-0.529046021,8.5E-05
Dcakd,-0.530057667,0.01457914
Scarna10,-0.531018066,0.0025506
Rtp4,-0.531859098,4.66E-05
Oas1a,-0.531932727,0.000145922
Lsm2,-0.532006774,0.022269594
Kif2c,-0.53265779,0.006316105
Timeless,-0.53293452,0.000996358
A230050P20Rik,-0.533738506,0.002931444
Gpatch4,-0.533892556,0.002551659
Slc22a15,-0.534122298,0.005421416
Rfc3,-0.534567157,0.004486884
Naa25,-0.534734367,0.000978549
Gm12355,-0.53753471,0.007034547
Gart,-0.537537705,4.3E-05
Mtmr10,-0.540368115,0.02129573
Prmt6,-0.541379438,0.006919865
Cdc6,-0.542312944,0.00294673
Dnah8,-0.542533026,9.16E-05
Msi2,-0.542722947,3.69E-07
Gm14277,-0.542852022,0.018702677
Polr3d,-0.544151316,0.007209004
Ptma,-0.545390371,0.000117136
Sigmar1,-0.545971493,0.004889434
Ap1s3,-0.54601596,0.000180823
Cep57l1,-0.546717189,0.036082918
Mmd,-0.546742591,0.000194062
Cdk2,-0.547873059,0.002986181
Nckap5l,-0.549538486,0.006869141
St14,-0.55046526,0.000579253
Elp4,-0.552046277,0.011658219
1110065P20Rik,-0.552393333,0.04777248
Lclat1,-0.554070396,0.000740195
Jade3,-0.555498015,0.032826524
Hist1h2ai,-0.555795137,0.00573368
Hmbs,-0.557200698,0.027192818
Polr1b,-0.557982839,0.003057099
Depdc1b,-0.558208811,0.012636416
2310001H17Rik,-0.558609348,0.006257286
Dynlt1-ps1,-0.558784396,0.018615651
Pfas,-0.559397589,0.001013343
Zfp395,-0.559791814,0.021856679
Gm13651,-0.560115749,0.014323036
Ighm,-0.560127771,9.52E-07
Gm16433,-0.560314009,0.00098291
Usp6nl,-0.560552307,0.001790006
Txndc16,-0.560888069,0.001623418
Ephx1,-0.561357302,0.008870565
Uhrf1,-0.562596994,9.5E-05
Hist1h2ak,-0.56283719,1.86E-06
Gm5864,-0.56317708,0.033568482
Aurkb,-0.563493577,0.002145185
Oas3,-0.563976946,8E-07
Ttk,-0.564377585,0.019977432
Gm6520,-0.565333575,0.010347987
Ctss,-0.565682415,3.25E-06
Gm9826,-0.566162676,0.03374318
Tk1,-0.566716134,0.012016485
RP24-226N16.1,-0.566740639,0.045919217
Marcksl1,-0.567096898,0.001708862
Fpgs,-0.567243968,0.016510857
Dut,-0.56822457,5.41E-05
Tns1,-0.569440559,0.006684981
Ccdc34,-0.569451277,0.001422095
N4bp2,-0.571074546,2.22E-05
Dscc1,-0.571230241,0.03880779
Nop10,-0.57260337,0.00454716
Psat1,-0.573115633,0.000114529
Hif1a,-0.573167993,1.39E-08
Zfp41,-0.573714758,0.028399744
Ttc27,-0.574083178,0.005297742
Mcm5,-0.575850277,0.000163617
Grb7,-0.576777222,0.013672501
Hist1h3f,-0.57777836,2.87E-06
Poll,-0.578434198,0.006106656
Synj2,-0.578434244,0.011260387
Lrrc8b,-0.579376442,0.002309052
Gm37420,-0.579718018,0.029389496
Itga3,-0.579756624,0.002019309
Gm7332,-0.580448088,0.024782829
Dennd2d,-0.580821039,9.31E-05
Scarna13,-0.581882378,4.52E-06
Supv3l1,-0.581966866,0.002898634
Lrrc20,-0.581966889,0.036731975
Wdr76,-0.582724362,0.000297218
Orc6,-0.58365048,0.002605676
Cd101,-0.584704857,0.019065048
Hist1h3e,-0.585067174,1.5E-05
Tmem238,-0.585416075,0.038929801
Dhx58,-0.585757463,0.000434849
Gm17296,-0.586294427,0.008074208
Rn7sk,-0.589345094,6.58E-09
Sesn3,-0.589991201,2.49E-06
Ddb2,-0.590736947,0.001913605
Nup37,-0.590802657,0.031634303
B930095G15Rik,-0.591238468,0.00603933
Mxd3,-0.59130646,0.02286947
Siva1,-0.592647541,0.00550735
Tpd52,-0.593351616,0.010962205
Tsfm,-0.593568494,0.016834927
Elac1,-0.59445697,0.013423828
Cyp4v3,-0.594634844,0.000572159
Gm10260,-0.594800882,0.006432157
Mthfd2,-0.595313637,2.17E-05
Pask,-0.59586053,0.012861047
Cdca5,-0.596991392,0.01574902
Mapk8,-0.597281039,0.00567123
Smyd5,-0.598968707,0.015462094
Tada2a,-0.59913067,0.018885148
Mif,-0.599361624,8.88E-05
Ccnb1,-0.599992898,0.005185954
Asap1,-0.600256993,1E-06
Ldoc1l,-0.601303261,0.010924749
Dnajc17,-0.602506409,0.029128124
Hist1h2bf,-0.602784528,0.001346903
Hist1h3a,-0.603533599,0.000126416
Gm4482,-0.603743637,0.029535548
Fabp5,-0.604568753,0.001854346
Hist1h2ac,-0.60501146,8.48E-07
Ssx2ip,-0.605309617,0.027017085
Slc35g1,-0.60878446,0.002896151
Suv39h2,-0.608946936,0.025571626
Fam118a,-0.609346327,0.003100817
Snhg6,-0.610303307,0.030668838
Pole2,-0.610901501,0.034171739
Dhfr,-0.610915041,0.002635848
Hist2h3b,-0.610927416,2.26E-05
Ube2l6,-0.611673352,0.001812001
Rmrp,-0.611884565,5.36E-05
Emb,-0.612338232,3.91E-07
Hist2h2ac,-0.612503458,1.02E-06
Ung,-0.613610263,0.008374939
Ndufaf2,-0.61608813,0.017170653
Aurka,-0.616723453,0.015515739
Gen1,-0.616935516,0.031737466
Grwd1,-0.619583511,0.00466204
2610524H06Rik,-0.620405363,0.005541254
Gm12185,-0.620688374,0.00237667
Gnl3,-0.621324255,0.001221396
Gm5841,-0.621941952,0.002996008
Gmds,-0.622174036,0.008796239
Hist1h2bg,-0.622470228,1.24E-05
Mpp5,-0.623275902,0.0355016
Syce2,-0.624492674,0.048790815
Nr2f6,-0.624585986,0.039961346
Tmem106c,-0.6284133,0.03920058
Rpl38-ps2,-0.628848137,0.003990582
Rrp15,-0.628998687,0.003483071
Hist1h1b,-0.629579004,1.69E-06
Nmnat2,-0.630658123,0.021480612
6720427I07Rik,-0.633103584,0.022359128
Abcg1,-0.634111611,9.61E-05
Rnf141,-0.63447429,0.025154276
Mllt4,-0.634773113,0.001895138
Ppa1,-0.634864956,0.00085655
Hist1h2bl,-0.635250788,0.004260305
Trip13,-0.635610424,0.013607161
Xxylt1,-0.635871615,0.001677403
Hist1h3g,-0.635911152,0.034409212
Fam216a,-0.636266541,0.005645326
St3gal2,-0.636907732,0.013438916
Rfesd,-0.639020466,0.033015743
Gm37108,-0.639939519,0.015256806
Slc5a3,-0.640032552,6.52E-05
Bzw2,-0.640151121,1.22E-05
Dusp19,-0.640842872,0.036235166
Chst2,-0.64211698,8.15E-05
Mcm10,-0.643100586,0.000399025
Sgsm2,-0.644304305,0.017052791
Foxred2,-0.644485252,0.019023229
Ifit1,-0.645504071,7.39E-06
BC030867,-0.645711344,0.049113823
Gmnn,-0.648402743,0.000534923
Thop1,-0.648475967,0.011788519
Slc19a2,-0.649229739,0.024188808
Ndufaf4,-0.650433977,0.000978637
Kbtbd11,-0.651536636,2.61E-09
Olfr56,-0.6515426,0.009299081
Nsl1,-0.652347488,0.032545188
Tgif2,-0.65262307,0.016400848
Gm4459,-0.653320312,0.009731255
Tuba1b,-0.653578337,2.98E-05
Gm15204,-0.654316877,0.049970085
Hist1h1d,-0.655214841,1.25E-07
Hn1l,-0.655854283,0.010641625
Hist1h4c,-0.657464723,5.63E-05
Nebl,-0.65757311,0.031978864
Ctps,-0.657844553,0.00048099
Sgol1,-0.657914025,0.001881651
Chek1,-0.659073571,0.008539989
Gm7776,-0.662199803,0.045224265
Zfp827,-0.662368085,0.000227821
Wee1,-0.662429991,0.007979506
Lsr,-0.663803058,0.00892785
Acat2,-0.664708926,0.021949343
Sdc3,-0.66481654,0.001481638
Gm27219,-0.666049981,0.005519859
Wdr4,-0.669824125,0.009912191
Rcc1,-0.670065482,0.001411011
Asf1b,-0.671566427,0.000703689
Tsen2,-0.67215513,0.039722151
Arrb1,-0.674772564,0.001037039
Wdr19,-0.675713365,0.036352304
Tfrc,-0.67614586,0.000336929
Rgcc,-0.676807051,0.034558277
E130208F15Rik,-0.677748115,0.035393791
Spint2,-0.677987597,0.000328854
Apex1,-0.678347009,0.012804242
Tnfaip8,-0.680592739,1.46E-07
Ctsz,-0.683310358,7.16E-05
Msra,-0.683711329,0.004532574
Hist3h2ba,-0.684232899,0.001553132
Hist1h2af,-0.684598052,5.24E-06
Txnrd2,-0.684707542,0.014830817
Fbxo5,-0.685165435,0.006948371
Rad51,-0.686974597,0.000747879
Atad3a,-0.691058465,0.000353531
Hist1h2ab,-0.69107782,8.93E-06
Pus7,-0.692069022,0.000739025
Gm7236,-0.693187352,0.013845886
Mrpl23-ps1,-0.693683932,0.000859855
Plscr1,-0.693867326,0.002027986
Ccr9,-0.693992274,0.000183462
Hist1h4a,-0.696361882,2.4E-05
Ext1,-0.69875075,0.001888806
Nop16,-0.699027915,0.005197297
Hist1h2be,-0.700038633,2.85E-06
Il6st,-0.702132808,2.69E-06
Zhx2,-0.704265567,0.000210731
Serinc5,-0.704408806,0.01118647
Hirip3,-0.706001077,0.000401618
Ndufa12,-0.710137175,0.013321017
Egr2,-0.714055663,0.000983713
Hist1h1a,-0.716596127,1.37E-05
Ralb,-0.717483375,0.028109358
Camk2b,-0.719591696,0.003281076
Hist1h4d,-0.721712561,1.36E-07
Mx2,-0.722883498,0.047482902
Kdm4d,-0.724878651,0.017392166
Oasl2,-0.725176363,0.000186075
Hist1h2an,-0.726507162,0.000138054
Rsad2,-0.728336491,8.8E-06
Cd160,-0.729214134,1.48E-05
Nenf,-0.730189693,0.026062298
Elovl6,-0.730450503,0.014348353
4930417O13Rik,-0.730534594,0.002255045
Uchl4,-0.730873557,0.007938496
Asah2,-0.731971553,0.016043663
Shq1,-0.73295888,0.019011031
Tma16,-0.733699362,0.001829248
Cd5,-0.73453752,6.51E-09
Crtam,-0.734647193,3.69E-07
Gm5648,-0.735402609,0.001766702
Bcl6,-0.737254762,0.001490486
Apitd1,-0.739094132,0.014384049
Psmc3ip,-0.739780766,0.010663273
Rab4a,-0.741210452,0.006016679
Ndc1,-0.74121412,0.002630227
Rnf157,-0.741267791,4.52E-05
Ptpn13,-0.741436082,2.18E-09
Gins2,-0.74197422,0.0034384
Nit2,-0.742437937,0.040138404
Pou6f1,-0.743061775,3.35E-05
Cdc45,-0.744817962,0.000847979
Coq2,-0.745865727,0.001456083
Ccdc90b,-0.747312291,0.033165673
Cd2ap,-0.747884044,8.92E-05
Smad1,-0.748865764,0.009420588
Icos,-0.750467787,4.25E-07
Mnda,-0.750808219,0.000163817
Hist1h4j,-0.751516335,9.01E-05
Hist1h2ag,-0.751614496,1.88E-05
Rmdn1,-0.751686312,0.02507919
Zfp710,-0.753917578,0.000651438
Gt(ROSA)26Sor,-0.757061366,0.044476362
Pbk,-0.759864229,0.030147778
Hist1h2bn,-0.760687992,1.21E-05
Kntc1,-0.76071482,0.000905429
Hist1h3c,-0.760772859,1.88E-05
Gm20628,-0.763442978,0.031004209
Gm9523,-0.764110478,0.005234135
Ticrr,-0.764498712,6.39E-05
Hist1h3d,-0.766275594,1.83E-06
Xlr4a,-0.767781539,0.014209134
Mgrn1,-0.767974031,0.020416587
Hist1h3i,-0.769128565,5.05E-05
Fanci,-0.769926203,0.00082435
Tdrd7,-0.770258595,0.022097
Tfap4,-0.770417223,0.003275885
Spin4,-0.771176363,0.039637407
Tatdn3,-0.772195097,0.042868149
Ccdc28b,-0.77299462,0.000736434
Zranb3,-0.773579852,0.01449327
Pik3r2,-0.777267801,0.019390097
Tnf,-0.779478381,0.000289214
Rassf3,-0.781872786,0.000220315
Dnal4,-0.783404512,0.025717961
Hist1h4k,-0.784379977,1.24E-06
Hist1h2bj,-0.785728468,1.51E-06
Ifit3b,-0.785748743,3.54E-05
Tipin,-0.788933072,0.0002852
Cenph,-0.790598401,0.003620073
Ccnf,-0.792680234,0.001148732
Gm10241,-0.792752485,0.031311257
Cenpw,-0.794350982,0.015488357
Gm7993,-0.794354377,0.002296644
Kif3a,-0.794570756,0.04083153
Cd24a,-0.795658784,0.049412461
Ptger2,-0.796155221,0.005399505
1110051M20Rik,-0.800091322,0.021608071
Ccdc126,-0.801515317,0.009930503
Slc35e4,-0.804009619,0.005863506
Itgb1,-0.804901164,5.75E-11
Prr5l,-0.807756473,0.033596652
Itgb3bp,-0.809320957,0.013031016
Gins1,-0.80940988,0.004632371
Mboat1,-0.810261798,0.000285387
Hic1,-0.812525272,0.000155791
Gm7862,-0.813279061,0.03221207
Gm23262,-0.813807907,0.001853979
Ankrd35,-0.815769437,0.02257613
Rcan1,-0.816043234,0.019863456
Hist1h2bp,-0.816201484,0.001095364
Frmd4a,-0.818236451,2.79E-06
Prpsap2,-0.818577725,0.003161884
Hist1h3b,-0.822211606,6.4E-07
Hist1h2ae,-0.822284558,6E-07
Ms4a4c,-0.824448315,9.48E-05
Casp1,-0.827388021,8.48E-06
Hist1h2bc,-0.8285034,1.4E-06
Skp2,-0.82984108,0.005731251
Shmt1,-0.830098429,0.00012716
Ska3,-0.830940344,0.013000009
Acsl1,-0.831643829,0.020110772
Il21,-0.831732647,0.011018422
Bcat1,-0.832517985,0.019000161
Cep41,-0.833199321,0.002624425
Socs5,-0.833469524,0.006847524
Gm4879,-0.836920113,0.022354709
Gm14131,-0.837984491,0.035308087
Gm15428,-0.838272431,0.021694741
Btla,-0.84033065,1.48E-05
Ifi30,-0.840337741,0.002368152
Bmpr1a,-0.842055865,0.018007685
Hsf4,-0.843934384,0.039601468
Oasl1,-0.844814943,7.84E-05
Mrps6,-0.845213891,3.78E-05
Gm10193,-0.848267909,0.038004315
6330403K07Rik,-0.850923824,0.014263642
Ccdc91,-0.853428253,0.000671517
Ifi27l2a,-0.859070432,3.71E-08
Mybl2,-0.859501979,0.000341504
Parp12,-0.859940209,2.19E-05
Ttc28,-0.861231812,0.008154655
Ltb,-0.864063302,7.24E-09
Ndufab1,-0.864780688,0.009523463
Hivep3,-0.865257536,1.64E-06
Vmn2r96,-0.866008332,0.048283415
Prim1,-0.868857633,5.03E-05
Slfn5,-0.870592002,6.4E-07
Cdc25c,-0.870858281,0.045856417
Rpf2,-0.872222218,0.000424352
Slc25a14,-0.873968343,0.048846939
Armcx2,-0.875110981,0.002642362
Tsc22d1,-0.875371528,0.017750374
Scarb1,-0.878294843,0.004615325
Timm10,-0.879724246,0.029242039
Phpt1,-0.879938555,0.026897483
Zfp946,-0.882943381,0.02270203
Baz2b,-0.884368904,2.29E-06
Sall2,-0.889799054,0.006381203
Myc,-0.891946126,2.98E-07
Hist1h2bh,-0.892131506,1.62E-05
Hist4h4,-0.892252834,6.57E-06
Ypel2,-0.893345035,0.023636927
Sh2b3,-0.893913867,6.49E-05
Gm21972,-0.894674064,0.023211449
Treml2,-0.897836792,0.005879827
Wdr12,-0.89967201,0.000429714
Spry1,-0.902188039,0.015953592
Rad51ap1,-0.904119461,0.000925656
Inpp4b,-0.904750678,7.06E-07
Cbwd1,-0.911500259,0.002179453
Ccne2,-0.915214322,0.001109771
Gm43039,-0.918657649,0.036391416
Anapc15-ps,-0.919175581,0.048746011
Ddx60,-0.922294792,1.88E-06
Acvr1b,-0.92622285,0.019272532
Art3,-0.928005478,0.005717991
Optn,-0.928717302,0.019575253
Nos1,-0.929426344,0.026965074
Aldh1b1,-0.930087592,0.011623565
Parp8,-0.930110103,0.000897427
Hist1h2bk,-0.9306758,7.04E-06
Acpp,-0.931392491,0.000150113
Haus5,-0.932388941,0.031246062
Smco4,-0.932565878,0.0155157
Pcyox1l,-0.933758762,0.044700516
Vax2,-0.934974921,0.000646807
Rasgef1b,-0.935656601,0.049267065
Osgin1,-0.937678766,0.027017672
Rims3,-0.939658307,0.013859214
Gpm6b,-0.943133416,0.012225197
D030028A08Rik,-0.949351017,0.031066341
Cd200r1,-0.950911058,0.025597045
Dpy19l3,-0.951135573,1.98E-06
Slc25a13,-0.955163984,0.00451832
Kif5c,-0.957080165,0.001232891
Spata24,-0.959221677,0.024286802
Isg20,-0.959447287,1.31E-05
Isg15,-0.960397315,4.62E-06
Gm5113,-0.962566087,0.049570874
Tmem185b,-0.963118686,0.000229473
Decr1,-0.964327468,0.000112503
Pcdhga8,-0.964484391,0.011822113
Gm5617,-0.964945286,0.02183616
Tcf4,-0.965763275,2.22E-05
Kcnc1,-0.967806176,0.006212209
Hist2h4,-0.972283099,5.01E-08
4931428F04Rik,-0.975406199,0.015777775
Ogfrl1,-0.975452679,0.000257482
Srm,-0.976176151,0.001654133
Rab6b,-0.977690234,0.001835132
Pacsin1,-0.977949032,3.81E-06
Tespa1,-0.977953888,7.57E-05
Hist1h4b,-0.978683409,6.11E-06
Ppic,-0.979286447,0.008801757
Rgs12,-0.980053754,0.006024483
Tgtp1,-0.980922478,1.77E-06
3110009E18Rik,-0.98181882,0.047004284
Sema4c,-0.98507155,0.000619976
Cdca7,-0.985394095,1.55E-06
Ipo4,-0.986879001,9.25E-05
Cep72,-0.986881645,0.004230652
Fntb,-0.995192794,0.001016498
Ckb,-0.99732101,0.039546145
Irs2,-1.002459991,0.000194497
C77080,-1.003283239,0.03036132
Tjp2,-1.004871222,1.92E-06
Nrp1,-1.005623869,3.01E-10
Sgms1,-1.005715407,9.93E-05
Ifrd2,-1.005738232,0.011771496
Orc1,-1.006369258,0.004964476
Bbs2,-1.010601904,0.024534769
Gm5620,-1.01147397,0.022376829
Hist1h4h,-1.012911226,4.8E-07
Plxdc2,-1.016573151,8.8E-06
Acacb,-1.018658468,0.039984783
Ldha-ps2,-1.019367592,0.01346016
Gm43578,-1.0214726,0.03293631
1810041H14Rik,-1.024112842,0.025420089
Msl3l2,-1.02633303,0.027574806
Zbtb18,-1.031610361,0.015372951
Terc,-1.032139468,0.000785647
Nek4,-1.033563411,0.015955182
Timp2,-1.039404908,4.43E-05
Zfp951,-1.040236657,0.000704975
Cryl1,-1.04114043,0.016766928
Tnfrsf26,-1.042077211,9.36E-05
H2-Oa,-1.043065382,0.004756297
Farp2,-1.051421264,0.043462422
Cables1,-1.052158302,2.79E-05
Gm26397,-1.053712475,0.006627458
Hist1h2bb,-1.055107182,2.21E-08
Art2a-ps,-1.057138817,0.04634758
Ccdc122,-1.059038998,0.028853036
Maml3,-1.062944847,0.049070857
Gm43143,-1.068553229,0.020582694
Bach2,-1.068898924,1.89E-06
Rgs10,-1.069170004,1.38E-07
Hist1h2bm,-1.070806281,2.23E-06
Lad1,-1.071082113,0.009000511
Tox,-1.073014158,1.27E-08
Mtmr7,-1.07333872,0.04200523
Clybl,-1.073585349,0.01982791
Gm8099,-1.079262164,0.026821931
Hist2h2bb,-1.081873686,5.55E-09
Slc16a10,-1.082861239,0.007010057
Nnt,-1.085059575,4.37E-06
Slamf6,-1.088472241,2.65E-09
Wls,-1.08921425,0.000412296
Exo1,-1.091200444,0.000647658
Lysmd2,-1.095058829,7.38E-06
Plscr3,-1.097713221,0.003481551
Bcl9,-1.098333453,0.004537682
Kcnq5,-1.099207889,0.002067311
Dclk2,-1.099656297,0.000101818
Dgcr6,-1.101464339,0.006712693
Klhl8,-1.103184631,0.01354529
Cybb,-1.105040564,0.037900714
Ppp2r3a,-1.113604268,0.000111176
Gm43339,-1.125209871,0.048933689
5830468F06Rik,-1.131606406,0.025494203
Magi2,-1.132567507,0.025263575
Wdr35,-1.13686472,0.005119429
Mtss1,-1.138027247,0.000471075
Zfp365,-1.139300184,0.008438274
Cd6,-1.143319567,1.41E-12
Tbc1d4,-1.14409439,0.000207829
Gm43352,-1.14566181,0.002580441
Nlgn2,-1.146657704,0.027022795
3110082I17Rik,-1.156483411,0.023827953
Casp4,-1.160097284,1.59E-07
Hist1h4f,-1.164947625,2.35E-08
Tfpi,-1.169533119,0.031579613
Ajuba,-1.169859674,0.022799884
Arap3,-1.176582427,0.010153508
Ndrg2,-1.181429002,0.006768732
Spock2,-1.182395059,5.59E-08
Pecr,-1.182490074,0.03244321
Rpsa-ps1,-1.183019825,0.022033321
Tbc1d32,-1.18355757,0.012749498
Med31,-1.191747564,0.001873617
Abcg2,-1.202400737,0.008836639
Hist1h4n,-1.204408388,0.000500229
Ryr1,-1.207786567,0.0367275
1700029I15Rik,-1.209683704,0.017121353
Dlg2,-1.218089443,0.004648223
Gm5776,-1.219036227,0.019280794
B3gnt3,-1.22304999,0.005911723
Ier5l,-1.240226109,0.013234021
Tet1,-1.244159369,0.021431497
Ighd,-1.247449313,0.0178091
Fam43a,-1.248790623,0.012296887
Aim2,-1.251082582,2.64E-05
Zcchc3,-1.2650149,0.023627021
Neu3,-1.267355786,0.000748839
Gm9430,-1.267492356,0.023771985
Thnsl1,-1.267651293,0.047582821
Gca,-1.269212731,0.006008531
Pde11a,-1.274123749,0.015256777
Trib3,-1.274221726,0.039453165
Ptprv,-1.276941801,0.000394523
Zfp516,-1.27753429,0.004192239
Gm17173,-1.277737048,0.007746744
Mical3,-1.279009623,0.017179869
Flt1,-1.281804307,0.003969893
Gm14769,-1.288060532,0.005364792
Pcdhgb7,-1.290500435,0.02069057
Zbtb3,-1.295073927,0.016100953
Grik5,-1.298408469,0.005126069
Gm23547,-1.299669571,0.003864321
Tnfsf8,-1.300601151,5.49E-07
Abca3,-1.305902665,3.95E-06
Zan,-1.306287035,0.015561304
Dctd,-1.306540141,0.004619036
Gtf2ird1,-1.30873768,0.001290489
Tacstd2,-1.31124161,0.016834868
Gm7609,-1.322457361,0.023807821
Gm11470,-1.325758138,0.02208706
Macrod1,-1.325919539,0.026400177
Gm9001,-1.326277665,0.009916785
Raver2,-1.326701295,8.97E-05
Clip3,-1.327839911,0.02750638
Igf2bp3,-1.329551138,6.06E-07
Gm15452,-1.330465668,0.025080136
Lhpp,-1.331486931,0.023668967
Gm42732,-1.34786726,0.021669493
Arhgef9,-1.354565214,0.000366132
Trpm6,-1.357869117,0.020787249
Tmem216,-1.367488333,0.024808264
Bnip3,-1.368566949,0.010029967
D630045J12Rik,-1.370799866,0.012439935
2610035D17Rik,-1.373560732,0.014256432
Csf2,-1.375394091,0.002918203
Gm6166,-1.376872779,0.002731763
Rps12-ps3,-1.378816299,0.009160362
Gm26517,-1.381945607,0.018326747
Inadl,-1.389597864,2.05E-05
Fam81a,-1.392506693,0.0003402
Ptrh1,-1.39261639,0.000656198
Prelid2,-1.39665771,0.024375219
Lonrf1,-1.398239379,0.033983522
Cxxc5,-1.400143897,0.000901768
Lcn4,-1.401736967,0.013727715
Gm37510,-1.404338518,0.028332144
Fosl1,-1.404945685,0.013016014
Egln3,-1.405724832,0.00043643
Rsad1,-1.416529185,0.001369024
Lrp12,-1.420225875,0.022115499
Arvcf,-1.441333095,0.025857296
Gm37522,-1.443918928,0.010656544
1700019D03Rik,-1.445097415,0.00089407
Dpysl3,-1.445856219,4.52E-05
Kit,-1.448608691,0.000253064
Snn,-1.449099129,0.001119439
Gm42979,-1.470272761,0.023987159
Fancb,-1.478384492,0.003118506
Cd320,-1.482191286,0.003855649
