gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	2610037D02Rik",6.54674415,-0.369404563,0.737592552,-0.500824692,0.616494506,0.871848544
"	4921507P07Rik",3.964296687,-0.365236256,0.729396792,-0.500737404,0.616555944,0.871848544
"	Atg101",520.2086965,0.10321965,0.20613618,0.500735241,0.616557467,0.871848544
"	mt-Te",13.12650082,-0.323494535,0.64594814,-0.500805738,0.616507847,0.871848544
"	Adamts10",205.7584952,-0.150500324,0.300626068,-0.500623001,0.616636472,0.871892388
"	Zxdc",140.2048933,-0.118713261,0.23718365,-0.500511993,0.616714614,0.871935006
"	Dgcr8",119.6384747,-0.132166132,0.264197547,-0.500254956,0.616895567,0.871978652
"	Gm9694",5.178603851,0.355462143,0.710646566,0.5001954,0.616937497,0.871978652
"	Rnaset2b",642.9038099,0.104355048,0.208573102,0.500328408,0.616843854,0.871978652
"	Vcl",9.235851315,0.34556732,0.69067402,0.500333457,0.6168403,0.871978652
"	Nme1",4571.459146,0.075235544,0.150456769,0.500047586,0.617041571,0.872057896
"	Sema3a",1.759360499,-0.327887464,0.655946272,-0.499869392,0.617167046,0.872167371
"	Gm5129",1.498816348,-0.344575387,0.690058097,-0.499342574,0.617538067,0.872623803
"	Gm3830",2.485170542,-0.364886747,0.731195773,-0.499027429,0.617760061,0.872745009
"	Lonp2",695.2457802,-0.115295433,0.231108644,-0.498879794,0.617864069,0.872745009
"	Otud3",16.37455068,-0.290633703,0.582553773,-0.498895924,0.617852705,0.872745009
"	Snora31",40.83603085,-0.188371451,0.377533005,-0.498953599,0.617812073,0.872745009
"	Zfand2a",128.2102008,0.137091483,0.274704038,0.499051575,0.617743051,0.872745009
"	Nr1d2",295.2169983,-0.155353662,0.311567932,-0.49861891,0.618047881,0.872936767
"	Pds5b",1232.264977,-0.096769274,0.194129785,-0.498477213,0.618147727,0.873009909
"	4833421G17Rik",1.475261248,-0.347663529,0.698340171,-0.497842661,0.618594944,0.873099565
"	Amigo1",38.05657144,-0.207680633,0.417718689,-0.497178217,0.619063381,0.873099565
"	Arl6ip5",3964.114299,0.276920535,0.556091172,0.497976859,0.618500353,0.873099565
"	Cdh1",3.136578231,-0.369193602,0.74170821,-0.497761245,0.618652334,0.873099565
"	Chst10",86.4701661,-0.184456454,0.370289638,-0.49814101,0.618384657,0.873099565
"	Eef2k",15.44145546,-0.360925483,0.725974815,-0.497159785,0.619076378,0.873099565
"	Faim",2865.838493,0.093272589,0.187455463,0.497571999,0.618785744,0.873099565
"	Hlx",3.522441955,-0.374655647,0.752307374,-0.498008739,0.618477883,0.873099565
"	Hsf1",220.6156238,-0.139145249,0.279798736,-0.497304782,0.61897414,0.873099565
"	Mab21l3",1.236516503,-0.331267182,0.665743655,-0.497589694,0.618773269,0.873099565
"	Nmt2",1332.366937,0.124878056,0.250978326,0.497565102,0.618790606,0.873099565
"	Plet1",17.39594219,-0.295961752,0.594359196,-0.497950993,0.618518585,0.873099565
"	Qdpr",400.9164778,0.091616437,0.184254935,0.497226506,0.619029332,0.873099565
"	Senp5",77.42259644,-0.172274079,0.345843939,-0.498126638,0.618394786,0.873099565
"	Sri",15270.57625,0.118281623,0.237894983,0.497201,0.619047316,0.873099565
"	Stra6",1.805418456,-0.323439705,0.649157994,-0.498244969,0.61831139,0.873099565
"	Tnfaip1",202.8160715,-0.151054613,0.303764212,-0.497275872,0.618994524,0.873099565
"	Zfp941",4.72060405,-0.370558391,0.744335037,-0.497838169,0.618598111,0.873099565
"	2810455O05Rik",31.18629928,-0.216931101,0.436760288,-0.496682291,0.619413113,0.87324204
"	D330023K18Rik",116.1010519,0.161230224,0.324554657,0.496773719,0.61934863,0.87324204
"	Gm13427",2.610235956,0.368951333,0.74284153,0.496675695,0.619417764,0.87324204
"	Pfdn6",892.1910684,0.098165599,0.197548135,0.496919897,0.61924554,0.87324204
"	Serpind1",1.262583515,-0.305865935,0.615774941,-0.496717087,0.619388571,0.87324204
"	Hist1h3e",11.18764891,0.354888539,0.714881536,0.496429858,0.619591164,0.873418709
"	Platr23",1.41360433,-0.304533878,0.613566729,-0.496333754,0.619658956,0.873446491
"	Ppcs",915.6291689,-0.122491627,0.246974252,-0.495969221,0.619916127,0.873537852
"	Slc52a2",43.20786957,0.191623685,0.386295913,0.496054136,0.619856217,0.873537852
"	Ube2cbp",30.189843,0.260184343,0.524545161,0.496018956,0.619881037,0.873537852
"	Zbtb4",145.9684015,0.17739022,0.357591359,0.49606965,0.619845272,0.873537852
"	Nme6",334.2495487,0.178120538,0.359344712,0.495681532,0.620119119,0.873620583
"	Plk4",1020.914409,0.130218878,0.262658645,0.495772291,0.620055077,0.873620583
"	Tada2a",142.4172773,0.150738054,0.304065113,0.495742678,0.620075972,0.873620583
"	Card19",1282.487444,-0.202824135,0.409822594,-0.494907157,0.620665658,0.87408281
"	Ccdc166",233.1838453,-0.170563964,0.344574023,-0.494999484,0.620600485,0.87408281
"	Gamt",6.02594045,-0.372703998,0.752844807,-0.49506086,0.620557161,0.87408281
"	Gm43814",1.63868303,0.346554961,0.699996622,0.495080905,0.620543012,0.87408281
"	Mxra8",22.82301642,0.307757548,0.621974164,0.494807607,0.620735934,0.87408281
"	Rell2",1.35245027,-0.307161522,0.620755807,-0.494818604,0.620728171,0.87408281
"	2310036O22Rik",3302.142062,-0.062917483,0.127324216,-0.494151745,0.621199016,0.874126248
"	9530026P05Rik",1.465328802,-0.356421802,0.721835162,-0.493771737,0.621467396,0.874126248
"	AA474331",50.80966779,-0.214782539,0.435370328,-0.493332974,0.621777333,0.874126248
"	Acy1",66.73553515,0.202848276,0.410092946,0.494639759,0.620854432,0.874126248
"	Cenpb",221.2984639,0.140584363,0.284949441,0.493365989,0.621754009,0.874126248
"	Col19a1",1.468230674,-0.349641236,0.706904799,-0.494608661,0.620876387,0.874126248
"	Cox15",349.9075773,-0.110808222,0.2243039,-0.494009341,0.621299583,0.874126248
"	Eef2",3701.828292,-0.109279527,0.221172303,-0.494092278,0.621241011,0.874126248
"	Epn2",8.875454535,-0.362242215,0.733532259,-0.493832698,0.621424339,0.874126248
"	Gm26640",9.430809336,0.352561036,0.713600648,0.494059299,0.621264301,0.874126248
"	Gm27845",118.511958,0.143918188,0.291668042,0.493431459,0.621707759,0.874126248
"	Hist3h2ba",75.41662984,-0.205164537,0.415041647,-0.494322771,0.621078246,0.874126248
"	Hspb11",429.1672136,-0.096646115,0.195797065,-0.493603493,0.621586233,0.874126248
"	Izumo4",766.1520057,0.299093345,0.60529797,0.494125802,0.621217337,0.874126248
"	Mkrn2os",2.236180852,-0.355999172,0.721577886,-0.493362088,0.621756766,0.874126248
"	Plek2",2.18542247,-0.353194635,0.715771959,-0.493445756,0.621697659,0.874126248
"	Prss57",12.41309385,-0.362171092,0.734081575,-0.493366275,0.621753808,0.874126248
"	Ptafr",1.825301271,0.349625834,0.708192276,0.493687726,0.621526735,0.874126248
"	Rnf149",222.2777913,0.124669965,0.252144862,0.494437856,0.620996985,0.874126248
"	Sort1",4.472092471,-0.371459363,0.752690606,-0.493508702,0.621653193,0.874126248
"	mt-Co1",97198.85984,0.141974918,0.287576424,0.493694568,0.621521902,0.874126248
"	Gm26768",10.92650428,0.310553565,0.629648831,0.49321709,0.621859203,0.874173691
"	Frs2",247.6495236,-0.15276981,0.309796908,-0.493128903,0.62192151,0.874193625
"	Adam32",1.167156575,-0.315055099,0.639315941,-0.492800318,0.622153686,0.874234084
"	Ampd2",119.5132966,-0.144172769,0.292549963,-0.492814175,0.622143894,0.874234084
"	Chrnb3",1.50530798,-0.339085468,0.687986102,-0.492866741,0.622106749,0.874234084
"	Man2a1",959.3778036,0.127027505,0.257794257,0.492747614,0.62219093,0.874234084
"	Rasgrp3",2.76791793,0.36890316,0.748596034,0.492793366,0.622158598,0.874234084
"	6430531B16Rik",3.027922159,-0.370656222,0.752840309,-0.492343752,0.622476356,0.874327943
"	Gm26551",10.98178932,0.307480814,0.624221671,0.492582729,0.622307454,0.874327943
"	Lsm11",197.6283031,0.136945624,0.278064472,0.49249594,0.622368792,0.874327943
"	Map1b",6.717293763,-0.369189277,0.750199176,-0.492121678,0.622633328,0.874327943
"	Qser1",12.10098969,-0.363672636,0.738702778,-0.492312533,0.622498422,0.874327943
"	Tmem242",866.8068465,0.15056834,0.305825826,0.492333635,0.622483506,0.874327943
"	Zbtb7b",78.89628986,-0.183644807,0.373179663,-0.492108294,0.622642789,0.874327943
"	Zfp800",908.217977,-0.12351544,0.250924251,-0.492241941,0.622548318,0.874327943
"	Gm43339",1.260812847,-0.282855921,0.575020108,-0.491906139,0.622785698,0.874461019
"	Gm37459",1.578337311,-0.311174362,0.63283926,-0.491711532,0.622923285,0.874586603
"	Clk2",408.5617933,-0.110683565,0.225338387,-0.491188236,0.623293318,0.874870931
"	Hist1h2bj",77.12318844,0.268353709,0.546375306,0.491152704,0.623318447,0.874870931
"	Mesdc2",404.3148652,-0.113536998,0.231095584,-0.491298866,0.623215082,0.874870931
"	Sac3d1",418.384878,0.193956168,0.394833437,0.491235417,0.623259952,0.874870931
"	2310011J03Rik",281.0293445,0.112967627,0.230705244,0.489662155,0.624372986,0.874911611
"	Actr5",64.62377722,-0.184444131,0.375730675,-0.490894524,0.62350105,0.874911611
"	Brd3",323.9711582,-0.139139909,0.284100749,-0.489755515,0.624306913,0.874911611
"	Ggt7",7.483626907,-0.341154885,0.696977067,-0.48947792,0.624503383,0.874911611
"	Gm15859",12.91080796,0.328947209,0.670515369,0.490588619,0.623717437,0.874911611
"	Gm26814",1.348632154,-0.297188892,0.60579837,-0.490573938,0.623727823,0.874911611
"	Gm37566",16.68795895,0.347548412,0.709442674,0.489889353,0.624212198,0.874911611
"	Gm43537",1.451826754,-0.329961531,0.673944761,-0.489597294,0.624418892,0.874911611
"	Hsd11b1",26087.39458,-0.188259729,0.383713211,-0.490626133,0.6236909,0.874911611
"	Icosl",16.03078442,0.298210799,0.608889225,0.48976199,0.62430233,0.874911611
"	Map7d2",3.472497769,-0.363102571,0.740395976,-0.490416727,0.623839043,0.874911611
"	Pelp1",105.8108682,-0.167056173,0.34121662,-0.48958979,0.624424203,0.874911611
"	Pick1",26.78281163,0.244193583,0.498841794,0.489521097,0.624472822,0.874911611
"	Pkp2",6.674529921,-0.355494669,0.725131743,-0.49024839,0.623958143,0.874911611
"	Ppp6r2",48.52233495,-0.175438997,0.357541471,-0.490681533,0.62365171,0.874911611
"	Prpf4b",1774.43886,-0.101162675,0.206229797,-0.490533746,0.623756257,0.874911611
"	Rspry1",734.390964,-0.095940406,0.195685872,-0.490277631,0.623937454,0.874911611
"	Smg6",115.0094084,-0.162523772,0.332012164,-0.489511498,0.624479616,0.874911611
"	Sp100",11315.80247,0.122678542,0.250594278,0.489550452,0.624452045,0.874911611
"	Tpcn1",39.91651914,0.18838901,0.384418945,0.490061721,0.624090224,0.874911611
"	Trpa1",6.345273721,-0.367426842,0.750257931,-0.489734033,0.624322116,0.874911611
"	Ube2e2",7.392420943,0.365661144,0.745380518,0.490569763,0.623730777,0.874911611
"	Uso1",841.1116947,-0.105913,0.215870182,-0.490632839,0.623686156,0.874911611
"	Zc3h13",452.1665692,-0.109445535,0.223593388,-0.489484666,0.624498608,0.874911611
"	Hdc",20.87760656,0.298528889,0.61005345,0.489348743,0.624594818,0.874972227
"	Gm42885",1.26137404,0.338400313,0.69203377,0.48899393,0.624845995,0.875256592
"	Dbil5",3.213920387,-0.36584493,0.748392973,-0.488840681,0.624954495,0.875341075
"	Heatr5a",188.480904,-0.151096298,0.309183994,-0.488693792,0.625058499,0.875419248
"	Dpf2",381.0587169,0.093778946,0.192006857,0.488414568,0.625256225,0.875576042
"	Gm10073",49.52830819,-0.238552948,0.48850617,-0.488331496,0.625315056,0.875576042
"	Ptk2",6.975536212,-0.350209701,0.717101882,-0.488368124,0.625289116,0.875576042
"	Coq5",214.9919767,0.128331197,0.262877832,0.488178086,0.625423705,0.875593187
"	Kbtbd2",947.7275508,0.084949397,0.174007986,0.488192516,0.625413485,0.875593187
"	Atp6ap1",889.8316152,0.150046036,0.307463723,0.488012162,0.625541227,0.875680455
"	Gm11541",3.475177562,0.366197506,0.750580216,0.487885903,0.62563066,0.875680455
"	Traj52",4.476870288,0.367260528,0.75268591,0.487933311,0.625597079,0.875680455
"	Gm3952",1.624176179,0.313733494,0.643326385,0.48767391,0.625780834,0.875823165
"	2310039H08Rik",1349.782905,-0.185969134,0.381437434,-0.4875482,0.625869894,0.875880326
"	Tmem126a",5410.511616,-0.131917822,0.270688377,-0.487342026,0.62601597,0.876017264
"	Mthfd2l",198.7421543,-0.154589341,0.317265067,-0.487256106,0.626076849,0.876034969
"	Aasdhppt",1823.12135,-0.083873237,0.172180731,-0.487123248,0.626170992,0.876099213
"	Gm10722",15.86108032,0.326295057,0.670142089,0.486904288,0.62632616,0.876120278
"	Qsox2",58.73060077,-0.182203764,0.374213552,-0.486897823,0.626330742,0.876120278
"	Zbtb6",160.5236802,0.176621081,0.362704833,0.486955411,0.62628993,0.876120278
"	Rnf220",505.1427193,-0.090411085,0.185782259,-0.486650802,0.626505815,0.876297693
"	Lrrc19",3.097713025,0.359704718,0.73928692,0.486556312,0.62657279,0.876323893
"	Arfgef1",1419.29347,0.090904766,0.187011623,0.486091528,0.626902273,0.876368119
"	Gm42971",1.17973056,-0.269744987,0.554848402,-0.486159799,0.626853872,0.876368119
"	Gm572",1.715934603,0.336127754,0.69129708,0.48622765,0.626805769,0.876368119
"	Kif6",1.463647646,-0.352857931,0.72589351,-0.486101509,0.626895197,0.876368119
"	Mir7079",2.475508589,-0.355895115,0.732241262,-0.486035318,0.626942125,0.876368119
"	Nub1",431.414445,-0.092220877,0.189731282,-0.486060474,0.62692429,0.876368119
"	Tbx21",510.241525,-0.122767218,0.252410966,-0.486378305,0.626698969,0.876368119
"	Fam69a",2680.977599,0.153540506,0.315957098,0.485953654,0.627000026,0.876381615
"	Rad51",836.4243094,-0.187655102,0.386299264,-0.485776493,0.627125643,0.876489752
"	A930011G23Rik",4.293624121,-0.360673128,0.742903631,-0.485491137,0.627327998,0.876633776
"	Gars",1838.033716,-0.081275744,0.167431438,-0.485427019,0.62737347,0.876633776
"	Tmie",2.020794204,-0.344286932,0.709142976,-0.485497204,0.627323696,0.876633776
"	Epm2a",1.367256023,0.324560267,0.668801423,0.485286448,0.627473167,0.876705645
"	Tekt4",1.207425805,-0.288636069,0.595056068,-0.485056929,0.627635963,0.876865657
"	Gm16150",1.190811293,0.307363331,0.634041367,0.484768577,0.627840515,0.877083977
"	A430078I02Rik",2.254771014,0.309577061,0.639000866,0.484470487,0.628052005,0.877153587
"	Ccdc124",1603.463805,0.162182408,0.334954919,0.484191749,0.628249792,0.877153587
"	Fdxr",81.7449143,-0.157723864,0.325701148,-0.484259465,0.628201739,0.877153587
"	Gm37669",8.264830553,-0.358434639,0.739840992,-0.484475235,0.628048636,0.877153587
"	Insig1",115.7648635,0.141742837,0.292492762,0.484602886,0.627958066,0.877153587
"	Oxld1",166.7401435,0.139435049,0.288074305,0.484024595,0.628368414,0.877153587
"	Pla2g15",20.85317038,-0.272189518,0.562318732,-0.484048463,0.628351476,0.877153587
"	Pvrl1",1.233497063,-0.314582713,0.649940359,-0.484017816,0.628373225,0.877153587
"	Rny1",16.67105933,-0.325123844,0.671713968,-0.484021264,0.628370778,0.877153587
"	Stam",348.0434155,-0.099912222,0.206344497,-0.484201051,0.628243191,0.877153587
"	Ddx47",659.218909,0.095758627,0.197886273,0.483907377,0.628451604,0.877195589
"	Gm16062",35.66273032,0.197770315,0.409073429,0.483459204,0.62876972,0.87750476
"	Gm22579",49.43680669,0.250819826,0.518789006,0.483471744,0.628760818,0.87750476
"	Ccny",636.920971,-0.108416204,0.224302595,-0.48334797,0.628848684,0.877547542
"	Tgm1",2.837892712,-0.351891144,0.728349597,-0.483134947,0.628999921,0.877691164
"	Metap1d",84.81975885,0.147123403,0.30462663,0.48296304,0.62912198,0.877794052
"	Cdc42ep2",5.279943069,0.363409689,0.752817056,0.482733071,0.629285278,0.877954461
"	Hus1b",5.17062175,0.361190413,0.748625468,0.482471447,0.629471077,0.878146234
"	Borcs8",1073.109871,-0.157622268,0.326769809,-0.482364844,0.629546791,0.878184415
"	Rpl27a",1167.725321,-0.113731252,0.235866638,-0.482184563,0.629674842,0.878295593
"	Npffr1",1.665813354,0.316796081,0.657523065,0.481802232,0.629946444,0.878472067
"	Rn18s-rs5",1906.431383,0.186704494,0.387441427,0.481890889,0.629883459,0.878472067
"	Tmem263",1948.022598,0.11482123,0.238298073,0.481838685,0.629920546,0.878472067
"	Stt3a",1661.266279,0.088738624,0.184216993,0.481707048,0.630014069,0.87849893
"	Chmp2a",8321.37622,-0.123275588,0.256000269,-0.481544762,0.630129374,0.878562673
"	Trmt10c",1631.055096,0.102775429,0.213458004,0.481478453,0.63017649,0.878562673
"	Wwp1",416.6908177,-0.131972189,0.274120555,-0.4814385,0.630204879,0.878562673
"	Hspd1",1348.366764,-0.105043956,0.218350142,-0.481080318,0.630459416,0.878850072
"	Xlr3b",43.32784916,0.359945496,0.748410531,0.480946594,0.630554456,0.878867742
"	Ythdc1",1198.674964,-0.107815638,0.224183269,-0.480926333,0.630568857,0.878867742
"	Aars",642.5541613,0.099252939,0.206630125,0.480341087,0.630984878,0.879177748
"	Hivep2",487.2097318,0.136950315,0.285096917,0.480364069,0.630968539,0.879177748
"	Krt18",2.933900721,-0.360693777,0.750674951,-0.480492623,0.630877147,0.879177748
"	Rnpep",246.2590524,0.103264944,0.214977573,0.480352169,0.630976999,0.879177748
"	Arl4d",197.1408388,0.145319314,0.302766542,0.47997151,0.631247651,0.879274571
"	Bmx",9.845182682,-0.329113822,0.685749674,-0.479932889,0.631275114,0.879274571
"	Fam83e",1.301807581,0.323601357,0.674081787,0.480062454,0.631182984,0.879274571
"	Fancd2",194.9837324,0.193994787,0.404216311,0.479928151,0.631278483,0.879274571
"	Gm26838",1.140740551,-0.314477647,0.655294234,-0.479902966,0.631296392,0.879274571
"	2610027F03Rik",1.130651574,-0.291821368,0.608826134,-0.479318071,0.631712368,0.879316081
"	Cpne8",1.345996908,-0.321984425,0.672054016,-0.479104978,0.631863948,0.879316081
"	E430018J23Rik",13.01879883,0.303449658,0.633420633,0.479065004,0.631892385,0.879316081
"	Ecscr",1.272472224,-0.292752883,0.610656914,-0.479406483,0.631649482,0.879316081
"	Elac2",100.058895,0.141878149,0.296211208,0.478976301,0.631955488,0.879316081
"	Elovl4",5.813511319,-0.349567936,0.72982157,-0.47897726,0.631954806,0.879316081
"	Gm29361",7.769235255,-0.350266546,0.730715349,-0.479347459,0.631691465,0.879316081
"	Kat2a",136.3414544,-0.141846395,0.295973664,-0.479253435,0.631758344,0.879316081
"	Pdik1l",459.686367,-0.114293626,0.238571014,-0.479075912,0.631884625,0.879316081
"	Pramef8",217.9498285,0.12975134,0.270515159,0.479645359,0.631479587,0.879316081
"	Scmh1",13.32253532,-0.323590192,0.675517181,-0.479025851,0.631920238,0.879316081
"	Snord45b",1.231481311,0.316386357,0.659468287,0.479759775,0.631398219,0.879316081
"	Ube2n",2483.015742,0.201320002,0.419698,0.47967825,0.631456196,0.879316081
"	9330179D12Rik",10.64549784,-0.353575797,0.738681786,-0.478657797,0.632182094,0.879564011
"	Tal1",1.667877542,-0.33944824,0.709617612,-0.478353742,0.632398452,0.879730271
"	Zfp961",160.9253142,0.18586988,0.388520445,0.478404373,0.632362422,0.879730271
"	4931429P17Rik",1.575238426,-0.319148418,0.667540037,-0.478096295,0.632581669,0.879755516
"	Dennd6b",19.3043592,-0.294115422,0.61547415,-0.477868033,0.632744135,0.879755516
"	Mettl4",294.071817,0.144825779,0.303119864,0.47778386,0.63280405,0.879755516
"	Parp11",329.7201216,0.121136349,0.25342211,0.478002288,0.632648577,0.879755516
"	Rln3",6.026371854,-0.359868211,0.752846841,-0.478009857,0.632643189,0.879755516
"	Svep1",4.056489414,-0.357418345,0.747768202,-0.477980134,0.632664345,0.879755516
"	Zc3h8",236.2825996,-0.124659238,0.260902455,-0.477800172,0.632792438,0.879755516
"	Zfp319",64.86296852,-0.20135856,0.421342469,-0.477897611,0.632723082,0.879755516
"	Dirc2",84.31654259,-0.16816884,0.35209006,-0.477630185,0.632913443,0.879840261
"	March7",2069.140576,0.115408536,0.241749408,0.477389114,0.633085065,0.880011494
"	Zfp639",1328.289387,0.130110927,0.27265432,0.477201048,0.633218965,0.88013027
"	Iqcd",1.963165917,0.355220184,0.745131525,0.476721454,0.633560484,0.880474933
"	Rrp1b",150.4261623,0.132138788,0.277185152,0.476716687,0.633563879,0.880474933
"	B830012L14Rik",1.451248773,-0.339129407,0.711887457,-0.476380646,0.63380322,0.880561504
"	Cbln3",1.302353571,0.332197305,0.69745128,0.476301808,0.633859378,0.880561504
"	Colgalt1",122.6630566,-0.169638204,0.356326821,-0.476074756,0.634021121,0.880561504
"	Fbln1",9.263094446,-0.341451517,0.717309898,-0.476016737,0.634062454,0.880561504
"	Gm30292",1.364899818,-0.291991692,0.613251116,-0.476137237,0.63397661,0.880561504
"	Hcn4",1.641797374,-0.329655742,0.692210707,-0.476236121,0.633906169,0.880561504
"	Mrfap1",1644.716847,-0.111003619,0.233104234,-0.476197351,0.633933787,0.880561504
"	Ptger1",35.77206113,0.224109238,0.470298905,0.476525111,0.633700322,0.880561504
"	Slc25a27",16.64287388,-0.280637445,0.589029193,-0.476440638,0.633760489,0.880561504
"	Gm13219",1.372509948,-0.318681022,0.669671128,-0.475876903,0.634162078,0.880565215
"	Mfap5",4.352483403,-0.35816154,0.752603889,-0.475896478,0.634148132,0.880565215
"	Ldlrad4",18.07827349,0.263629423,0.554150553,0.4757361,0.634262399,0.880637199
"	Lemd3",530.4329584,-0.133603504,0.280907227,-0.475614335,0.634349161,0.880637569
"	Rfx2",31.98405209,0.2499367,0.525519102,0.475599649,0.634359625,0.880637569
"	Lmo7",3.186489366,-0.358027517,0.752922388,-0.475517161,0.634418404,0.880651866
"	Agpat1",38.48377521,-0.21462311,0.451563153,-0.475289244,0.634580824,0.880675428
"	Eepd1",2.055178843,-0.347026193,0.730048702,-0.475346634,0.634539925,0.880675428
"	Fancl",633.3770674,0.137290901,0.288830422,0.475333936,0.634548974,0.880675428
"	A330009N23Rik",22.54409547,0.223841384,0.471334936,0.474909384,0.634851562,0.880849269
"	Pnpla6",81.66527147,-0.164989762,0.347370742,-0.474967355,0.634810242,0.880849269
"	Rsbn1l",1416.905515,-0.122250824,0.257377385,-0.474986658,0.634796483,0.880849269
"	E330034L11Rik",2.40441436,0.344720092,0.726321283,0.474611031,0.635064243,0.881077062
"	Ncf2",9.494214861,-0.3376081,0.712006513,-0.474164342,0.635382719,0.881451588
"	Gm15457",1.201778712,0.297456456,0.627853827,0.473767052,0.635666033,0.881666839
"	Gm42715",123.669161,0.166935059,0.352375041,0.473742574,0.635683489,0.881666839
"	Mllt1",87.1538937,-0.171940007,0.362848239,-0.47386204,0.63559829,0.881666839
"	4933440N22Rik",10.37168611,-0.29910034,0.632124119,-0.473167105,0.636093964,0.881812034
"	Ankrd34b",1.913148608,0.320089877,0.676253288,0.473328385,0.635978914,0.881812034
"	Aph1c",2.410876782,-0.354608575,0.749727435,-0.472983324,0.636225076,0.881812034
"	Csf3r",2.266189503,-0.349822727,0.739048558,-0.473342006,0.635969198,0.881812034
"	Fanca",29.32891975,-0.242846722,0.513185938,-0.473213906,0.636060578,0.881812034
"	Krba1",63.9389845,-0.168840766,0.356921919,-0.473046785,0.636179801,0.881812034
"	Ptpn18",1901.559487,-0.10923458,0.230857853,-0.473168137,0.636093228,0.881812034
"	Sephs2",122.7321021,0.248268872,0.524887936,0.472994053,0.636217422,0.881812034
"	Ube2d3",17287.69982,0.08100217,0.171231134,0.473057484,0.636172168,0.881812034
"	Gm13031",5.691194133,-0.353445789,0.74749216,-0.472842135,0.63632581,0.881817085
"	Nf2",156.157373,-0.138826857,0.293567016,-0.472896647,0.636286917,0.881817085
"	Fhit",32.6741175,0.250087364,0.529265644,0.47251766,0.636557339,0.882068795
"	Spata13",2071.674935,0.079116931,0.167460436,0.472451483,0.636604564,0.882068795
"	Myl12b",17436.37608,0.172148032,0.364578518,0.472183696,0.636795676,0.882246657
"	Sf3b5",2983.814257,-0.08852776,0.187547659,-0.472028071,0.636906752,0.882246657
"	Srek1ip1",755.6401952,0.094719301,0.200656088,0.472047979,0.636892542,0.882246657
"	Trim59",2325.801796,-0.106498698,0.225660938,-0.471941218,0.636968747,0.882246657
"	Ttll10",1.204416471,-0.269548489,0.571160349,-0.471931375,0.636975772,0.882246657
"	Dnajb13",554.8785605,-0.179041987,0.379590592,-0.471671298,0.637161427,0.882386506
"	Gle1",402.5300134,-0.092831576,0.196821417,-0.471653833,0.637173895,0.882386506
"	Agbl3",42.21463441,0.238925786,0.506687102,0.471545033,0.637251569,0.882426799
"	Pla2g3",1.597990968,-0.330261253,0.700494856,-0.471468491,0.637306216,0.882435201
"	B230354K17Rik",123.1801283,-0.144494698,0.306573977,-0.471320818,0.637411652,0.882513922
"	6430550D23Rik",5.393270492,-0.349209609,0.741982467,-0.470644017,0.637894969,0.882571109
"	Ak3",1326.050122,0.110368379,0.234535045,0.470583741,0.63793802,0.882571109
"	Aldh5a1",8.9508415,0.351800486,0.7466959,0.471142919,0.637538678,0.882571109
"	Cth",2.926360849,-0.328126258,0.696538281,-0.471081442,0.637582577,0.882571109
"	Dgkd",796.1057873,-0.09070302,0.192730595,-0.470620767,0.637911575,0.882571109
"	Gm26699",11.37787513,0.299695065,0.636856986,0.47058456,0.637937436,0.882571109
"	Leprotl1",5905.597968,-0.099670449,0.211891477,-0.470384416,0.638080396,0.882571109
"	Mfsd8",399.1432386,-0.119707444,0.254203971,-0.47091099,0.6377043,0.882571109
"	Nanp",10.45730381,-0.317702434,0.67541861,-0.470378561,0.638084579,0.882571109
"	Rimbp2",2.186858253,-0.334883152,0.711802091,-0.470472279,0.638017635,0.882571109
"	Slc26a8",2.489313653,-0.344727832,0.732843354,-0.470397705,0.638070903,0.882571109
"	Slc39a11",111.5827828,-0.137300901,0.291701378,-0.470689931,0.637862176,0.882571109
"	Tmem161a",134.6396107,0.126370095,0.268344542,0.470924783,0.63769445,0.882571109
"	Lclat1",94.77633478,0.156112545,0.332045799,0.470153652,0.638245245,0.882591723
"	Limk1",16.49038321,0.280437466,0.596418801,0.470202257,0.638210522,0.882591723
"	Phf2os1",19.40342996,0.289999934,0.616711829,0.470235726,0.638186612,0.882591723
"	Cntnap5a",4.842876544,-0.353129114,0.751320266,-0.470011432,0.63834685,0.882641419
"	Edf1",3338.810054,-0.089739728,0.191004145,-0.469831309,0.638475543,0.882641419
"	Itgal",9134.86551,-0.060452242,0.128649313,-0.469899455,0.638426854,0.882641419
"	Trav6-3",1.153451208,0.306546677,0.652398907,0.469876135,0.638443515,0.882641419
"	Vangl1",2.941626008,0.353089419,0.752053999,0.469500088,0.638712222,0.882901416
"	Gtf2h4",103.3394065,-0.152755054,0.325438294,-0.469382544,0.638796223,0.882950342
"	1110008P14Rik",2382.052012,-0.187240421,0.399409487,-0.468793124,0.639217516,0.883398217
"	4930556I23Rik",5.975083975,0.340015855,0.725277965,0.468807645,0.639207135,0.883398217
"	Api5",3239.065794,-0.080184831,0.171141889,-0.468528373,0.639406786,0.883525351
"	Dcaf15",343.3786903,-0.094152619,0.200953856,-0.46852855,0.639406659,0.883525351
"	Gm12498",1.585415907,-0.343428563,0.733225251,-0.46838071,0.63951236,0.883536814
"	Gm37510",1.87345859,-0.309732326,0.66123585,-0.468414297,0.639488346,0.883536814
"	Ahr",31.31167539,-0.237931701,0.508215184,-0.468171177,0.639662183,0.883676595
