gene_name,Cluster_16_Mean_TPM,Cluster_20_Mean_TPM,log10pval,log2FoldChange
Adrm1,103.5700986,102.6818663,-0.739576953,0.012306785
Adsl,41.93024632,52.56991718,-8.59359753,-0.319428615
Adss,81.14554877,88.4090186,-2.98470668,-0.12223796
Aebp2,47.39391745,59.56747052,-7.414215922,-0.323717432
Aen,34.26165763,29.92809368,-0.179692568,0.189182384
Aes,388.3031629,406.3494184,-1.403197488,-0.065372782
Afdn,2.605106955,3.545076923,-3.136246887,-0.33426265
Aff1,8.107381868,7.688445754,-1.567149234,0.067938255
Aff3,2.396974538,2.085707653,-0.385210311,0.13864902
Aff4,11.68095778,9.990578671,-0.711986709,0.206396367
Afg1l,2.412765647,2.108589252,-0.213351487,0.134681347
Afg3l1,48.6844594,57.30424809,-5.856616956,-0.230806335
Afg3l2,29.82283029,29.82355645,-2.052368044,-3.39881E-05
Afmid,4.338013212,4.731504379,-2.051687216,-0.102610984
Afp,3.984893141,3.929275322,-0.66534241,0.016187014
Aftph,18.26003534,18.04964497,-2.505753706,0.01584624
Aga,16.66808935,17.97437518,-3.1485872,-0.102906345
Agap2,8.39613705,5.475585108,-0.019000206,0.537057202
Agap3,5.450938265,7.459670856,-4.812282637,-0.391092522
Agbl5,3.832434862,5.022966482,-3.420231006,-0.317723944
Agfg1,60.72036109,68.97442037,-5.513110747,-0.181081129
Agfg2,23.66047506,37.30155757,-17.93773894,-0.63520247
Aggf1,42.50543615,31.72908596,-0.47889604,0.41062237
Agk,11.7562375,12.2497414,-2.759202824,-0.054761339
Agl,4.079872835,3.012081444,-0.162838188,0.34044149
Ago1,8.34738131,8.162834909,-1.351681715,0.028768221
Ago2,40.56126688,41.17656337,-1.855890685,-0.021201915
Ago3,6.866104,7.381163313,-2.563524987,-0.091501244
Agpat1,12.37305053,11.71701603,-1.757822102,0.072568406
Agpat2,12.45225829,9.854918124,-0.63800163,0.309499541
Agpat3,71.30183037,66.34082421,-0.021415792,0.102550791
Agpat4,36.34989202,29.61924222,-0.055258458,0.286665493
Agpat5,21.34287678,27.43721201,-8.666203636,-0.347965076
Agps,20.00612118,22.710172,-5.186846369,-0.174696338
Agtpbp1,10.34554887,10.31449849,-2.083381089,0.003953766
Agtrap,17.894213,17.14264076,-2.199914944,0.058559964
Ahctf1,14.59040843,15.57675015,-2.975106252,-0.088502472
Ahcy,27.29371929,34.8075705,-9.866597903,-0.339782801
Ahcyl1,12.10606545,14.92042192,-6.063272483,-0.280643929
Ahcyl2,26.38714698,26.3472087,-2.548912118,0.002105397
Ahdc1,9.157398997,8.89110689,-1.600381782,0.038327135
Ahi1,7.330446939,7.863139304,-2.312880087,-0.089423889
Ahnak,55.40943459,54.1673624,-1.234512123,0.032121471
Ahr,3.623827009,4.167346825,-1.210163192,-0.160336295
Ahsa1,91.95825301,121.3107266,-13.79038678,-0.395896072
Ahsa2,37.13208901,41.89316663,-3.964582603,-0.169742259
AI314180,13.385845,15.08814825,-4.126455123,-0.161348317
AI413582,89.87195663,72.5199696,-1.367380588,0.305698973
AI467606,20.97463979,17.9809106,-1.375710823,0.21129031
AI480526,12.10267729,8.281833152,-0.103376332,0.497379961
AI504432,8.772416534,9.986598547,-3.048692933,-0.168957534
AI597479,3.513549053,4.173162051,-2.218135158,-0.196784099
AI606181,2.999561578,2.838318933,-1.169135197,0.059367271
AI662270,229.3428484,183.9969229,-8.152496715,0.316281532
AI837181,13.09789194,12.58164432,-3.040564295,0.053821297
AI846148,6.006587742,5.257281212,-0.902387535,0.16317607
AI847159,7.841019686,5.649359053,-0.07200788,0.410997491
AI854703,2.709312773,2.966094266,-1.351994922,-0.096567045
AI987944,6.227620361,5.347321496,-0.758362608,0.187372811
Aida,27.07174287,30.62831259,-4.877103474,-0.17209795
Aifm1,20.45255496,28.52962487,-12.32109031,-0.461013549
Aig1,18.13107668,17.25246121,-1.19004865,0.067827055
Aim2,28.91967626,30.40301551,-3.801748648,-0.069808537
Aimp1,149.658969,129.1153878,-2.081587515,0.211494972
Aimp2,39.69777717,55.40465891,-13.30033777,-0.470864332
Aip,90.45671725,109.2005155,-7.805507099,-0.268969931
Airn,3.423315751,2.376790584,-0.07365966,0.389475519
Ak2,101.7509426,125.664844,-9.034371263,-0.301864529
Ak3,43.59458331,27.4530299,-2.321249441,0.648286193
Ak6,41.90427182,49.69759055,-6.086271307,-0.240795885
Akap1,2.427243046,2.601773525,-0.475491297,-0.071658964
Akap10,7.79751171,6.957217144,-1.098471686,0.14483156
Akap11,5.030987387,8.668128086,-7.709791636,-0.680842368
Akap12,6.025315589,4.113066825,-0.052287479,0.458374154
Akap13,243.9667315,229.662196,-0.293732727,0.086804258
Akap17b,3.656414938,2.713563784,-0.042402525,0.326415266
Akap8,32.48883944,41.57649868,-7.404715692,-0.346376933
Akap8l,12.66563363,10.41447481,-0.949222157,0.259687873
Akap9,18.06088986,17.96739776,-3.714313651,0.007093712
Akip1,33.58110824,44.02876607,-9.120190871,-0.380862839
Akirin1,109.4581205,80.96911376,-5.156472932,0.43034718
Akirin2,44.15488603,74.72933907,-24.87042884,-0.745970233
Akna,54.93598006,65.93495402,-4.745461693,-0.25898322
Akr1a1,285.6752497,266.9130182,-0.620121892,0.097652669
Akr1b10,18.62528651,11.42311345,-1.012642112,0.659686932
Akr1b3,200.772255,198.633051,-0.316723629,0.015377216
Akr1c13,13.47585479,10.29873443,-0.156697752,0.357487355
Akr1e1,4.603613501,6.709758096,-4.120726537,-0.460328142
Akr7a5,12.90717787,13.27626752,-2.821948802,-0.037789152
Akt1,60.22806826,86.11468656,-16.70933574,-0.508722795
Akt1s1,11.43949603,9.640151538,-0.965057701,0.22540934
Akt2,38.20116133,44.46742514,-6.764926415,-0.213936911
Akt3,2.575647332,3.79844137,-3.595274549,-0.424361416
Aktip,10.59387327,7.66552526,-0.196121145,0.420003516
Alad,54.23583986,81.96522481,-19.17331158,-0.586902086
Alas1,11.35128559,10.77646642,-1.341366145,0.068754497
Alcam,11.00888084,12.72586362,-4.186748405,-0.192795218
Aldh16a1,14.41604999,19.47444829,-6.339187036,-0.409391422
Aldh18a1,18.803894,19.91109887,-2.972833202,-0.078484744
Aldh1b1,4.247590243,2.838311621,-0.406634422,0.451183227
Aldh2,2.095919321,3.397792578,-4.015414376,-0.506411686
Aldh3a2,11.43252529,8.52518485,-0.224155663,0.384300371
Aldh4a1,5.699699735,4.137280713,-0.674476243,0.383091531
Aldh7a1,8.376586074,10.657185,-5.419737712,-0.314084794
Aldh9a1,35.76444591,42.08000861,-6.092568732,-0.228707296
Aldoa,769.9784806,783.184597,-0.538449643,-0.024502712
Alg1,13.01157159,13.5867804,-2.77369221,-0.058042704
Alg11,3.703598447,4.2092988,-1.457972507,-0.14732429
Alg12,6.829217236,7.620854961,-2.009795822,-0.138962879
Alg13,11.86206983,17.55084037,-11.79545346,-0.528361716
Alg14,7.274529567,5.181523725,-0.083151487,0.420714791
Alg2,3.655377853,3.827898033,-1.156164087,-0.052496937
Alg3,14.73531465,17.36599313,-6.245987103,-0.223030884
Alg5,64.60660242,64.21450204,-0.776302257,0.008648191
Alg6,5.120446905,7.51985027,-5.143324451,-0.477191076
Alg8,8.348897869,12.90544854,-10.11908641,-0.572782079
Alg9,7.504794848,6.463016034,-0.858868185,0.18851765
Alkbh1,57.3640313,51.38319738,-0.053436692,0.155975414
Alkbh2,8.980737971,7.958851817,-0.676658407,0.155832646
Alkbh3,31.68338686,28.27180559,-0.911416294,0.159045754
Alkbh4,25.44238431,18.82298501,-0.094527126,0.415678046
Alkbh5,37.92644422,48.76130406,-7.965193565,-0.354273728
Alkbh6,12.72967885,12.10896118,-1.497458178,0.066744516
Alkbh7,15.03908668,13.00652022,-0.736523593,0.195493416
Alkbh8,5.798617528,5.231199476,-1.023596742,0.125731508
Alms1,2.09027819,5.489480824,-9.738371295,-1.070366347
Als2,3.608911508,3.205569633,-0.523433461,0.132124845
Als2cl,7.661002202,7.112789791,-1.091384946,0.094335868
Alyref,101.6981068,235.0870571,-111.6289561,-1.200909365
Alyref2,11.93444992,12.38124835,-3.28335044,-0.048994013
Amacr,1.57013077,2.042179893,-1.762325574,-0.243263699
Ambra1,7.143665026,7.405853964,-3.102396994,-0.045716172
Amd1,23.78806768,27.94329738,-6.392498089,-0.223583479
Amdhd2,34.70041787,36.66747612,-3.313431411,-0.077378409
Amer1,4.597051542,4.248824108,-0.567642998,0.092672781
Amfr,42.06823299,51.84247699,-5.814429299,-0.295073961
Amigo1,1.409702315,1.643048388,-0.875750459,-0.133347905
Ammecr1,11.10616981,10.92261067,-2.768971595,0.022042318
Ammecr1l,10.52777747,8.142403266,-0.545540814,0.33446903
Amn1,9.469328419,5.760752257,-0.203873719,0.630913213
Ampd2,10.70188185,12.88075099,-4.543285962,-0.246345066
Amz2,44.45742934,37.92001741,-0.374144944,0.224003745
Anapc1,17.07543096,23.61057156,-9.173731025,-0.445248118
Anapc10,26.72217669,28.14901802,-3.270885945,-0.072406743
Anapc11,125.0045875,157.313683,-13.18940614,-0.329309693
Anapc13,139.4819577,120.8415471,-1.406653079,0.205378689
Anapc15,68.86472951,89.27334945,-11.08174355,-0.369735828
Anapc16,106.5228944,92.33636886,-0.913531769,0.204132633
Anapc2,21.71062831,25.81845622,-6.572057653,-0.239858572
Anapc4,17.61907373,19.57970464,-4.16217651,-0.144440974
Anapc5,162.4605695,225.8915624,-30.14630448,-0.473060293
Anapc7,27.75113643,26.54767155,-1.675202841,0.061688601
Angel2,32.53523518,33.85611146,-2.894364877,-0.055733912
Angptl4,5.070196597,6.423115186,-3.591330673,-0.290281513
Angptl6,3.075841308,3.804868588,-2.522072663,-0.237399093
Ank,9.108878216,8.308227796,-2.431050128,0.119044487
Ankfy1,14.30754908,15.0981844,-3.597513806,-0.072654678
Ankhd1,17.80624509,20.44409871,-5.448068682,-0.189368856
Ankib1,17.70512942,15.46423202,-0.818665777,0.184098729
Ankle1,3.209934199,9.171433323,-19.00931796,-1.272653404
Ankle2,8.888967926,11.73454592,-5.783540462,-0.364855653
Ankmy2,15.74749682,14.39298969,-1.768061873,0.121672013
Ankra2,25.479039,16.188473,-1.300227682,0.62340938
Ankrd10,47.84945626,55.36378644,-7.779346375,-0.206426029
Ankrd11,162.0628778,168.4538233,-1.64683262,-0.055463807
Ankrd12,44.94659923,38.80441809,-0.011355661,0.207029512
Ankrd13a,52.83077189,54.27819098,-1.99612499,-0.038279291
Ankrd13b,1.561198773,1.569860499,-0.197234621,-0.004870824
Ankrd13c,16.99011894,17.40616849,-2.249872773,-0.032984615
Ankrd13d,2.9584374,3.038472152,-0.623428697,-0.028878555
Ankrd16,10.71003756,10.85739317,-2.792871763,-0.018041167
Ankrd17,41.34413565,48.16619591,-7.853811842,-0.215504554
Ankrd24,1.834305236,2.012054608,-0.931087913,-0.087752791
Ankrd26,5.603286766,7.510057825,-4.128444953,-0.365984635
Ankrd27,8.549440335,8.448740254,-2.133959227,0.015294187
Ankrd28,3.565852147,4.501804116,-4.361287791,-0.269020633
Ankrd37,16.92391381,21.09582755,-5.442909783,-0.301888271
Ankrd39,25.50989437,24.59029471,-2.02516382,0.050934159
Ankrd40,13.52073307,13.74092526,-3.070348273,-0.021712794
Ankrd44,117.8357513,116.8495505,-0.411446213,0.012022676
Ankrd46,9.675908032,6.943276086,-0.077697122,0.426552729
Ankrd49,4.357367832,4.313314547,-0.739581385,0.011912231
Ankrd50,4.792256216,4.586117434,-1.107479279,0.052279517
Ankrd52,3.788575745,4.684727669,-3.186784434,-0.247494615
Ankrd54,27.97137265,32.54687992,-5.023536495,-0.211550552
Ankrd55,2.998583818,2.885383364,-0.809938108,0.041432176
Ankrd9,6.071517792,7.013645231,-3.192584353,-0.180438742
Anks1,4.042108084,4.176427456,-1.52247112,-0.037929712
Anks3,6.285995119,6.463611732,-1.930234089,-0.034747908
Ankzf1,5.726436366,4.858546452,-0.687420735,0.199299608
Anln,1.867999145,7.023096445,-18.43181932,-1.484114546
Ano10,9.685111555,9.244857454,-1.48738875,0.060702059
Ano6,15.76902246,15.85939167,-2.945172764,-0.007753891
Ano8,3.120180224,2.900599932,-0.917230001,0.07901141
Anp32a,253.3886926,285.803572,-6.727589742,-0.173028447
Anp32b,408.9488256,765.9206998,-134.7498558,-0.903633582
Anp32e,133.7156078,262.7588802,-74.60174523,-0.969302659
Antxr2,6.408432966,6.071633261,-1.232516769,0.067124958
Anxa1,20.84751073,19.53880901,-1.416668315,0.089116385
Anxa11,113.8101933,102.7887609,-0.455927596,0.14560051
Anxa2,497.57978,528.3490063,-2.024295833,-0.086394847
Anxa4,11.71447016,9.64503667,-1.017704523,0.256290423
Anxa5,87.84977132,71.05489934,-1.631416432,0.302271534
Anxa6,342.9694793,340.3399264,-0.210279963,0.011071383
Anxa7,80.42215178,58.68083294,-4.19973675,0.448153678
Aoc2,2.145498683,1.348112505,-0.663171289,0.421787224
Ap1ar,22.17758584,24.15362557,-3.958457479,-0.118036057
Ap1b1,23.84030308,24.50289623,-3.050838694,-0.03797832
Ap1g1,14.94767273,18.17094577,-5.274249459,-0.265575607
Ap1g2,30.65804387,26.727566,-0.377215801,0.191251137
Ap1m1,61.8187207,65.6939899,-2.176408816,-0.086362197
Ap1s1,73.63784732,80.1518478,-2.729788196,-0.120716568
Ap1s2,24.37445197,26.61757931,-3.172478196,-0.122210208
Ap1s3,19.3689681,16.92888725,-0.965368616,0.184086944
Ap2a1,21.73790786,22.91836621,-2.592474372,-0.073019331
Ap2a2,29.93849497,33.13404323,-4.934902692,-0.141808297
Ap2b1,39.4403987,37.4537119,-1.286836512,0.072674354
Ap2m1,179.9580943,173.9884614,-0.034219997,0.048395846
Ap2s1,345.9617064,331.0413737,-0.896533521,0.063413425
Ap3b1,32.25538025,30.25570027,-1.848771084,0.089468442
Ap3d1,22.45788997,20.23430619,-1.629540558,0.143676279
Ap3m1,20.26627428,16.84912603,-0.950815434,0.252713869
Ap3m2,7.405842787,6.391819409,-0.880234098,0.185462964
Ap3s1,116.1013697,113.3240075,-0.523649706,0.034629555
Ap3s2,23.60518256,25.75108245,-5.240885567,-0.120635049
Ap4b1,8.876448688,8.604231786,-2.196146261,0.040322158
Ap4e1,3.687053651,3.234645163,-0.685848808,0.146440223
Ap4m1,6.470539071,6.771485565,-2.361012918,-0.056978053
Ap4s1,47.53702465,47.32693631,-1.827426783,0.006258135
Ap5b1,3.160617882,2.931764052,-0.687913291,0.081621048
Ap5m1,9.29409402,9.457258756,-2.266777103,-0.022687852
Ap5s1,5.89192888,7.703774628,-5.396903997,-0.336733387
Ap5z1,6.703871104,5.166114958,-0.340902106,0.321221779
Apaf1,13.10262959,16.74783714,-6.571713612,-0.331679025
Apba3,8.198582906,7.461044163,-1.105289285,0.120575908
Apbb1ip,100.0829727,91.00703506,-0.011427674,0.135723916
Apc,10.93798617,11.22824171,-2.807568338,-0.034657487
Apeh,34.8606012,34.1360455,-1.431045765,0.029447847
Apex1,22.95582027,40.02222689,-23.55678602,-0.776029597
Apex2,8.321736065,10.84013125,-5.05564209,-0.345014504
Aph1a,53.27987159,47.46478429,-0.447181382,0.163480478
Api5,48.41194746,57.62031745,-6.225747053,-0.246540863
Apip,14.98274967,24.20610502,-13.15252923,-0.657257572
Aplf,2.906492892,6.757456526,-9.96437715,-0.989709717
Aplp1,2.727962735,2.778562743,-0.898636428,-0.01945014
Aplp2,17.13216763,15.0866282,-1.138293366,0.172689439
Apmap,17.07364589,22.04754225,-7.365979229,-0.350725351
Apoa1,21.21930641,21.58202859,-3.647694006,-0.023361309
Apoa2,3.394505388,3.082896897,-1.381539794,0.106107659
Apobec1,2.726569916,3.289472524,-2.040141275,-0.202951924
Apobec2,6.326885629,4.415153992,-0.785775445,0.436197731
Apobec3,178.886949,216.5586824,-8.386719694,-0.274314072
Apobr,7.096769278,5.887120171,-0.366892341,0.233445517
Apoe,10.57000285,9.956152116,-0.272924102,0.078648018
Apol7e,5.795334327,3.270457706,-0.73398626,0.670153827
Apol9a,1.732919402,2.449658052,-2.152474683,-0.336010448
Apol9b,16.12604985,18.98282203,-5.72279931,-0.222567909
Apoo,12.71621665,19.66416508,-11.58427217,-0.591248476
Apool,22.99721002,22.96002588,-2.981453255,0.002237218
Apopt1,46.94520968,44.3618858,-0.6906934,0.079906061
Appbp2,25.2105657,26.48019335,-2.627207485,-0.068243663
Appl1,28.1580115,25.65806646,-0.997837135,0.129320191
Appl2,4.562036953,3.991531174,-0.700650069,0.156130893
Aprt,160.129933,148.1947123,-0.456244034,0.111028123
Aptx,18.10357333,15.18218792,-1.199280664,0.239435839
Aqp3,2.264348908,3.126722582,-2.905493119,-0.33820119
Aqp9,4.476465096,3.401404951,-0.060066654,0.315280862
Aqr,25.59979674,28.23890141,-4.383170248,-0.136473885
Ar,2.30385546,1.824100503,-0.109359163,0.22635914
Araf,32.65852048,31.82820132,-1.639140926,0.036036056
Arap1,7.330690568,7.361132509,-1.821757222,-0.005262276
Arap2,61.78495665,59.54276652,-0.856157885,0.052464328
Arcn1,47.01498163,48.19782732,-2.369378325,-0.035109979
Arel1,7.740250854,7.548519187,-2.331891174,0.032000156
Arf1,339.157569,333.9322493,-0.063781249,0.022333898
Arf2,6.87668439,8.629975493,-4.897980306,-0.289943657
Arf3,42.45006271,48.53532793,-5.681821014,-0.189099544
Arf4,147.3598241,126.3137861,-3.096797896,0.220711813
Arf5,541.153788,471.3530691,-8.76848962,0.198836514
Arf6,209.3599467,235.1435795,-6.140391791,-0.166804274
Arfgap1,17.68042,20.8510506,-5.807626951,-0.226175755
Arfgap2,57.03060813,55.65041781,-0.859899768,0.034727451
Arfgap3,6.323837693,6.66462479,-2.164293741,-0.065615349
Arfgef1,18.45719314,20.99419778,-4.378193995,-0.176819376
Arfgef2,5.749750993,6.213469986,-1.99582434,-0.095859144
Arfip1,13.43765913,14.36361348,-3.448681701,-0.089680726
Arfip2,13.3138717,15.42161859,-4.456349521,-0.198182379
Arfrp1,60.69863073,62.35139632,-1.513380928,-0.038137946
Arglu1,71.47824867,83.57300467,-4.233592564,-0.22264914
Arhgap1,32.73709861,33.71103424,-3.211283724,-0.041058445
Arhgap10,17.89147455,17.36588153,-3.165178273,0.040707169
Arhgap11a,10.15841681,34.64264198,-56.96219305,-1.675471932
Arhgap12,4.034893677,4.861747838,-2.535842356,-0.219369594
Arhgap15,85.41062305,72.74659753,-0.435274286,0.228632195
Arhgap17,15.3023856,16.58810667,-3.783964576,-0.109517092
Arhgap18,11.51104457,11.07406764,-2.527389582,0.051290459
Arhgap19,5.303863519,17.69936686,-31.35823992,-1.568681217
Arhgap21,1.577575226,2.214690374,-1.798042246,-0.318665257
Arhgap25,40.21845517,32.82584125,-0.079400657,0.28516462
Arhgap26,6.056316211,5.461599164,-1.468851545,0.127023955
Arhgap27,15.46144849,16.2630817,-2.862773737,-0.06859874
Arhgap27os3,12.27494654,9.448449931,-0.207269935,0.345417122
Arhgap30,130.3385351,99.05415764,-3.455937909,0.392509151
Arhgap31,29.6265845,25.54142778,-0.522536575,0.206538504
Arhgap35,1.676335471,2.186958882,-1.861376098,-0.25192144
Arhgap39,3.993379161,4.908052754,-3.20789701,-0.24266625
Arhgap4,20.39505067,21.62821693,-3.340736385,-0.080845811
Arhgap45,213.1799243,157.7706242,-13.25932642,0.431879249
Arhgap5,1.408075244,1.220743891,-0.173106383,0.11683745
Arhgap9,178.5458738,136.9483771,-7.122976019,0.380224014
Arhgdia,451.6522584,475.2971212,-2.88338456,-0.073458676
Arhgdib,2050.451167,1621.627555,-64.67808086,0.338312919
Arhgdig,1.181092651,1.358689597,-0.854102303,-0.112934517
Arhgef1,184.1576524,178.8833837,-0.150334338,0.041692249
Arhgef12,3.981124783,2.325484585,-0.656133776,0.582906969
Arhgef18,9.852687325,8.58672987,-0.749642012,0.178941638
Arhgef2,32.74607631,33.77933939,-2.980928101,-0.043510762
Arhgef3,34.22167011,29.16698532,-0.418892742,0.223492789
Arhgef39,2.679526242,4.526848207,-4.770211351,-0.586936966
Arhgef4,2.899557085,1.900628649,-0.202236636,0.426944664
Arhgef6,53.28132149,52.8772322,-0.914588749,0.010780106
Arhgef7,9.469533197,10.44079251,-3.022205376,-0.127989873
Arid1a,59.84247691,81.94195476,-13.02562418,-0.447023162
Arid1b,7.238354832,10.71132586,-7.249567352,-0.507476245
Arid2,12.58562774,17.36152014,-10.25377529,-0.434604275
Arid3a,8.063354762,6.846911402,-0.698625537,0.207920245
Arid3b,10.03208152,10.23437841,-2.730099799,-0.026215281
Arid4a,41.87463074,46.62408366,-3.996811151,-0.151567088
Arid4b,44.65374111,38.47005807,-0.231176914,0.209974446
Arid5a,71.52328226,69.45760244,-1.446842504,0.041688837
Arid5b,14.93565697,9.552724826,-0.022302664,0.594642931
Arih1,35.88669747,37.80512025,-1.636133577,-0.073146397
Arih2,22.53124893,25.328893,-5.068515547,-0.16206897
Arl1,79.80385302,82.559956,-1.527199078,-0.048387645
Arl10,1.880922538,1.704406191,-0.198381617,0.091219015
Arl13b,4.58216492,5.75022185,-2.76088814,-0.27411017
Arl14ep,6.533273764,7.211886957,-2.225695354,-0.124436809
Arl15,2.795467318,3.396009768,-2.297678712,-0.211917063
Arl16,14.41755308,12.67148229,-1.34033101,0.173404142
Arl2,10.92853603,11.49632539,-2.000471037,-0.067086932
Arl2bp,130.9816155,106.8130737,-3.942081277,0.291804849
Arl3,22.26042797,16.63862891,-0.13071654,0.39913922
Arl4a,41.12832781,34.22673786,-0.049840952,0.258119771
Arl4c,109.2220205,95.44075463,-0.093836231,0.192697634
Arl4d,3.83396734,3.316114033,-0.671929972,0.163474744
Arl5a,30.20584535,28.51016605,-1.348310979,0.080604255
Arl5b,15.02432384,11.13824913,-0.340651734,0.400703146
Arl5c,40.13244426,23.17859829,-1.865108744,0.766546196
Arl6,3.072943012,5.391797972,-4.838154384,-0.650150181
Arl6ip1,236.4757665,481.5363262,-41.03062148,-1.022857256
Arl6ip4,85.31956259,103.3952246,-8.089589261,-0.27429626
Arl6ip5,303.3315062,217.3823603,-24.01757704,0.47878737
Arl6ip6,34.11618753,54.77659759,-19.41012879,-0.667523708
Arl8a,15.49502461,17.41550108,-4.65897118,-0.158889723
