gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gnai3,212.92554211634948,-0.2123892337876159,0.3130756440050769,-0.6783959016121093,0.49752070697037704,1
Pbsn,0.5236993220259304,-1.6066901002819842,5.846716191592788,-0.27480213638423295,0.7834682566715085,NA
Cdc45,28.0318991857126,-0.12295538081388638,0.801966776154789,-0.15331730000514954,0.8781480585329443,1
Scml2,3.8997488568151852,-0.10962843925663385,1.7043113218359245,-0.06432418646291659,0.9487120953186888,NA
Apoh,3.9027503613466994,0.6577203832990703,3.288331649314914,0.20001643795147572,0.8414677252612699,NA
Narf,85.00812195136072,0.49456284065736167,0.6281235673665009,0.7873655222504834,0.4310679236250046,1
Cav2,4.326867980261398,-1.0275550263099773,1.6740346033170763,-0.6138194660217245,0.5393346324237238,NA
Klf6,1218.432144255997,0.5359890681531161,0.3784482184872825,1.4162811237308748,0.15669321224813376,0.8178783030861528
Scmh1,52.12873825315965,0.8125631751996647,0.5924493664180396,1.3715318494007978,0.1702092220671503,0.8449647130791428
Cox5a,42.00783085107413,-0.18770751893637527,0.5097432117981303,-0.3682393695332065,0.7126947569444839,1
Tbx2,4.821071553275014,1.2005522360221001,1.5141224530402981,0.7929030004220852,0.42783433908913904,NA
Tbx4,1.7749209135831159,1.423960508714621,2.3718112592288443,0.6003683906861959,0.548260748956953,NA
Zfy2,0,NA,NA,NA,NA,NA
Ngfr,11.145978106071661,-0.8814094465038363,1.6213875101897468,-0.5436143062435995,0.5867069129496576,NA
Wnt3,3.703142794469044,0.23264222869130738,1.3228282126842856,0.1758673019372858,0.8603981941984649,NA
Wnt9a,2.1190494887751843,-3.0583430529298044,4.580519847437134,-0.6676847071497771,0.5043348738711163,NA
Fer,9.297706147223668,0.7216101911323398,1.5818176670701185,0.4561904991672801,0.6482529968317565,NA
Xpo6,620.809530130649,-0.2098119445124824,0.281899753164928,-0.7442785676712885,0.4567079646114837,1
Tfe3,89.56058465599169,-0.8255151745501365,0.5866640349111847,-1.4071344507680814,0.15938752421741625,0.8229499105850187
Axin2,199.3037772258902,-0.41095874518383063,0.5272023448377482,-0.7795085685939187,0.4356801920754621,1
Brat1,32.9775438025898,0.7302632339907984,0.6873521476283833,1.0624295515922575,0.2880407240278007,0.9629162353235072
Gna12,31.523375813641405,0.0433995839663822,0.6593429392513497,0.0658224747438112,0.9475191627781202,1
Slc22a18,0.41605947449334757,1.2269221200193883,5.822447634114112,0.2107227401807393,0.8331036289190723,NA
Itgb2l,3.622805165395188,-0.336774685401989,2.075423853998803,-0.1622679072292205,0.8710948860316563,NA
Igsf5,3.3478021675042555,3.449773124069212,2.3216158263505156,1.485936253928848,0.13729598304897656,NA
Pih1d2,7.983210245420253,0.6627519620726883,1.3186664914455357,0.5025925557160195,0.615250764209532,NA
Dlat,45.14419250021656,0.8402554017603783,0.4252821896784062,1.9757596771117323,0.04818200236069851,0.5304408420183274
Sdhd,33.800604711965576,-0.15195213289896142,0.4454954461289895,-0.34108571528465176,0.7330390546765059,1
Fgf23,3.1048182174700525,2.7424671174513686,2.0603452987771407,1.3310716019684088,0.1831654520456987,NA
Fgf6,5.304134545597263,2.090081681514395,1.8102173663252847,1.1546026020937092,0.2482532006220294,NA
Ccnd2,1261.679834629038,1.9477332261764586,0.907589447097247,2.1460509841822364,0.031868911265599646,0.4318737661194714
Gpr107,195.20897587417937,0.35976924840916313,0.6644555496407104,0.5414496855413434,0.5881976686564476,1
Nalcn,11.795712347728147,-0.08987446973194746,0.9775651289348587,-0.09193706595270376,0.9267480417852473,NA
Btbd17,5.411184153610435,3.4605507476999375,2.4806679838506795,1.3950076230387793,0.1630135408119522,NA
Slfn4,3.901289091037272,0.15174127126089978,2.831267618827241,0.05359481747746389,0.9572579856333214,NA
Th,3.272535370510232,-2.6841410173514895,2.54001826417949,-1.0567408334044226,0.2906298836968571,NA
Ins2,3.4197517704508695,0,5.517720447420552,0,1,NA
Scnn1g,1.8397782088123935,-3.814589514010031,3.168010251982215,-1.2040963287992057,0.22855234872773703,NA
Drp2,21.880573337648936,0.18800575943743003,1.3893467303381652,0.13531953927128734,0.89235923706173,1
Tspan32,175.3842257654721,0.2582430195611734,0.3280820905838403,0.787129279448371,0.43120619102758,1
Lhx2,2.5914616730953455,0.5219335715631347,2.1667172284243024,0.2408867962630728,0.8096428559156319,NA
