ensembl_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,212.92554211634948,-0.2486556816277264,0.313878020595265,-0.7922048226127927,0.4282412570520921,0.9889052218335731
ENSMUSG00000000003,0.5236993220259304,-1.191330251115727,5.846716191592791,-0.20376057466732947,0.838540603294175,NA
ENSMUSG00000000028,28.0318991857126,0.7074589449127147,0.8011055959089014,0.8831032369834602,0.37718049539715554,0.9582583751773378
ENSMUSG00000000037,3.8997488568151852,0.7960193168810515,1.693820377757036,0.46995497712404644,0.6383871845284483,NA
ENSMUSG00000000049,3.9027503613466994,2.389355809947661,3.239105721075608,0.7376590996709514,0.4607216321522157,NA
ENSMUSG00000000056,85.00812195136072,1.0374722367442966,0.6289736530555137,1.6494685138309417,0.09905168852653182,0.6155511667138392
ENSMUSG00000000058,4.326867980261398,-1.7453861584140273,1.7172442148583362,-1.0163878517174172,0.30944472832230313,NA
ENSMUSG00000000078,1218.432144255997,0.38300549260903044,0.37858419495241946,1.011678505641702,0.3116917959524019,0.9273794616914518
ENSMUSG00000000085,52.12873825315965,0.06276243307187034,0.6008855406323542,0.10444989740611997,0.9168123267908963,1
ENSMUSG00000000088,42.00783085107413,0.2828754556415342,0.5107807886946794,0.5538098963440534,0.5797089547633374,1
ENSMUSG00000000093,4.821071553275014,-0.33888900342571693,1.5467507164184138,-0.21909736315521677,0.8265742047721159,NA
ENSMUSG00000000094,1.7749209135831159,0.1327192561593547,2.484561921451742,0.05341756830991203,0.9573992077093498,NA
ENSMUSG00000000103,0,NA,NA,NA,NA,NA
ENSMUSG00000000120,11.145978106071661,0.2705522149174823,1.616051506103125,0.16741558910450816,0.8670430599481538,1
ENSMUSG00000000125,3.703142794469044,-0.958380661267009,1.3743844222227521,-0.6973163008622054,0.485604868890918,NA
ENSMUSG00000000126,2.1190494887751843,-1.7857440783835519,4.580519847437131,-0.38985620363214935,0.6966428809054148,NA
ENSMUSG00000000127,9.297706147223668,-0.35484025449129386,1.5945428550935172,-0.2225341597799095,0.8238980841875931,1
ENSMUSG00000000131,620.809530130649,-0.1331171280965675,0.2821504755428676,-0.47179480325328316,0.637073260595552,1
ENSMUSG00000000134,89.56058465599169,-0.32673244855924005,0.5876230319168989,-0.5560238976566294,0.5781945180675512,1
ENSMUSG00000000142,199.3037772258902,-0.6498287155390067,0.5279538522084052,-1.2308437807978954,0.21838129749652996,0.846369823968695
ENSMUSG00000000148,32.9775438025898,0.5141393560703904,0.6916546208056934,0.7433469546859683,0.4572716506324091,0.9969839826489484
ENSMUSG00000000149,31.523375813641405,0.22858018023424986,0.6592804274696592,0.34671161270712736,0.728807985099701,1
ENSMUSG00000000154,0.41605947449334757,2.4959050090593458,5.803313622723125,0.43008273743581976,0.667135456800248,NA
ENSMUSG00000000157,3.622805165395188,-0.9871809260791162,2.1090652404403025,-0.4680656184315217,0.6397376653011675,NA
ENSMUSG00000000159,3.3478021675042555,3.538498048379122,2.360295979904275,1.4991755603984172,0.13382809348768113,NA
ENSMUSG00000000167,7.983210245420253,0.24589849880584055,1.32909074895433,0.18501257269249874,0.8532191742320444,1
ENSMUSG00000000168,45.14419250021656,0.1934380980903058,0.4275590191081325,0.45242431908887887,0.6509633306658493,1
ENSMUSG00000000171,33.800604711965576,0.007835953552400469,0.4479183702782961,0.017494155346948405,0.9860423954916224,1
ENSMUSG00000000182,3.1048182174700525,0.9502866423102538,2.1422054277181823,0.443602014080635,0.6573303493222743,NA
ENSMUSG00000000183,5.304134545597263,-0.15584644322702756,1.9110967785521347,-0.0815481690807403,0.9350060190198134,NA
ENSMUSG00000000184,1261.679834629038,1.4902772407321965,0.9076721391160504,1.6418673400987327,0.1006174996361321,0.6195175811661058
ENSMUSG00000000194,195.20897587417937,0.9419633346859515,0.6646999083810122,1.4171257176494287,0.15644617470334318,0.758490855993464
ENSMUSG00000000197,11.795712347728147,0.7091185776572503,0.9730765890127009,0.7287387094336873,0.4661615093765962,0.9979891605400055
ENSMUSG00000000202,5.411184153610435,2.7137268169772524,2.5092550050578204,1.0814870595086132,0.279480513884891,NA
ENSMUSG00000000204,3.901289091037272,0.03926794417746808,2.843936041770473,0.013807604531437383,0.9889834755737654,NA
ENSMUSG00000000214,3.272535370510232,-2.3655777977376307,2.583865501998046,-0.9155189369989969,0.35991926564273785,NA
ENSMUSG00000000215,3.4197517704508695,0,5.517720447420555,0,1,NA
ENSMUSG00000000216,1.8397782088123935,-0.9053606776617443,3.055211205264286,-0.29633325385222514,0.7669755928509215,NA
ENSMUSG00000000223,21.880573337648936,0.21248040985342262,1.3936566272448165,0.15246252606245259,0.8788221447318874,1
ENSMUSG00000000244,175.3842257654721,0.3740092805464881,0.3288720673920614,1.13724854625801,0.2554343978265663,0.8846605342569592
ENSMUSG00000000247,2.5914616730953455,1.1317404899866386,2.1454912291423773,0.5274971412672854,0.5978484011172318,NA
ENSMUSG00000000248,15.952469844109466,0.045072775501870964,1.2827272978304813,0.035138236769502,0.9719695116935917,1
ENSMUSG00000000253,1.2936273427027145,0.7426607944084587,4.457422202584945,0.1666121719360072,0.8676752157556229,NA
ENSMUSG00000000263,2.7408267579667887,1.392222044554079,3.1917805375638117,0.4361897781407989,0.6626990436739741,NA
ENSMUSG00000000266,21.3664224872102,1.4489666545633642,0.8926419792885729,1.6232338251873126,0.10453942960345147,0.6303636154915001
