UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
5	0
4	1
1	3
0	2
39	22
0	1
0	1
2	1
0	0
1	0
0	4
0	4
0	0
0	0
2	0
4	0
2	3
0	3
1	1
0	1
0	1
0	1
0	1
8	7
4	0
3	1
8	9
0	9
11	0
10	1
0	4
6	0
4	13
0	12
9	0
12	0
1	4
0	4
7	2
5	6
13	3
8	9
0	0
2	2
0	2
1	0
10	9
1	9
4	4
4	7
3	4
16	1
0	25
6	3
0	3
4	3
0	2
5	0
16	20
0	19
0	8
0	1
41	9
2	0
18	1
0	9
1	2
2	12
0	12
7	18
0	0
0	0
0	0
2	1
0	9
1	0
9	10
0	10
8	0
2	2
0	2
1	1
4	4
0	3
0	0
0	0
0	3
0	2
2	0
10	9
0	9
3	25
5	8
0	9
0	2
15	2
54	127
33	127
0	0
0	0
5	1
0	1
0	35
0	0
0	4
0	3
37	0
57	0
23	0
32	0
102	138
0	138
83	0
43	0
135	0
40	0
14	0
82	0
172	0
92	0
9	0
0	0
0	0
1	2
0	2
6	5
0	5
95	0
4	2
0	2
0	0
0	0
18	22
0	22
4	2
0	2
2	1
1	0
3	0
1	1
10	4
0	4
0	35
0	4
0	3
3	4
3	1
0	1
3	7
2	0
0	1
0	3
0	0
0	4
1	1
2	0
0	0
0	0
2	0
0	0
0	0
2	0
0	3
0	3
69	0
4	0
27	0
31	0
0	1
0	1
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
2	0
0	2
0	0
1	0
0	5
0	5
2	1
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
2	0
0	0
0	0
0	0
0	2
0	2
0	7
8	0
2	7
0	2
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	51
1	51
0	51
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	0
0	1
457	474
208	374
4	142
0	0
0	0
0	0
0	4
0	5
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
271	380
27	44
1	321
0	245
1	59
0	197
2	1
0	1
0	0
5	26
0	23
0	28
0	23
0	28
3	4
31	7
0	2
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
2	0
1	0
0	53
4	8
0	6
0	53
0	4
0	4
0	0
0	0
0	0
5	0
5	0
1	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	79
0	79
0	0
0	21
0	20
0	0
0	0
0	0
0	0
0	0
3	25
