UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	357
0	7
24	180
12	0
0	0
0	0
11	0
16	0
0	22
105	6
0	0
0	0
0	22
1	0
0	0
0	0
17	0
0	0
0	0
0	0
0	0
85	0
0	0
0	54
18	0
10	0
11	0
21	52
0	52
0	0
0	0
67	0
0	0
0	0
0	14
0	118
0	1614
0	0
0	0
0	6
10	0
19	0
145	1
0	118
3	186
0	0
8	2
4	0
19	2
13	6
21	6
0	0
14	0
456	0
0	17
0	23
0	0
36	0
301	3
0	0
110	115
0	357
49	115
0	0
0	35
6	0
26	0
11	0
0	0
73	0
0	0
0	0
0	0
6	0
22	0
0	0
2	0
16	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	17
12	0
0	7
0	180
0	0
0	0
0	0
0	22
0	0
24	0
6	22
10	0
0	0
0	0
0	0
0	54
0	0
0	52
0	0
0	0
0	14
0	118
17	1614
0	0
0	6
24	118
37	0
376	0
110	0
3	0
23	0
10	0
46	0
0	0
106	0
0	0
0	0
57	0
78	35
0	1
64	0
0	52
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	408
0	408
0	0
0	0
0	9
0	9
0	4
0	0
0	0
0	9
0	0
0	0
15	116
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	564
0	482
0	440
0	225
0	74
0	539
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
