UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	29
0	24
0	0
7	1
0	0
59	68
0	0
3	2
1	2
21	0
0	1
0	0
4	8
0	1
0	0
0	3
2	0
1	0
3	0
0	0
0	0
0	0
0	0
2	2
10	0
17	21
0	2
3	3
0	7
0	2
0	0
13	0
1	0
0	0
0	3
0	3
0	12
7	0
0	1
0	1
43	0
2	0
2	0
0	6
0	0
1	2
0	1
8	0
33	1
22	5
34	4
0	0
10	1
79	0
0	10
34	0
0	4
5	0
2	0
0	0
14	8
0	29
29	8
396	0
6	3
3	0
18	0
3	0
19	0
23	0
9	0
19	0
1	0
29	0
0	0
2	0
4	0
19	0
1	0
0	0
0	0
0	0
6	0
0	0
49	0
9	0
0	0
0	0
0	0
12	0
9	0
2	0
0	0
4	0
0	0
3	0
0	0
11	10
12	4
0	24
0	0
0	1
0	0
0	68
0	2
1	1
0	0
0	8
1	1
1	0
5	3
0	0
0	2
12	21
0	7
0	2
0	0
1	3
2	3
7	12
1	1
0	1
0	6
3	0
2	0
1	0
0	0
7	0
6	0
0	0
0	0
19	0
0	0
1	0
88	0
20	3
19	0
17	0
0	0
0	6
0	8
0	8
0	42
0	2
0	3
0	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
10	15
0	0
1	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	13
0	6
3	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	19
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	0
2	0
0	8
0	8
0	8
0	8
0	0
0	1168
0	1168
0	1
0	1
0	31
0	24
0	0
0	0
0	0
0	31
0	3
0	0
4	53
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	20
0	0
0	0
0	0
0	0
0	3
0	11
0	4
5	7
0	3
0	3
0	0
0	1
2	0
0	7
1	10
0	6
0	9
0	9
1	3
0	3
0	9
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	7
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	22
0	24
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	22
0	28
0	26
0	23
0	4
0	0
0	28
0	0
0	0
0	0
0	0
0	0
0	0
0	15
0	10
0	0
0	6
0	8
0	8
0	42
0	2
