Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,0,NA,NA,NA,NA,NA
Gm19938,0,NA,NA,NA,NA,NA
Gm10568,0,NA,NA,NA,NA,NA
Rp1,0.07985130717613777,0,4.333982262054162,0,1,NA
Sox17,1.3750265715161414,-0.8543544854184146,4.292142446525783,-0.19905082276800026,0.842222989119492,NA
Mrpl15,207.34321177910581,0.11267446788741474,0.3203199606995754,0.3517559993493221,0.7250212596059061,1
Lypla1,504.2917246794019,-0.07269023169351807,0.23953382226710312,-0.3034654188102986,0.7615351974536613,1
Gm19860,6.92992422360248,0.2153738066218477,1.1122840801183607,0.19363201404350702,0.8464640289979029,1
Tcea1,256.8794798735041,-0.02452024743856513,0.13100495218976851,-0.1871703857656166,0.8515270432285783,1
Rgs20,4.241433442612639,1.1094198340653036,1.923340939730822,0.5768191229894845,0.5640616499717643,1
Atp6v1h,427.6279162315886,0.2703535167524095,0.13991463425936848,1.9322747629903982,0.053325601637646075,0.7217361477231569
Oprk1,0,NA,NA,NA,NA,NA
Npbwr1,2.5080959813354156,0,4.33398226201661,0,1,NA
Rb1cc1,884.7428609471201,-0.20285496178111384,0.3376706118740995,-0.6007480504603353,0.548007809774106,1
Fam150a,0.016274664644122548,1.9340097607509492,4.325807972446804,0.44708636469062135,0.6548127036531126,NA
St18,1.2402631147818575,0.5641377073479309,1.5632666856921853,0.3608710609080377,0.7181958379461073,NA
Pcmtd1,773.3165698244752,0.013216502628096644,0.1876541480687322,0.07043011179937161,0.943851324999682,1
Sntg1,0,NA,NA,NA,NA,NA
Rrs1,196.2986978739078,0.572943194660254,0.21451051474347319,2.670932916017753,0.00756407621214631,0.27702296097898527
Adhfe1,4.903516179869053,1.8425964983374956,1.286141036380856,1.4326550869743497,0.15195643064716566,0.9817290239183785
2610203C22Rik,0.981454216457836,-0.8570137351203949,3.0369419544081357,-0.2821962842840758,0.7777930073034637,NA
3110035E14Rik,0.516392089215914,0.8404754250950026,4.321575395680564,0.19448357326706875,0.8457972568005586,NA
Mybl1,25.272745871738458,-0.8888379694978692,0.6241975290417225,-1.423969061304082,0.15445542830808873,0.983724457255368
Vcpip1,878.2445727053477,0.049019627408742904,0.23185979974425208,0.2114192605307731,0.8325601286754525,1
1700034P13Rik,0.7762781641457218,-1.8591727583316668,2.924586567285818,-0.6357044715749633,0.5249690613512905,NA
Sgk3,127.48011300778224,1.2579980597682991,0.4222937652243195,2.978964321436428,0.0028922445348272792,0.15027450829546243
Gm6195,27.78488127735511,-0.21969585398355976,0.6420344820300334,-0.3421870010609223,0.7322101670724498,1
Mcmdc2,6.087308978621834,-1.54147701096577,1.9907338961758723,-0.7743259980286122,0.43873803320114657,1
