Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,0,NA,NA,NA,NA,NA
Gm19938,0,NA,NA,NA,NA,NA
Gm10568,0,NA,NA,NA,NA,NA
Rp1,0.07985130717613777,0,4.3264186581891,0,1,NA
Sox17,1.3750265715161414,0.2551790863102944,4.284505144328321,0.05955859024888594,0.9525071999822478,NA
Mrpl15,207.34321177910581,-0.6026284580516095,0.32109383140002556,-1.876798614984422,0.060545700375917284,0.15977862263607806
Lypla1,504.2917246794019,-0.3275375860807186,0.24041642312468434,-1.3623760882211098,0.17307922606551182,0.3492644252385712
Gm19860,6.92992422360248,0.7786657020522733,1.1810094157133457,0.6593221795627672,0.5096889027071676,0.7129396423481006
Tcea1,256.8794798735041,-0.5293687502958453,0.1306306660933218,-4.052407953869479,5.069317068991163e-5,4.3703145709224925e-4
Rgs20,4.241433442612639,1.0064185508116987,1.9673949155211508,0.5115488216787958,0.6089668113564202,0.7915854396573068
Atp6v1h,427.6279162315886,-0.5467133388260302,0.14152870306491463,-3.862914921047998,1.120420375592758e-4,8.67166253787951e-4
Oprk1,0,NA,NA,NA,NA,NA
Npbwr1,2.5080959813354156,0,4.326417377391001,0,1,1
Rb1cc1,884.7428609471201,0.10588135971089177,0.3387816420017196,0.31253570614181725,0.7546334314988499,0.8899936572788495
Fam150a,0.016274664644122548,0,4.326419094752021,0,1,NA
St18,1.2402631147818575,0.41416417517024917,1.6230749042168215,0.255172558021957,0.7985898251617973,NA
Pcmtd1,773.3165698244752,-0.09861607447046528,0.1896109243414454,-0.5200970081917883,0.6029959635423312,0.7868559840438863
Sntg1,0,NA,NA,NA,NA,NA
Rrs1,196.2986978739078,-1.1317406657881328,0.21463335248473028,-5.27290215004515,1.342831672112633e-7,2.135047324574164e-6
Adhfe1,4.903516179869053,-1.9453034492480972,1.3057041318572402,-1.489850113655601,0.1362636509791483,0.2923460992526508
2610203C22Rik,0.981454216457836,2.0839593248364237,3.0579747608003722,0.6814834940923394,0.4955656074610818,NA
3110035E14Rik,0.516392089215914,-1.4395605797036828,4.313990222973004,-0.3336958373335403,0.7386090910400902,NA
Mybl1,25.272745871738458,2.8138935543822243,0.7158610248524848,3.9307818929827536,8.467005614052268e-5,6.807823477661299e-4
Vcpip1,878.2445727053477,-0.5802156668180418,0.23208113325727936,-2.5000552982255098,0.012417392217719288,0.04662305648066003
1700034P13Rik,0.7762781641457218,1.7988393882524363,2.926940558787055,0.6145800887045988,0.5388320672319059,NA
Sgk3,127.48011300778224,-3.225890085103654,0.41227115455267543,-7.824680551817471,5.089476054727608e-15,2.7907593433661843e-13
Gm6195,27.78488127735511,0.2743616387982467,0.6567930964600655,0.4177291757129919,0.6761451382998285,0.8407719831258949
