Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Xkr4,0,NA,NA,NA,NA,NA
Gm19938,0,NA,NA,NA,NA,NA
Gm10568,0,NA,NA,NA,NA,NA
Rp1,0.07985130717613777,-2.034177699600845,3.864883757627722,-0.5263231256531838,0.5986637179272976,NA
Sox17,1.3750265715161414,-2.6677557923614352,3.789552477027083,-0.7039764744079487,0.48144742445047434,NA
Mrpl15,207.34321177910581,-0.01908903598727508,0.2831466902362735,-0.06741747880346444,0.9462493547721482,0.9788871367602543
Lypla1,504.2917246794019,0.03579335188351763,0.21196349651789592,0.16886564182760413,0.8659023248865891,0.9380669763627854
Gm19860,6.92992422360248,-0.13030613856128961,0.9702315129806075,-0.13430417051800514,0.8931620555258365,0.9523481352039497
Tcea1,256.8794798735041,-0.0170686668935276,0.11172946177995774,-0.15276782525940183,0.8785813715787291,0.9446012500923555
Rgs20,4.241433442612639,-2.9647263996262665,1.6470191605480669,-1.8000558042322443,0.07185182716244967,0.2076974384195392
Atp6v1h,427.6279162315886,-0.36069170990747534,0.12151556485829526,-2.968275795188,0.002994754906912413,0.019312220689768646
Oprk1,0,NA,NA,NA,NA,NA
Npbwr1,2.5080959813354156,-5.994565468810517,3.826898268222293,-1.5664292721309179,0.11724815455003862,0.28797958216711234
Rb1cc1,884.7428609471201,0.2353439196665015,0.30110701673317564,0.7815956008592462,0.43445227305158995,0.6625900232923927
Fam150a,0.016274664644122548,0,3.906806823929287,0,1,NA
St18,1.2402631147818575,-2.7910777724565667,1.317877050522877,-2.117859000085924,0.03418701080321347,NA
Pcmtd1,773.3165698244752,-0.22805233351499385,0.16573942664755054,-1.3759691229049165,0.1688311929694402,0.3632075576454489
Sntg1,0,NA,NA,NA,NA,NA
Rrs1,196.2986978739078,-0.2664930587335642,0.18873511077188931,-1.4119951377550275,0.15795139285060317,0.3489051264682206
Adhfe1,4.903516179869053,0.6325618577713591,1.1953013227034728,0.5292070256733777,0.5966618434874713,0.7853387980522352
2610203C22Rik,0.981454216457836,3.846709691382868,2.7700471738362213,1.3886802101119395,0.1649300145813655,NA
3110035E14Rik,0.516392089215914,-1.9526825853972765,3.8450402665637142,-0.5078445087760746,0.6115623930972127,NA
Mybl1,25.272745871738458,-0.3293147754216455,0.5245959476438647,-0.6277493695875996,0.5301681382689021,0.7391293392319302
Vcpip1,878.2445727053477,0.051955117631421216,0.20618981338079553,0.25197713106936787,0.8010587403491347,0.9052379291111915
1700034P13Rik,0.7762781641457218,0.9283094616161508,2.579061902671375,0.35994074459966013,0.7188914464818557,NA
Sgk3,127.48011300778224,-1.04760310719993,0.37426943590225387,-2.79906133578465,0.005125140105929238,0.029210909689441077
